"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",102,,,1,43,14,25,5,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",455,10,,169,220,15,21,8,12
"Agricult.trabaj. calif.agrop. y pesquros (042)",2076,132,1,1339,563,12,13,11,5
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",160,,,44,100,3,9,3,1
"Obreros. construc., conf., papel, fab., instr (044)",222,1,,56,138,13,7,4,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1924,153,1,1205,532,17,10,4,2
"Otra (046)",2,,,,,,2,,
"Ocupación no especificada (047)",159,9,,92,48,3,3,1,3
"Hombres (048)",3683,121,1,1944,1248,70,155,37,107
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",12,,,,4,,5,1,2
"Profes., científicos e intelectuales (050)",177,,,,1,10,82,12,72
"Técnicos de nivel medio ytrab.asimilados (051)",56,,,9,16,11,13,2,5
"Jefes y empleados de oficina (052)",61,,,1,31,5,14,2,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",189,2,,62,102,6,7,2,8
"Agricult.trabaj. calif.agrop. y pesquros (054)",1808,89,1,1181,500,12,12,8,5
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",126,,,34,79,3,6,3,1
"Obreros. construc., conf., papel, fab., instr (056)",217,,,54,136,13,7,4,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",969,28,,573,351,8,6,2,1
"Otra (058)",2,,,,,,2,,
"Ocupación no especificada (059)",66,2,,30,28,2,1,1,2
"Mujeres (060)",1827,184,1,972,428,34,116,25,67
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,2,,1,,1
"Profes., científicos e intelectuales (062)",138,,,,6,4,65,11,52
"Técnicos de nivel medio ytrab.asimilados (063)",23,,,1,3,2,15,,2
"Jefes y empleados de oficina (064)",41,,,,12,9,11,3,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",266,8,,107,118,9,14,6,4
"Agricult.trabaj. calif.agrop. y pesquros (066)",268,43,,158,63,,1,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",34,,,10,21,,3,,
"Obreros. construc., conf., papel, fab., instr (068)",5,1,,2,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",955,125,1,632,181,9,4,2,1
"Ocupación no especificada (071)",93,7,,62,20,1,2,,1
,,,,,,,,,
"RURAL (072)",8198,845,36,5724,1416,47,70,19,41
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",1,,,,1,,,,
"Profes., científicos e intelectuales (074)",114,,,,9,17,50,5,33
"Técnicos de nivel medio ytrab.asimilados (075)",9,,,1,1,1,5,,1
"Jefes y empleados de oficina (076)",9,,,,3,2,2,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",117,7,,68,37,2,2,,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",4491,450,8,3254,746,13,7,8,5
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",34,1,,19,10,3,1,,
"Obreros. construc., conf., papel, fab., instr (080)",45,1,,18,24,1,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3288,375,28,2304,567,8,1,4,1
"Ocupación no especificada (083)",90,11,,60,18,,1,,
"Hombres (084)",6206,469,13,4442,1154,34,49,16,29
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",1,,,,1,,,,
"Profes., científicos e intelectuales (086)",67,,,,1,9,33,3,21
"Técnicos de nivel medio ytrab.asimilados (087)",5,,,,1,1,2,,1
"Jefes y empleados de oficina (088)",9,,,,3,2,2,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",49,3,,27,16,1,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",4101,362,7,3022,679,11,7,8,5
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",29,1,,16,9,2,1,,
"Obreros. construc., conf., papel, fab., instr (092)",45,1,,18,24,1,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1859,100,6,1333,408,7,1,3,1
"Ocupación no especificada (095)",41,2,,26,12,,1,,
"Mujeres (096)",1992,376,23,1282,262,13,21,3,12
"Profes., científicos e intelectuales (098)",47,,,,8,8,17,2,12
"Técnicos de nivel medio ytrab.asimilados (099)",4,,,1,,,3,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",68,4,,41,21,1,1,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",390,88,1,232,67,2,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",5,,,3,1,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1429,275,22,971,159,1,,1,
"Ocupación no especificada (107)",49,9,,34,6,,,,
