"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CUTERVO (000)",38736,4069,6435,19176,453,7493,1110
"Agric., ganadería, caza y silvicultura (001)",28681,17,5318,16028,363,6955,
"Pesca (002)",1,,,1,,,
"Explotación de minas y canteras (003)",44,,33,7,,4,
"Industrias manufactureras (004)",662,15,154,424,16,53,
"Suministro de electricidad, gas y agua (005)",39,13,26,,,,
"Construcción (006)",591,20,425,128,,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1563,114,25,1234,27,163,
"Venta, mant.y rep. veh.autom.y motoc. (008)",92,14,17,51,5,5,
"Comercio al por mayor (009)",82,12,2,53,3,12,
"Comercio al por menor (010)",1389,88,6,1130,19,146,
"Hoteles y restaurantes (011)",390,67,20,233,14,56,
"Trans., almac. y comunicaciones (012)",698,152,81,448,9,8,
"Intermediación financiera (013)",7,7,,,,,
"Activid.inmobil., empres. y alquileres (014)",148,97,9,37,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",475,372,103,,,,
"Enseñanza (016)",2611,2468,3,129,1,10,
"Servicios sociales y de salud (017)",503,470,3,29,1,,
"Otras activ. serv.comun.soc y personales (018)",364,116,40,158,3,47,
"Hogares privados con servicio doméstico (019)",1110,,,,,,1110
"Actividad economica no especificada (021)",849,141,195,320,14,179,
"Hombres (022)",31299,2361,5769,17033,399,5705,32
"Agric., ganadería, caza y silvicultura (023)",25843,16,4834,15113,340,5540,
"Pesca (024)",1,,,1,,,
"Explotación de minas y canteras (025)",29,,23,3,,3,
"Industrias manufactureras (026)",479,12,133,299,13,22,
"Suministro de electricidad, gas y agua (027)",37,11,26,,,,
"Construcción (028)",580,18,417,127,,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",892,61,24,725,23,59,
"Venta, mant.y rep. veh.autom.y motoc. (030)",82,10,16,47,5,4,
"Comercio al por mayor (031)",60,9,2,43,3,3,
"Comercio al por menor (032)",750,42,6,635,15,52,
"Hoteles y restaurantes (033)",86,22,7,46,4,7,
"Trans., almac. y comunicaciones (034)",672,133,80,444,8,7,
"Intermediación financiera (035)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (036)",121,74,8,35,4,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",357,286,71,,,,
"Enseñanza (038)",1475,1400,3,67,,5,
"Servicios sociales y de salud (039)",230,199,3,27,1,,
"Otras activ. serv.comun.soc y personales (040)",144,65,17,57,2,3,
"Hogares privados con servicio doméstico (041)",32,,,,,,32
"Actividad economica no especificada (043)",315,58,123,89,4,41,
"Mujeres (044)",7437,1708,666,2143,54,1788,1078
"Agric., ganadería, caza y silvicultura (045)",2838,1,484,915,23,1415,
"Explotación de minas y canteras (047)",15,,10,4,,1,
"Industrias manufactureras (048)",183,3,21,125,3,31,
"Suministro de electricidad, gas y agua (049)",2,2,,,,,
"Construcción (050)",11,2,8,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",671,53,1,509,4,104,
"Venta, mant.y rep. veh.autom.y motoc. (052)",10,4,1,4,,1,
"Comercio al por mayor (053)",22,3,,10,,9,
"Comercio al por menor (054)",639,46,,495,4,94,
"Hoteles y restaurantes (055)",304,45,13,187,10,49,
"Trans., almac. y comunicaciones (056)",26,19,1,4,1,1,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",27,23,1,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",118,86,32,,,,
"Enseñanza (060)",1136,1068,,62,1,5,
"Servicios sociales y de salud (061)",273,271,,2,,,
"Otras activ. serv.comun.soc y personales (062)",220,51,23,101,1,44,
"Hogares privados con servicio doméstico (063)",1078,,,,,,1078
"Actividad economica no especificada (065)",534,83,72,231,10,138,
,,,,,,,
"URBANA (066)",8968,3117,1170,3549,108,542,482
"Agric., ganadería, caza y silvicultura (067)",2142,10,514,1299,31,288,
"Explotación de minas y canteras (069)",36,,25,7,,4,
"Industrias manufactureras (070)",410,14,90,282,13,11,
"Suministro de electricidad, gas y agua (071)",26,13,13,,,,
"Construcción (072)",395,19,274,92,,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1215,88,24,941,24,138,
"Venta, mant.y rep. veh.autom.y motoc. (074)",83,6,17,50,5,5,
"Comercio al por mayor (075)",69,10,2,43,3,11,
"Comercio al por menor (076)",1063,72,5,848,16,122,
"Hoteles y restaurantes (077)",286,42,16,190,13,25,
"Trans., almac. y comunicaciones (078)",601,130,67,392,8,4,
"Intermediación financiera (079)",7,7,,,,,
"Activid.inmobil., empres. y alquileres (080)",137,87,9,36,5,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",410,336,74,,,,
"Enseñanza (082)",1909,1835,1,64,1,8,
"Servicios sociales y de salud (083)",380,359,1,19,1,,
"Otras activ. serv.comun.soc y personales (084)",255,85,18,138,3,11,
"Hogares privados con servicio doméstico (085)",482,,,,,,482
"Actividad economica no especificada (087)",277,92,44,89,9,43,
"Hombres (088)",5854,1748,1042,2655,79,315,15
"Agric., ganadería, caza y silvicultura (089)",1945,9,473,1213,26,224,
"Explotación de minas y canteras (091)",24,,18,3,,3,
"Industrias manufactureras (092)",327,11,83,215,10,8,
"Suministro de electricidad, gas y agua (093)",24,11,13,,,,
"Construcción (094)",387,17,269,91,,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",677,47,23,542,21,44,
"Venta, mant.y rep. veh.autom.y motoc. (096)",74,3,16,46,5,4,
"Comercio al por mayor (097)",51,7,2,36,3,3,
"Comercio al por menor (098)",552,37,5,460,13,37,
"Hoteles y restaurantes (099)",71,17,6,39,4,5,
"Trans., almac. y comunicaciones (100)",576,111,66,388,7,4,
"Intermediación financiera (101)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (102)",114,68,8,34,4,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",299,255,44,,,,
"Enseñanza (104)",1004,972,1,27,,4,
"Servicios sociales y de salud (105)",153,133,1,18,1,,
"Otras activ. serv.comun.soc y personales (106)",103,48,5,47,2,1,
"Hogares privados con servicio doméstico (107)",15,,,,,,15
"Actividad economica no especificada (109)",129,43,32,38,4,12,
"Mujeres (110)",3114,1369,128,894,29,227,467
"Agric., ganadería, caza y silvicultura (111)",197,1,41,86,5,64,
"Explotación de minas y canteras (113)",12,,7,4,,1,
"Industrias manufactureras (114)",83,3,7,67,3,3,
"Suministro de electricidad, gas y agua (115)",2,2,,,,,
"Construcción (116)",8,2,5,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",538,41,1,399,3,94,
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,3,1,4,,1,
"Comercio al por mayor (119)",18,3,,7,,8,
"Comercio al por menor (120)",511,35,,388,3,85,
"Hoteles y restaurantes (121)",215,25,10,151,9,20,
"Trans., almac. y comunicaciones (122)",25,19,1,4,1,,
