"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHEPEN (000)",29456,28208,8007,4540,4625,3644,3774,1904,1008,706,1248,70019
"De 12 a 14 años (001)",2489,2471,2461,9,1,,,,,,18,11
"De 15 a 19 años (002)",3626,3546,3066,428,44,7,1,,,,80,541
"De 20 a 24 años (003)",3162,2804,1114,1138,441,83,24,4,,,358,2393
"De 25 a 29 años (004)",2912,2608,380,969,804,341,110,4,,,304,4084
"De 30 a 34 años (005)",2915,2753,229,664,924,582,313,36,4,1,162,5863
"De 35 a 39 años (006)",2830,2757,178,429,788,707,547,90,14,4,73,7215
"De 40 a 44 años (007)",2491,2420,118,270,598,623,557,197,48,9,71,7514
"De 45 a 49 años (008)",2051,1990,90,178,379,438,556,257,65,27,61,7164
"De 50 y más años (009)",6980,6859,371,455,646,863,1666,1316,877,665,121,35234
"Sin nivel (010)",3810,3729,237,303,388,463,824,692,439,383,81,18723
"De 12 a 14 años (011)",38,37,31,5,1,,,,,,1,7
"De 15 a 19 años (012)",64,60,40,17,2,1,,,,,4,24
"De 20 a 24 años (013)",141,128,40,56,21,7,3,1,,,13,138
"De 25 a 29 años (014)",134,125,14,33,38,27,11,2,,,9,248
"De 30 a 34 años (015)",271,263,15,33,71,76,56,11,,1,8,724
"De 35 a 39 años (016)",294,286,9,26,53,82,94,18,2,2,8,939
"De 40 a 44 años (017)",323,318,13,22,47,66,86,56,25,3,5,1304
"De 45 a 49 años (018)",340,336,11,15,35,47,103,87,24,14,4,1589
"De 50 y más años (019)",2205,2176,64,96,120,157,471,517,388,363,29,13750
"Educacion Inicial (020)",53,52,19,11,10,5,6,1,,,1,79
"De 12 a 14 años (021)",7,7,7,,,,,,,,,
"De 15 a 19 años (022)",7,7,6,1,,,,,,,,1
