"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 20 a 24 años (053)",53,,,,,,32,21
"De 25 a 29 años (054)",45,,,,,1,24,20
"De 30 a 34 años (055)",35,,,,,6,23,6
"De 35 a 39 años (056)",19,,,,,7,10,2
"De 40 a 44 años (057)",11,,,,2,4,4,1
"De 45 a 49 años (058)",6,,,,1,2,1,2
"De 50 y más años (059)",2,,,1,1,,,
"Sup. no Univ. completa (060)",208,,,2,4,36,89,77
"De 20 a 24 años (063)",26,,,,,,11,15
"De 25 a 29 años (064)",44,,,,,1,22,21
"De 30 a 34 años (065)",62,,,,,9,30,23
"De 35 a 39 años (066)",46,,,,2,12,23,9
"De 40 a 44 años (067)",14,,,1,,7,3,3
"De 45 a 49 años (068)",10,,,,2,6,,2
"De 50 y más años (069)",6,,,1,,1,,4
"Sup. Univ. incompleta (070)",99,,,,2,7,39,51
"De 15 a 19 años (072)",1,,,,,,1,
"De 20 a 24 años (073)",26,,,,,,5,21
"De 25 a 29 años (074)",28,,,,,,8,20
"De 30 a 34 años (075)",16,,,,,,11,5
"De 35 a 39 años (076)",15,,,,,1,11,3
"De 40 a 44 años (077)",9,,,,2,2,3,2
"De 45 a 49 años (078)",3,,,,,3,,
"De 50 y más años (079)",1,,,,,1,,
"Sup. Univ. completa (080)",214,,1,,8,43,80,82
"De 20 a 24 años (083)",13,,,,,,5,8
"De 25 a 29 años (084)",51,,,,,,24,27
"De 30 a 34 años (085)",50,,,,,8,22,20
"De 35 a 39 años (086)",45,,,,,16,16,13
"De 40 a 44 años (087)",31,,,,2,12,11,6
"De 45 a 49 años (088)",12,,,,2,4,2,4
"De 50 y más años (089)",12,,1,,4,3,,4
,,,,,,,,
"URBANA (100)",7011,15,74,223,548,1306,3060,1785
"De 12 a 14 años (101)",13,,,,,,1,12
"De 15 a 19 años (102)",166,,,,,,104,62
"De 20 a 24 años (103)",862,,,,,,529,333
"De 25 a 29 años (104)",1136,,,,,41,748,347
"De 30 a 34 años (105)",1041,,,,,142,689,210
"De 35 a 39 años (106)",943,,,,6,277,511,149
"De 40 a 44 años (107)",721,,,1,37,259,326,98
"De 45 a 49 años (108)",521,,,,65,239,129,88
"De 50 y más años (109)",1608,15,74,222,440,348,23,486
"Sin nivel (110)",1604,14,57,167,321,291,299,455
"De 12 a 14 años (111)",2,,,,,,,2
"De 15 a 19 años (112)",6,,,,,,5,1
"De 20 a 24 años (113)",23,,,,,,13,10
"De 25 a 29 años (114)",56,,,,,,42,14
"De 30 a 34 años (115)",59,,,,,2,44,13
"De 35 a 39 años (116)",105,,,,1,15,71,18
"De 40 a 44 años (117)",148,,,,7,33,85,23
"De 45 a 49 años (118)",129,,,,16,59,32,22
"De 50 y más años (119)",1076,14,57,167,297,182,7,352
"Educacion Inicial (120)",7,,,,,1,4,2
"De 20 a 24 años (123)",1,,,,,,1,
"De 25 a 29 años (124)",3,,,,,,2,1
"De 30 a 34 años (125)",2,,,,,,1,1
"De 35 a 39 años (126)",1,,,,,1,,
"Primaria (130)",3101,1,16,45,176,686,1557,620
"De 12 a 14 años (131)",4,,,,,,,4
"De 15 a 19 años (132)",54,,,,,,34,20
"De 20 a 24 años (133)",280,,,,,,186,94
"De 25 a 29 años (134)",524,,,,,21,368,135
"De 30 a 34 años (135)",569,,,,,79,396,94
"De 35 a 39 años (136)",536,,,,2,167,301,66
"De 40 a 44 años (137)",415,,,,20,155,187,53
"De 45 a 49 años (138)",267,,,,33,120,71,43
"De 50 y más años (139)",452,1,16,45,121,144,14,111
"Secundaria (140)",1744,,,8,36,242,956,502
"De 12 a 14 años (141)",7,,,,,,1,6
"De 15 a 19 años (142)",103,,,,,,62,41
"De 20 a 24 años (143)",468,,,,,,288,180
"De 25 a 29 años (144)",422,,,,,19,275,128
"De 30 a 34 años (145)",275,,,,,44,174,57
"De 35 a 39 años (146)",202,,,,2,64,93,43
"De 40 a 44 años (147)",105,,,,5,49,38,13
"De 45 a 49 años (148)",102,,,,12,48,23,19
"De 50 y más años (149)",60,,,8,17,18,2,15
"Sup. no Univ. incompleta (150)",136,,,1,3,16,78,38
"De 15 a 19 años (152)",2,,,,,,2,
"De 20 a 24 años (153)",38,,,,,,24,14
"De 25 a 29 años (154)",36,,,,,1,20,15
"De 30 a 34 años (155)",30,,,,,4,20,6
"De 35 a 39 años (156)",16,,,,,6,8,2
"De 40 a 44 años (157)",8,,,,1,4,3,
"De 45 a 49 años (158)",4,,,,1,1,1,1
"De 50 y más años (159)",2,,,1,1,,,
"Sup. no Univ. completa (160)",165,,,2,2,29,73,59
"De 20 a 24 años (163)",20,,,,,,10,10
"De 25 a 29 años (164)",35,,,,,,17,18
"De 30 a 34 años (165)",51,,,,,7,26,18
"De 35 a 39 años (166)",36,,,,1,10,18,7
"De 40 a 44 años (167)",11,,,1,,6,2,2
"De 45 a 49 años (168)",6,,,,1,5,,
"De 50 y más años (169)",6,,,1,,1,,4
"Sup. Univ. incompleta (170)",78,,,,2,5,33,38
"De 15 a 19 años (172)",1,,,,,,1,
"De 20 a 24 años (173)",22,,,,,,4,18
"De 25 a 29 años (174)",20,,,,,,6,14
"De 30 a 34 años (175)",13,,,,,,11,2
"De 35 a 39 años (176)",11,,,,,,9,2
"De 40 a 44 años (177)",8,,,,2,2,2,2
"De 45 a 49 años (178)",3,,,,,3,,
"Sup. Univ. completa (180)",176,,1,,8,36,60,71
"De 20 a 24 años (183)",10,,,,,,3,7
"De 25 a 29 años (184)",40,,,,,,18,22
"De 30 a 34 años (185)",42,,,,,6,17,19
"De 35 a 39 años (186)",36,,,,,14,11,11
"De 40 a 44 años (187)",26,,,,2,10,9,5
"De 45 a 49 años (188)",10,,,,2,3,2,3
"De 50 y más años (189)",12,,1,,4,3,,4
,,,,,,,,
"RURAL (200)",9735,32,105,338,852,1906,4477,2025
"De 12 a 14 años (201)",18,,,,,,2,16
"De 15 a 19 años (202)",342,,,,,,264,78
"De 20 a 24 años (203)",1197,,,,,,846,351
"De 25 a 29 años (204)",1458,,,,,43,1083,332
"De 30 a 34 años (205)",1202,,,,1,181,831,189
"De 35 a 39 años (206)",1190,,,,15,322,699,154
"De 40 a 44 años (207)",973,,,,34,347,469,123
"De 45 a 49 años (208)",771,,,1,71,366,235,98
"De 50 y más años (209)",2584,32,105,337,731,647,48,684
"Sin nivel (210)",3201,28,99,296,588,724,734,732
"De 12 a 14 años (211)",1,,,,,,,1
"De 15 a 19 años (212)",13,,,,,,10,3
"De 20 a 24 años (213)",75,,,,,,60,15
"De 25 a 29 años (214)",139,,,,,5,110,24
"De 30 a 34 años (215)",170,,,,,17,125,28
"De 35 a 39 años (216)",243,,,,,45,162,36
"De 40 a 44 años (217)",294,,,,12,84,154,44
"De 45 a 49 años (218)",293,,,1,28,139,92,33
"De 50 y más años (219)",1973,28,99,295,548,434,21,548
"Educacion Inicial (220)",18,,,,,1,15,2
"De 15 a 19 años (222)",1,,,,,,,1
"De 20 a 24 años (223)",2,,,,,,2,
"De 25 a 29 años (224)",3,,,,,,2,1
"De 30 a 34 años (225)",8,,,,,1,7,
"De 35 a 39 años (226)",4,,,,,,4,
"Primaria (230)",4983,4,6,41,238,1035,2809,850
"De 12 a 14 años (231)",14,,,,,,1,13
"De 15 a 19 años (232)",193,,,,,,159,34
"De 20 a 24 años (233)",620,,,,,,443,177
"De 25 a 29 años (234)",882,,,,,23,684,175
"De 30 a 34 años (235)",834,,,,1,126,596,111
"De 35 a 39 años (236)",809,,,,9,237,472,91
"De 40 a 44 años (237)",615,,,,20,239,290,66
"De 45 a 49 años (238)",442,,,,40,210,137,55
"De 50 y más años (239)",574,4,6,41,168,200,27,128
"Secundaria (240)",1394,,,1,23,126,859,385
"De 12 a 14 años (241)",3,,,,,,1,2
"De 15 a 19 años (242)",135,,,,,,95,40
"De 20 a 24 años (243)",472,,,,,,329,143
"De 25 a 29 años (244)",397,,,,,14,270,113
"De 30 a 34 años (245)",163,,,,,31,91,41
"De 35 a 39 años (246)",108,,,,5,34,47,22
"De 40 a 44 años (247)",52,,,,1,21,20,10
"De 45 a 49 años (248)",28,,,,2,14,6,6
"De 50 y más años (249)",36,,,1,15,12,,8
"Sup. no Univ. incompleta (250)",37,,,,1,4,18,14
"De 20 a 24 años (253)",15,,,,,,8,7
"De 25 a 29 años (254)",9,,,,,,4,5
"De 30 a 34 años (255)",5,,,,,2,3,
"De 35 a 39 años (256)",3,,,,,1,2,
"De 40 a 44 años (257)",3,,,,1,,1,1
"De 45 a 49 años (258)",2,,,,,1,,1
"Sup. no Univ. completa (260)",43,,,,2,7,16,18
"De 20 a 24 años (263)",6,,,,,,1,5
"De 25 a 29 años (264)",9,,,,,1,5,3
"De 30 a 34 años (265)",11,,,,,2,4,5
"De 35 a 39 años (266)",10,,,,1,2,5,2
"De 40 a 44 años (267)",3,,,,,1,1,1
"De 45 a 49 años (268)",4,,,,1,1,,2
"Sup. Univ. incompleta (270)",21,,,,,2,6,13
"De 20 a 24 años (273)",4,,,,,,1,3
"De 25 a 29 años (274)",8,,,,,,2,6
"De 30 a 34 años (275)",3,,,,,,,3
"De 35 a 39 años (276)",4,,,,,1,2,1
"De 40 a 44 años (277)",1,,,,,,1,
"De 50 y más años (279)",1,,,,,1,,
"Sup. Univ. completa (280)",38,,,,,7,20,11
"De 20 a 24 años (283)",3,,,,,,2,1
"De 25 a 29 años (284)",11,,,,,,6,5
"De 30 a 34 años (285)",8,,,,,2,5,1
"De 35 a 39 años (286)",9,,,,,2,5,2
"De 40 a 44 años (287)",5,,,,,2,2,1
"De 45 a 49 años (288)",2,,,,,1,,1
