"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAMANA (000)",14099,99,359,846,1732,2999,4581,3483
"De 12 a 14 años (001)",18,,,,,,2,16
"De 15 a 19 años (002)",274,,,,,,166,108
"De 20 a 24 años (003)",1416,,,,,4,830,582
"De 25 a 29 años (004)",1823,,,,,110,1113,600
"De 30 a 34 años (005)",1850,,,,,365,1069,416
"De 35 a 39 años (006)",1842,,,,28,615,837,362
"De 40 a 44 años (007)",1599,,,,157,720,414,308
"De 45 a 49 años (008)",1371,,,13,325,659,131,243
"De 50 y más años (009)",3906,99,359,833,1222,526,19,848
"Conviviente (010)",5072,3,18,89,290,930,2528,1214
"De 12 a 14 años (011)",12,,,,,,1,11
"De 15 a 19 años (012)",188,,,,,,115,73
"De 20 a 24 años (013)",886,,,,,3,614,269
"De 25 a 29 años (014)",1079,,,,,63,731,285
"De 30 a 34 años (015)",840,,,,,165,512,163
"De 35 a 39 años (016)",733,,,,7,221,371,134
"De 40 a 44 años (017)",486,,,,42,208,142,94
"De 45 a 49 años (018)",330,,,4,72,155,37,62
"De 50 y más años (019)",518,3,18,85,169,115,5,123
"Separado(a) (020)",852,5,9,47,151,224,221,195
"De 15 a 19 años (022)",19,,,,,,13,6
"De 20 a 24 años (023)",57,,,,,,38,19
"De 25 a 29 años (024)",79,,,,,5,51,23
"De 30 a 34 años (025)",113,,,,,35,57,21
"De 35 a 39 años (026)",114,,,,6,50,32,26
"De 40 a 44 años (027)",109,,,,14,55,20,20
"De 45 a 49 años (028)",107,,,2,31,46,9,19
"De 50 y más años (029)",254,5,9,45,100,33,1,61
"Casado(a) (030)",5606,26,157,469,1024,1537,1434,959
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",18,,,,,,8,10
"De 20 a 24 años (033)",118,,,,,,78,40
"De 25 a 29 años (034)",334,,,,,21,229,84
"De 30 a 34 años (035)",645,,,,,122,406,117
"De 35 a 39 años (036)",831,,,,8,289,401,133
"De 40 a 44 años (037)",815,,,,81,390,222,122
"De 45 a 49 años (038)",768,,,4,181,404,77,102
"De 50 y más años (039)",2074,26,157,465,754,311,13,348
"Viudo(a) (040)",948,57,160,201,171,95,21,243
"De 15 a 19 años (042)",3,,,,,,1,2
"De 20 a 24 años (043)",4,,,,,,1,3
"De 25 a 29 años (044)",3,,,,,,1,2
"De 30 a 34 años (045)",12,,,,,2,5,5
"De 35 a 39 años (046)",23,,,,1,12,7,3
"De 40 a 44 años (047)",41,,,,5,22,5,9
"De 45 a 49 años (048)",50,,,,20,18,1,11
"De 50 y más años (049)",812,57,160,201,145,41,,208
"Divorciado(a) (050)",107,3,6,12,20,27,11,28
