"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CASTILLA (000)",16479,238,4681,6007,4265,1288
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",68,,6,27,33,2
"Profes., científicos e intelectuales (002)",832,,159,469,196,8
"Técnicos de nivel medio y trab. asimilados (003)",567,,155,243,149,20
"Jefes y empleados de oficina (004)",384,,126,173,84,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1415,15,405,546,357,92
"Agricult. trabaj. calif.agrop. y pesqueros (006)",3154,12,398,888,1171,685
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1583,8,543,708,298,26
"Obreros construc., conf., papel, fab., instr. (008)",1132,4,330,526,253,19
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",7018,198,2492,2294,1631,403
"Otra (010)",84,,13,52,19,
"Ocupación no especificada (011)",242,1,54,81,74,32
"Hombres (012)",11486,159,3227,4122,3020,958
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",50,,3,20,26,1
"Profes., científicos e intelectuales (014)",375,,77,186,106,6
"Técnicos de nivel medio y trab. asimilados (015)",377,,93,170,98,16
"Jefes y empleados de oficina (016)",197,,49,93,55,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",489,9,137,178,126,39
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2629,11,319,740,965,594
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1482,6,508,681,266,21
"Obreros construc., conf., papel, fab., instr. (020)",1116,3,325,518,251,19
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4607,129,1688,1458,1082,250
"Otra (022)",83,,13,51,19,
"Ocupación no especificada (023)",81,1,15,27,26,12
"Mujeres (024)",4993,79,1454,1885,1245,330
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",18,,3,7,7,1
"Profes., científicos e intelectuales (026)",457,,82,283,90,2
"Técnicos de nivel medio y trab. asimilados (027)",190,,62,73,51,4
"Jefes y empleados de oficina (028)",187,,77,80,29,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",926,6,268,368,231,53
"Agricult. trabaj. calif.agrop. y pesqueros (030)",525,1,79,148,206,91
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",101,2,35,27,32,5
"Obreros construc., conf., papel, fab., instr. (032)",16,1,5,8,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",2411,69,804,836,549,153
