"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SULLANA (000)",110969,104453,31446,15706,16446,12100,13589,7137,4174,3855,6516,270592
"De 12 a 14 años (001)",9245,9183,9137,36,10,,,,,,62,56
"De 15 a 19 años (002)",14817,14425,12783,1460,149,25,8,,,,392,1865
"De 20 a 24 años (003)",12971,11110,4544,4362,1793,344,62,5,,,1861,9268
"De 25 a 29 años (004)",12305,10698,1525,3641,3574,1425,500,29,4,,1607,17376
"De 30 a 34 años (005)",11635,10804,861,2242,3707,2359,1415,176,35,9,831,24244
"De 35 a 39 años (006)",10200,9627,517,1190,2646,2463,2218,478,93,22,573,27497
"De 40 a 44 años (007)",8810,8506,449,802,1729,2018,2348,867,231,62,304,28722
"De 45 a 49 años (008)",7615,7348,378,645,1086,1301,2185,1104,471,178,267,29375
"De 50 y más años (009)",23371,22752,1252,1328,1752,2165,4853,4478,3340,3584,619,132189
"Sin nivel (010)",9752,9353,756,544,816,857,1757,1639,1332,1652,399,54054
"De 12 a 14 años (011)",99,98,97,1,,,,,,,1,1
"De 15 a 19 años (012)",208,199,160,28,7,2,2,,,,9,56
"De 20 a 24 años (013)",215,171,87,40,32,10,2,,,,44,142
"De 25 a 29 años (014)",242,183,33,36,47,40,25,2,,,59,370
"De 30 a 34 años (015)",721,659,45,76,199,159,142,28,7,3,62,1827
"De 35 a 39 años (016)",707,656,35,61,131,155,193,60,17,4,51,2203
"De 40 a 44 años (017)",744,712,53,35,83,117,234,128,43,19,32,2987
"De 45 a 49 años (018)",799,767,44,40,63,81,213,166,108,52,32,3908
"De 50 y más años (019)",6017,5908,202,227,254,293,946,1255,1157,1574,109,42560
"Educacion Inicial (020)",135,125,70,22,19,7,6,,,1,10,117
