"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCAYO (000)",189573,414678,380177,,6884,91.7,1.7
"De 12 a 14 años (001)",15806,62,60,,6,96.8,9.7
"De 15 a 19 años (002)",25496,2161,2080,614,96.3,28.4,
"De 20 a 24 años (003)",23561,11977,11679,1609,97.5,13.4,
"De 25 a 29 años (004)",20331,23286,22768,1751,97.8,7.5,
"De 30 a 34 años (005)",18132,34063,33119,1468,97.2,4.3,
"De 35 a 39 años (006)",16735,43618,41881,977,96,2.2,
"De 40 a 44 años (007)",14821,47848,45408,393,94.9,0.8,
"De 45 a 49 años (008)",12764,47865,44694,65,93.4,0.1,
"De 50 y más años (009)",41927,203798,178488,1,87.6,,
"Conviviente (010)",35080,76473,73250,3724,95.8,4.9,
"De 12 a 14 años (011)",139,32,31,1,96.9,3.1,
"De 15 a 19 años (012)",2028,1297,1255,405,96.8,31.2,
"De 20 a 24 años (013)",6919,7623,7454,1074,97.8,14.1,
"De 25 a 29 años (014)",7915,12751,12463,1047,97.7,8.2,
"De 30 a 34 años (015)",6510,14439,14089,707,97.6,4.9,
"De 35 a 39 años (016)",4579,12945,12491,356,96.5,2.8,
"De 40 a 44 años (017)",2984,10467,9999,115,95.5,1.1,
"De 45 a 49 años (018)",1682,6536,6150,19,94.1,0.3,
"De 50 y más años (019)",2324,10383,9318,,89.7,,
"Separado(a) (020)",8838,24893,23270,320,93.5,1.3,
"De 12 a 14 años (021)",5,,,,,,
"De 15 a 19 años (022)",222,182,182,59,100,32.4,
"De 20 a 24 años (023)",642,757,744,78,98.3,10.3,
"De 25 a 29 años (024)",949,1430,1402,78,98,5.5,
"De 30 a 34 años (025)",1039,2003,1961,45,97.9,2.2,
"De 35 a 39 años (026)",1220,2949,2837,49,96.2,1.7,
"De 40 a 44 años (027)",1178,3507,3324,10,94.8,0.3,
"De 45 a 49 años (028)",1012,3445,3257,1,94.5,,
"De 50 y más años (029)",2571,10620,9563,,90,,
"Casado(a) (030)",59249,231301,212500,2197,91.9,0.9,
"De 12 a 14 años (031)",13,6,5,1,83.3,16.7,
"De 15 a 19 años (032)",256,207,180,37,87,17.9,
"De 20 a 24 años (033)",1476,1921,1844,228,96,11.9,
"De 25 a 29 años (034)",3940,6957,6799,492,97.7,7.1,
