"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",225,183,,42,,,
"Técnicos de nivel medio y trab. asimilados (099)",42,36,,4,1,1,
"Jefes y empleados de oficina (100)",36,35,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",352,47,5,255,3,42,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1221,,,1205,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",612,,27,509,1,75,
"Obreros construc.,conf.,papel, fab., instr. (104)",81,,4,63,,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2495,33,504,71,,1613,274
"Ocupación no especificada (107)",514,52,44,277,,141,
