"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAMALIES (000)",18368,1667,5087,7816,468,2965,365
"Agric., ganadería, caza y silvicultura (001)",13690,8,4565,6117,386,2614,
"Explotación de minas y canteras (003)",31,,26,5,,,
"Industrias manufactureras (004)",290,6,42,206,13,23,
"Suministro de electricidad, gas y agua (005)",12,3,9,,,,
"Construcción (006)",407,9,291,62,6,39,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",968,50,7,746,36,129,
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,2,2,25,1,2,
"Comercio al por mayor (009)",51,2,3,26,9,11,
"Comercio al por menor (010)",885,46,2,695,26,116,
"Hoteles y restaurantes (011)",336,48,13,222,13,40,
"Trans., almac. y comunicaciones (012)",164,27,33,92,3,9,
"Intermediación financiera (013)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (014)",67,45,4,15,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (015)",292,253,39,,,,
"Enseñanza (016)",991,981,,10,,,
"Servicios sociales y de salud (017)",168,161,1,6,,,
"Otras activ. serv.comun.soc y personales (018)",125,27,8,83,1,6,
"Hogares privados con servicio doméstico (019)",365,,,,,,365
"Actividad economica no especificada (021)",457,44,49,252,9,103,
"Hombres (022)",14186,980,4422,6392,411,1890,91
"Agric., ganadería, caza y silvicultura (023)",11652,8,3962,5552,362,1768,
"Explotación de minas y canteras (025)",30,,25,5,,,
"Industrias manufactureras (026)",234,4,38,172,7,13,
"Suministro de electricidad, gas y agua (027)",11,2,9,,,,
"Construcción (028)",403,9,289,61,6,38,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",446,26,7,361,20,32,
"Venta, mant.y rep. veh.autom.y motoc. (030)",28,2,2,22,1,1,
"Comercio al por mayor (031)",27,1,3,15,4,4,
"Comercio al por menor (032)",391,23,2,324,15,27,
"Hoteles y restaurantes (033)",51,10,4,29,4,4,
"Trans., almac. y comunicaciones (034)",160,24,33,91,3,9,
"Intermediación financiera (035)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (036)",53,35,4,12,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (037)",230,195,35,,,,
"Enseñanza (038)",560,556,,4,,,
"Servicios sociales y de salud (039)",85,80,,5,,,
"Otras activ. serv.comun.soc y personales (040)",30,14,,15,,1,
"Hogares privados con servicio doméstico (041)",91,,,,,,91
"Actividad economica no especificada (043)",146,13,16,85,8,24,
"Mujeres (044)",4182,687,665,1424,57,1075,274
"Agric., ganadería, caza y silvicultura (045)",2038,,603,565,24,846,
"Explotación de minas y canteras (047)",1,,1,,,,
"Industrias manufactureras (048)",56,2,4,34,6,10,
"Suministro de electricidad, gas y agua (049)",1,1,,,,,
"Construcción (050)",4,,2,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",522,24,,385,16,97,
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,3,,1,
"Comercio al por mayor (053)",24,1,,11,5,7,
"Comercio al por menor (054)",494,23,,371,11,89,
"Hoteles y restaurantes (055)",285,38,9,193,9,36,
"Trans., almac. y comunicaciones (056)",4,3,,1,,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",14,10,,3,,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",62,58,4,,,,
"Enseñanza (060)",431,425,,6,,,
"Servicios sociales y de salud (061)",83,81,1,1,,,
"Otras activ. serv.comun.soc y personales (062)",95,13,8,68,1,5,
"Hogares privados con servicio doméstico (063)",274,,,,,,274
"Actividad economica no especificada (065)",311,31,33,167,1,79,
,,,,,,,
"URBANA (066)",5290,1226,1058,2167,160,518,161
"Agric., ganadería, caza y silvicultura (067)",2439,6,828,1158,108,339,
"Explotación de minas y canteras (069)",18,,16,2,,,
"Industrias manufactureras (070)",165,5,18,119,13,10,
"Suministro de electricidad, gas y agua (071)",6,3,3,,,,
"Construcción (072)",179,8,127,31,4,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",679,37,3,521,22,96,
"Venta, mant.y rep. veh.autom.y motoc. (074)",26,1,1,21,1,2,
"Comercio al por mayor (075)",38,2,1,20,7,8,
"Comercio al por menor (076)",615,34,1,480,14,86,
"Hoteles y restaurantes (077)",211,35,4,142,8,22,
"Trans., almac. y comunicaciones (078)",107,24,25,54,1,3,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",50,33,,14,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (081)",196,181,15,,,,
"Enseñanza (082)",718,711,,7,,,
"Servicios sociales y de salud (083)",134,129,1,4,,,
"Otras activ. serv.comun.soc y personales (084)",78,19,4,50,1,4,
"Hogares privados con servicio doméstico (085)",161,,,,,,161
"Actividad economica no especificada (087)",144,30,14,65,2,33,
"Hombres (088)",3655,733,924,1557,131,284,26
"Agric., ganadería, caza y silvicultura (089)",2103,6,715,1046,101,235,
"Explotación de minas y canteras (091)",18,,16,2,,,
"Industrias manufactureras (092)",129,3,15,99,7,5,
"Suministro de electricidad, gas y agua (093)",5,2,3,,,,
"Construcción (094)",177,8,126,31,4,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",316,21,3,258,12,22,
"Venta, mant.y rep. veh.autom.y motoc. (096)",22,1,1,18,1,1,
"Comercio al por mayor (097)",18,1,1,10,3,3,
"Comercio al por menor (098)",276,19,1,230,8,18,
"Hoteles y restaurantes (099)",34,7,1,21,3,2,
"Trans., almac. y comunicaciones (100)",103,21,25,53,1,3,
"Intermediación financiera (101)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (102)",38,25,,11,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (103)",160,145,15,,,,
"Enseñanza (104)",410,407,,3,,,
"Servicios sociales y de salud (105)",70,67,,3,,,
"Otras activ. serv.comun.soc y personales (106)",24,8,,15,,1,
"Hogares privados con servicio doméstico (107)",26,,,,,,26
"Actividad economica no especificada (109)",38,9,5,15,2,7,
"Mujeres (110)",1635,493,134,610,29,234,135
"Agric., ganadería, caza y silvicultura (111)",336,,113,112,7,104,
"Industrias manufactureras (114)",36,2,3,20,6,5,
"Suministro de electricidad, gas y agua (115)",1,1,,,,,
"Construcción (116)",2,,1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",363,16,,263,10,74,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,3,,1,
"Comercio al por mayor (119)",20,1,,10,4,5,
"Comercio al por menor (120)",339,15,,250,6,68,
"Hoteles y restaurantes (121)",177,28,3,121,5,20,
"Trans., almac. y comunicaciones (122)",4,3,,1,,,
"Intermediación financiera (123)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",12,8,,3,,1,
"Admin.pub. y defensa; p. segur.soc.afil (125)",36,36,,,,,
"Enseñanza (126)",308,304,,4,,,
