"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia JAUJA (000)",36536,101734,92140,,1396,90.6,1.4
"De 12 a 14 años (001)",3453,14,14,,1,100,7.1
"De 15 a 19 años (002)",4493,445,430,135,96.6,30.3,
"De 20 a 24 años (003)",3655,2438,2365,334,97,13.7,
"De 25 a 29 años (004)",3207,4630,4510,336,97.4,7.3,
"De 30 a 34 años (005)",2948,6734,6512,285,96.7,4.2,
"De 35 a 39 años (006)",3086,9742,9341,211,95.9,2.2,
"De 40 a 44 años (007)",2808,10808,10213,76,94.5,0.7,
"De 45 a 49 años (008)",2433,10600,9927,18,93.7,0.2,
"De 50 y más años (009)",10453,56323,48828,,86.7,,
"Conviviente (010)",7964,22129,21092,815,95.3,3.7,
"De 12 a 14 años (011)",22,10,10,,100,,
"De 15 a 19 años (012)",366,261,253,85,96.9,32.6,
"De 20 a 24 años (013)",1310,1646,1588,213,96.5,12.9,
"De 25 a 29 años (014)",1588,3001,2927,234,97.5,7.8,
"De 30 a 34 años (015)",1354,3528,3416,156,96.8,4.4,
"De 35 a 39 años (016)",1219,4206,4070,93,96.8,2.2,
"De 40 a 44 años (017)",844,3484,3313,28,95.1,0.8,
"De 45 a 49 años (018)",524,2321,2198,6,94.7,0.3,
"De 50 y más años (019)",737,3672,3317,,90.3,,
"Separado(a) (020)",1784,5639,5201,84,92.2,1.5,
"De 12 a 14 años (021)",1,1,1,1,100,100,
"De 15 a 19 años (022)",55,48,48,12,100,25,
"De 20 a 24 años (023)",147,181,180,28,99.4,15.5,
"De 25 a 29 años (024)",170,270,267,11,98.9,4.1,
"De 30 a 34 años (025)",185,412,402,12,97.6,2.9,
"De 35 a 39 años (026)",229,639,607,15,95,2.3,
"De 40 a 44 años (027)",213,743,699,4,94.1,0.5,
"De 45 a 49 años (028)",219,903,840,1,93,0.1,
"De 50 y más años (029)",565,2442,2157,,88.3,,
"Casado(a) (030)",10088,49695,44993,314,90.5,0.6,
"De 12 a 14 años (031)",2,2,2,,100,,
"De 15 a 19 años (032)",35,31,28,3,90.3,9.7,
"De 20 a 24 años (033)",153,225,218,26,96.9,11.6,
"De 25 a 29 años (034)",390,838,811,55,96.8,6.6,
"De 30 a 34 años (035)",760,2201,2120,93,96.3,4.2,
"De 35 a 39 años (036)",1124,4102,3899,87,95.1,2.1,
