"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LUYA (000)",16418,52593,45224,,918,86,1.7
"De 12 a 14 años (001)",1825,10,10,,2,100,20
"De 15 a 19 años (002)",2052,436,424,123,97.2,28.2,
"De 20 a 24 años (003)",1573,1906,1852,231,97.2,12.1,
"De 25 a 29 años (004)",1592,3268,3175,206,97.2,6.3,
"De 30 a 34 años (005)",1379,4160,3985,155,95.8,3.7,
"De 35 a 39 años (006)",1384,5302,4990,133,94.1,2.5,
"De 40 a 44 años (007)",1200,5730,5263,56,91.8,1,
"De 45 a 49 años (008)",1015,5497,4965,12,90.3,0.2,
"De 50 y más años (009)",4398,26284,20560,,78.2,,
"Conviviente (010)",3828,11233,10322,495,91.9,4.4,
"De 12 a 14 años (011)",34,7,7,,100,,
"De 15 a 19 años (012)",397,295,283,90,95.9,30.5,
"De 20 a 24 años (013)",842,1249,1210,154,96.9,12.3,
"De 25 a 29 años (014)",749,1651,1611,114,97.6,6.9,
"De 30 a 34 años (015)",510,1571,1510,71,96.1,4.5,
"De 35 a 39 años (016)",418,1640,1546,47,94.3,2.9,
"De 40 a 44 años (017)",298,1431,1304,14,91.1,1,
"De 45 a 49 años (018)",184,954,859,5,90,0.5,
"De 50 y más años (019)",396,2435,1992,,81.8,,
"Separado(a) (020)",308,1203,1018,16,84.6,1.3,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",9,8,8,,100,,
"De 20 a 24 años (023)",21,32,31,5,96.9,15.6,
"De 25 a 29 años (024)",28,50,48,5,96,10,
"De 30 a 34 años (025)",32,78,77,3,98.7,3.8,
"De 35 a 39 años (026)",33,108,103,1,95.4,0.9,
"De 40 a 44 años (027)",27,118,101,2,85.6,1.7,
"De 45 a 49 años (028)",33,177,165,,93.2,,
"De 50 y más años (029)",124,632,485,,76.7,,
"Casado(a) (030)",5968,31087,26828,324,86.3,1,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",55,46,46,11,100,23.9,
"De 20 a 24 años (033)",236,401,392,43,97.8,10.7,
"De 25 a 29 años (034)",496,1289,1244,68,96.5,5.3,
"De 30 a 34 años (035)",634,2211,2110,76,95.4,3.4,
"De 35 a 39 años (036)",757,3265,3068,82,94,2.5,
"De 40 a 44 años (037)",716,3842,3550,37,92.4,1,
