"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TOCACHE (000)",16327,15783,71,3433,3356,2735,3681,1730,620,157,544,52520
"De 12 a 14 años (001)",37,21,,19,2,,,,,,16,23
"De 15 a 19 años (002)",833,751,12,642,84,11,2,,,,82,851
"De 20 a 24 años (003)",2118,1919,12,1132,602,139,30,4,,,199,2900
"De 25 a 29 años (004)",2181,2068,5,709,751,386,207,9,1,,113,4298
"De 30 a 34 años (005)",2097,2048,11,342,644,514,447,80,10,,49,5684
"De 35 a 39 años (006)",2269,2246,5,213,488,573,730,197,37,3,23,7727
"De 40 a 44 años (007)",2051,2036,6,145,352,409,722,325,72,5,15,8005
"De 45 a 49 años (008)",1474,1464,4,62,184,286,513,301,99,15,10,6459
"De 50 y más años (009)",3267,3230,16,169,249,417,1030,814,401,134,37,16573
"Sin nivel (010)",2522,2484,15,172,260,371,812,571,227,56,38,11587
"De 15 a 19 años (012)",22,18,2,14,2,,,,,,4,18
"De 20 a 24 años (013)",77,71,,31,22,7,8,3,,,6,148
"De 25 a 29 años (014)",115,111,,16,35,32,25,2,1,,4,309
"De 30 a 34 años (015)",209,202,1,13,40,49,77,18,4,,7,719
"De 35 a 39 años (016)",262,261,1,13,24,50,115,45,13,,1,1118
"De 40 a 44 años (017)",325,324,1,8,28,51,122,93,20,1,1,1542
"De 45 a 49 años (018)",309,305,1,7,22,31,103,91,43,7,4,1622
"De 50 y más años (019)",1203,1192,9,70,87,151,362,319,146,48,11,6111
"Educacion Inicial (020)",24,23,,1,5,4,12,1,,,1,81
"De 20 a 24 años (023)",1,,,,,,,,,,1,
"De 25 a 29 años (024)",7,7,,,1,2,4,,,,,25
