"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SULLANA (000)",92859,23071,20501,40578,2051,4595,2063
"Agric., ganadería, caza y silvicultura (001)",24264,209,10059,10298,922,2776,
"Pesca (002)",382,26,285,67,4,,
"Explotación de minas y canteras (003)",297,66,123,105,3,,
"Industrias manufactureras (004)",6711,529,3057,2885,128,112,
"Suministro de electricidad, gas y agua (005)",242,95,127,19,,1,
"Construcción (006)",4328,190,2785,1247,65,41,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",21416,4519,848,14245,532,1272,
"Venta, mant.y rep. veh.autom y motoc. (008)",2013,206,532,1139,118,18,
"Comercio al por mayor (009)",1190,500,149,463,30,48,
"Comercio al por menor (010)",18213,3813,167,12643,384,1206,
"Hoteles y restaurantes (011)",3823,1271,189,2139,116,108,
"Trans., almac. y comunicaciones (012)",9265,1669,1155,6270,92,79,
"Intermediación financiera (013)",369,337,3,24,5,,
"Activid.inmobil., empres. y alquileres (014)",3631,2545,365,636,61,24,
"Admin.pub. y defensa; p. segur soc.afil (015)",2489,2253,236,,,,
"Enseñanza (016)",6284,5810,5,424,31,14,
"Servicios sociales y de salud (017)",1550,1362,11,156,19,2,
"Otras activ. serv.comun.soc y personales (018)",3335,1234,728,1325,24,24,
"Hogares privados con servicio doméstico (019)",2063,,,,,,2063
"Actividad economica no especificada (021)",2410,956,525,738,49,142,
"Hombres (022)",67873,12948,18779,31251,1680,3122,93
"Agric., ganadería, caza y silvicultura (023)",23064,173,9471,10005,879,2536,
"Pesca (024)",344,20,255,65,4,,
"Explotación de minas y canteras (025)",286,59,122,102,3,,
"Industrias manufactureras (026)",5295,387,2510,2219,109,70,
"Suministro de electricidad, gas y agua (027)",222,79,124,18,,1,
"Construcción (028)",4241,175,2734,1229,64,39,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",13198,2638,817,9060,377,306,
"Venta, mant.y rep. veh.autom y motoc. (030)",1909,153,526,1109,111,10,
"Comercio al por mayor (031)",824,328,138,323,25,10,
"Comercio al por menor (032)",10465,2157,153,7628,241,286,
"Hoteles y restaurantes (033)",1147,509,86,484,48,20,
"Trans., almac. y comunicaciones (034)",8957,1492,1128,6176,87,74,
"Intermediación financiera (035)",209,198,2,5,4,,
"Activid.inmobil., empres. y alquileres (036)",2754,1860,328,511,41,14,
"Admin.pub. y defensa; p. segur soc.afil (037)",1879,1699,180,,,,
"Enseñanza (038)",2195,2023,4,153,11,4,
"Servicios sociales y de salud (039)",560,452,9,89,10,,
"Otras activ. serv.comun.soc y personales (040)",2211,768,657,760,15,11,
"Hogares privados con servicio doméstico (041)",93,,,,,,93
"Actividad economica no especificada (043)",1218,416,352,375,28,47,
"Mujeres (044)",24986,10123,1722,9327,371,1473,1970
"Agric., ganadería, caza y silvicultura (045)",1200,36,588,293,43,240,
"Pesca (046)",38,6,30,2,,,
"Explotación de minas y canteras (047)",11,7,1,3,,,
"Industrias manufactureras (048)",1416,142,547,666,19,42,
"Suministro de electricidad, gas y agua (049)",20,16,3,1,,,
"Construcción (050)",87,15,51,18,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",8218,1881,31,5185,155,966,
"Venta, mant.y rep. veh.autom y motoc. (052)",104,53,6,30,7,8,
"Comercio al por mayor (053)",366,172,11,140,5,38,
"Comercio al por menor (054)",7748,1656,14,5015,143,920,
"Hoteles y restaurantes (055)",2676,762,103,1655,68,88,
"Trans., almac. y comunicaciones (056)",308,177,27,94,5,5,
"Intermediación financiera (057)",160,139,1,19,1,,
"Activid.inmobil., empres. y alquileres (058)",877,685,37,125,20,10,
"Admin.pub. y defensa; p. segur soc.afil (059)",610,554,56,,,,
"Enseñanza (060)",4089,3787,1,271,20,10,
"Servicios sociales y de salud (061)",990,910,2,67,9,2,
"Otras activ. serv.comun.soc y personales (062)",1124,466,71,565,9,13,
"Hogares privados con servicio doméstico (063)",1970,,,,,,1970
"Actividad economica no especificada (065)",1192,540,173,363,21,95,
,,,,,,,
"URBANA (066)",84396,22672,17159,37241,1891,3486,1947
"Agric., ganadería, caza y silvicultura (067)",17630,186,7264,7682,782,1716,
"Pesca (068)",293,25,206,58,4,,
"Explotación de minas y canteras (069)",267,63,110,91,3,,
"Industrias manufactureras (070)",6562,518,2971,2837,127,109,
"Suministro de electricidad, gas y agua (071)",227,93,115,18,,1,
"Construcción (072)",4259,190,2739,1226,64,40,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",20996,4462,819,13947,521,1247,
"Venta, mant.y rep. veh.autom y motoc. (074)",1985,203,519,1130,115,18,
"Comercio al por mayor (075)",1148,482,139,451,29,47,
"Comercio al por menor (076)",17863,3777,161,12366,377,1182,
"Hoteles y restaurantes (077)",3728,1260,180,2072,114,102,
"Trans., almac. y comunicaciones (078)",9065,1643,1111,6141,92,78,
"Intermediación financiera (079)",367,335,3,24,5,,
"Activid.inmobil., empres. y alquileres (080)",3552,2497,341,629,61,24,
"Admin.pub. y defensa; p. segur soc.afil (081)",2416,2184,232,,,,
"Enseñanza (082)",6189,5724,5,416,30,14,
"Servicios sociales y de salud (083)",1523,1345,11,148,17,2,
"Otras activ. serv.comun.soc y personales (084)",3225,1211,680,1288,24,22,
"Hogares privados con servicio doméstico (085)",1947,,,,,,1947
"Actividad economica no especificada (087)",2150,936,372,664,47,131,
"Hombres (088)",60386,12684,15684,28240,1537,2158,83
"Agric., ganadería, caza y silvicultura (089)",16818,152,6868,7461,747,1590,
"Pesca (090)",259,19,180,56,4,,
"Explotación de minas y canteras (091)",259,57,109,90,3,,
"Industrias manufactureras (092)",5181,379,2443,2182,108,69,
"Suministro de electricidad, gas y agua (093)",207,77,112,17,,1,
"Construcción (094)",4176,175,2691,1209,63,38,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",12945,2605,788,8884,369,299,
"Venta, mant.y rep. veh.autom y motoc. (096)",1881,150,513,1100,108,10,
"Comercio al por mayor (097)",789,313,128,314,24,10,
"Comercio al por menor (098)",10275,2142,147,7470,237,279,
"Hoteles y restaurantes (099)",1136,509,83,477,47,20,
"Trans., almac. y comunicaciones (100)",8760,1468,1084,6048,87,73,
"Intermediación financiera (101)",208,197,2,5,4,,
"Activid.inmobil., empres. y alquileres (102)",2685,1817,308,505,41,14,
"Admin.pub. y defensa; p. segur soc.afil (103)",1813,1635,178,,,,
"Enseñanza (104)",2159,1988,4,152,11,4,
"Servicios sociales y de salud (105)",553,448,9,86,10,,
"Otras activ. serv.comun.soc y personales (106)",2127,754,610,739,15,9,
"Hogares privados con servicio doméstico (107)",83,,,,,,83
"Actividad economica no especificada (109)",1017,404,215,329,28,41,
"Mujeres (110)",24010,9988,1475,9001,354,1328,1864
"Agric., ganadería, caza y silvicultura (111)",812,34,396,221,35,126,
"Pesca (112)",34,6,26,2,,,
"Explotación de minas y canteras (113)",8,6,1,1,,,
