"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",4,11,10,,90.9,,
"De 50 y más años (039)",9,32,26,,81.3,,
"No PEA (040)",8358,25107,21868,400,87.1,1.6,
"De 12 a 14 años (041)",1382,5,5,,100,,
"De 15 a 19 años (042)",1308,172,165,40,95.9,23.3,
"De 20 a 24 años (043)",776,828,800,99,96.6,12,
"De 25 a 29 años (044)",532,1114,1083,69,97.2,6.2,
"De 30 a 34 años (045)",599,1942,1834,81,94.4,4.2,
"De 35 a 39 años (046)",604,2549,2378,65,93.3,2.6,
"De 40 a 44 años (047)",525,2753,2527,37,91.8,1.3,
"De 45 a 49 años (048)",486,2828,2512,9,88.8,0.3,
"De 50 y más años (049)",2146,12916,10564,,81.8,,
,,,,,,,
"URBANA (060)",3006,7729,7132,123,92.3,1.6,
"De 12 a 14 años (061)",330,1,1,,100,,
"De 15 a 19 años (062)",397,45,44,13,97.8,28.9,
"De 20 a 24 años (063)",330,254,242,30,95.3,11.8,
"De 25 a 29 años (064)",246,345,338,21,98,6.1,
"De 30 a 34 años (065)",285,598,577,22,96.5,3.7,
"De 35 a 39 años (066)",284,898,873,29,97.2,3.2,
"De 40 a 44 años (067)",252,990,963,8,97.3,0.8,
"De 45 a 49 años (068)",197,898,859,,95.7,,
"De 50 y más años (069)",685,3700,3235,,87.4,,
"PEA (070)",1090,2971,2813,45,94.7,1.5,
"De 12 a 14 años (071)",9,,,,,,
"De 15 a 19 años (072)",60,12,12,4,100,33.3,
"De 20 a 24 años (073)",136,90,89,11,98.9,12.2,
"De 25 a 29 años (074)",117,127,121,4,95.3,3.1,
"De 30 a 34 años (075)",160,275,271,8,98.5,2.9,
"De 35 a 39 años (076)",153,442,427,14,96.6,3.2,
"De 40 a 44 años (077)",159,600,587,4,97.8,0.7,
"De 45 a 49 años (078)",105,431,411,,95.4,,
"De 50 y más años (079)",191,994,895,,90,,
"Ocupada (080)",1051,2906,2752,43,94.7,1.5,
"De 12 a 14 años (081)",9,,,,,,
"De 15 a 19 años (082)",56,12,12,4,100,33.3,
"De 20 a 24 años (083)",128,86,86,11,100,12.8,
"De 25 a 29 años (084)",108,120,114,3,95,2.5,
"De 30 a 34 años (085)",157,272,268,8,98.5,2.9,
"De 35 a 39 años (086)",146,421,407,13,96.7,3.1,
"De 40 a 44 años (087)",155,582,571,4,98.1,0.7,
"De 45 a 49 años (088)",103,426,406,,95.3,,
"De 50 y más años (089)",189,987,888,,90,,
"Desocupada (090)",39,65,61,2,93.8,3.1,
"De 15 a 19 años (092)",4,,,,,,
"De 20 a 24 años (093)",8,4,3,,75,,
"De 25 a 29 años (094)",9,7,7,1,100,14.3,
"De 30 a 34 años (095)",3,3,3,,100,,
"De 35 a 39 años (096)",7,21,20,1,95.2,4.8,
"De 40 a 44 años (097)",4,18,16,,88.9,,
"De 45 a 49 años (098)",2,5,5,,100,,
"De 50 y más años (099)",2,7,7,,100,,
"No PEA (100)",1916,4758,4319,78,90.8,1.6,
"De 12 a 14 años (101)",321,1,1,,100,,
"De 15 a 19 años (102)",337,33,32,9,97,27.3,
"De 20 a 24 años (103)",194,164,153,19,93.3,11.6,
"De 25 a 29 años (104)",129,218,217,17,99.5,7.8,
"De 30 a 34 años (105)",125,323,306,14,94.7,4.3,
"De 35 a 39 años (106)",131,456,446,15,97.8,3.3,
"De 40 a 44 años (107)",93,390,376,4,96.4,1,
"De 45 a 49 años (108)",92,467,448,,95.9,,
"De 50 y más años (109)",494,2706,2340,,86.5,,
,,,,,,,
"RURAL (120)",8027,25896,22622,420,87.4,1.6,
"De 12 a 14 años (121)",1081,4,4,,100,,
"De 15 a 19 años (122)",1093,162,155,35,95.7,21.6,
"De 20 a 24 años (123)",806,880,862,115,98,13.1,
"De 25 a 29 años (124)",562,1158,1124,66,97.1,5.7,
"De 30 a 34 años (125)",639,2109,2002,86,94.9,4.1,
"De 35 a 39 años (126)",625,2690,2501,67,93,2.5,
"De 40 a 44 años (127)",612,3225,2954,41,91.6,1.3,
"De 45 a 49 años (128)",525,3131,2772,10,88.5,0.3,
"De 50 y más años (129)",2084,12537,10248,,81.7,,
"PEA (130)",1585,5547,5073,98,91.5,1.8,
"De 12 a 14 años (131)",20,,,,,,
"De 15 a 19 años (132)",122,23,22,4,95.7,17.4,
"De 20 a 24 años (133)",224,216,215,35,99.5,16.2,
"De 25 a 29 años (134)",159,262,258,14,98.5,5.3,
"De 30 a 34 años (135)",165,490,474,19,96.7,3.9,
"De 35 a 39 años (136)",152,597,569,17,95.3,2.8,
"De 40 a 44 años (137)",180,862,803,8,93.2,0.9,
"De 45 a 49 años (138)",131,770,708,1,91.9,0.1,
"De 50 y más años (139)",432,2327,2024,,87,,
"Ocupada (140)",1539,5479,5016,98,91.5,1.8,
"De 12 a 14 años (141)",16,,,,,,
"De 15 a 19 años (142)",110,22,21,4,95.5,18.2,
"De 20 a 24 años (143)",213,212,211,35,99.5,16.5,
"De 25 a 29 años (144)",157,259,255,14,98.5,5.4,
"De 30 a 34 años (145)",163,489,473,19,96.7,3.9,
"De 35 a 39 años (146)",149,591,563,17,95.3,2.9,
"De 40 a 44 años (147)",177,840,785,8,93.5,1,
"De 45 a 49 años (148)",129,764,703,1,92,0.1,
"De 50 y más años (149)",425,2302,2005,,87.1,,
"Desocupada (150)",46,68,57,,83.8,,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",12,1,1,,100,,
"De 20 a 24 años (153)",11,4,4,,100,,
"De 25 a 29 años (154)",2,3,3,,100,,
"De 30 a 34 años (155)",2,1,1,,100,,
"De 35 a 39 años (156)",3,6,6,,100,,
"De 40 a 44 años (157)",3,22,18,,81.8,,
"De 45 a 49 años (158)",2,6,5,,83.3,,
"De 50 y más años (159)",7,25,19,,76,,
"No PEA (160)",6442,20349,17549,322,86.2,1.6,
"De 12 a 14 años (161)",1061,4,4,,100,,
"De 15 a 19 años (162)",971,139,133,31,95.7,22.3,
"De 20 a 24 años (163)",582,664,647,80,97.4,12,
"De 25 a 29 años (164)",403,896,866,52,96.7,5.8,
"De 30 a 34 años (165)",474,1619,1528,67,94.4,4.1,
"De 35 a 39 años (166)",473,2093,1932,50,92.3,2.4,
"De 40 a 44 años (167)",432,2363,2151,33,91,1.4,
"De 45 a 49 años (168)",394,2361,2064,9,87.4,0.4,
"De 50 y más años (169)",1652,10210,8224,,80.5,,
