"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MANU (000)",6134,5849,1734,1167,977,702,738,339,125,67,285,12446
"De 12 a 14 años (001)",477,474,471,3,,,,,,,3,3
"De 15 a 19 años (002)",964,918,694,195,21,7,1,,,,46,262
"De 20 a 24 años (003)",1241,1147,323,518,234,62,9,1,,,94,1218
"De 25 a 29 años (004)",922,857,112,241,277,158,61,7,1,,65,1582
"De 30 a 34 años (005)",751,717,46,105,202,183,141,34,6,,34,1935
"De 35 a 39 años (006)",603,589,32,49,112,137,173,65,16,5,14,2050
"De 40 a 44 años (007)",437,434,17,22,62,70,157,72,23,11,3,1816
"De 45 a 49 años (008)",294,287,8,15,34,38,89,63,26,14,7,1372
"De 50 y más años (009)",445,426,31,19,35,47,107,97,53,37,19,2208
"Sin nivel (010)",603,586,42,43,67,86,147,115,53,33,17,2631
"De 12 a 14 años (011)",7,7,6,1,,,,,,,,1
"De 15 a 19 años (012)",14,13,8,3,1,1,,,,,1,8
"De 20 a 24 años (013)",28,25,1,8,11,4,1,,,,3,47
"De 25 a 29 años (014)",21,21,1,3,6,7,3,1,,,,55
"De 30 a 34 años (015)",97,94,,9,21,24,24,12,4,,3,337
"De 35 a 39 años (016)",80,79,3,3,9,12,30,13,5,4,1,357
"De 40 a 44 años (017)",74,73,5,4,2,11,23,18,5,5,1,348
"De 45 a 49 años (018)",77,77,3,5,5,7,20,23,8,6,,403
"De 50 y más años (019)",205,197,15,7,12,20,46,48,31,18,8,1075
"Educacion Inicial (020)",46,46,15,5,12,8,3,2,1,,,86
"De 12 a 14 años (021)",10,10,10,,,,,,,,,
"De 15 a 19 años (022)",3,3,2,1,,,,,,,,1
"De 20 a 24 años (023)",9,9,2,1,4,1,1,,,,,16
