"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONDORCANQUI (000)",12245,37743,34003,,1416,90.1,3.8
"De 12 a 14 años (001)",1769,13,12,,4,92.3,30.8
"De 15 a 19 años (002)",2324,1030,1004,251,97.5,24.4,
"De 20 a 24 años (003)",1818,3428,3311,362,96.6,10.6,
"De 25 a 29 años (004)",1643,5374,5108,352,95.1,6.6,
"De 30 a 34 años (005)",1164,5399,5068,224,93.9,4.1,
"De 35 a 39 años (006)",1107,6528,5964,157,91.4,2.4,
"De 40 a 44 años (007)",678,4336,3906,58,90.1,1.3,
"De 45 a 49 años (008)",557,3809,3315,8,87,0.2,
"De 50 y más años (009)",1185,7826,6315,,80.7,,
"Conviviente (010)",7154,29819,27210,1267,91.3,4.2,
"De 12 a 14 años (011)",45,10,9,2,90,20,
"De 15 a 19 años (012)",946,849,829,208,97.6,24.5,
"De 20 a 24 años (013)",1398,3046,2942,320,96.6,10.5,
"De 25 a 29 años (014)",1349,4870,4621,327,94.9,6.7,
"De 30 a 34 años (015)",976,4883,4576,209,93.7,4.3,
"De 35 a 39 años (016)",917,5716,5206,145,91.1,2.5,
"De 40 a 44 años (017)",516,3453,3116,48,90.2,1.4,
"De 45 a 49 años (018)",423,3007,2629,8,87.4,0.3,
"De 50 y más años (019)",584,3985,3282,,82.4,,
"Separado(a) (020)",584,1790,1584,72,88.5,4,
"De 12 a 14 años (021)",2,1,1,1,100,100,
"De 15 a 19 años (022)",114,105,102,22,97.1,21,
"De 20 a 24 años (023)",117,199,190,26,95.5,13.1,
"De 25 a 29 años (024)",98,242,234,13,96.7,5.4,
"De 30 a 34 años (025)",57,187,179,5,95.7,2.7,
"De 35 a 39 años (026)",56,254,238,3,93.7,1.2,
"De 40 a 44 años (027)",34,168,140,2,83.3,1.2,
"De 45 a 49 años (028)",33,185,147,,79.5,,
"De 50 y más años (029)",73,449,353,,78.6,,
"Casado(a) (030)",508,2472,2232,36,90.3,1.5,
"De 15 a 19 años (032)",18,18,18,6,100,33.3,
"De 20 a 24 años (033)",41,71,69,6,97.2,8.5,
"De 25 a 29 años (034)",54,112,109,5,97.3,4.5,
"De 30 a 34 años (035)",78,239,227,6,95,2.5,
"De 35 a 39 años (036)",89,432,401,8,92.8,1.9,
"De 40 a 44 años (037)",67,417,387,5,92.8,1.2,
