"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CHANCHAMAYO (000)",65002,71,3572,1876,1372,7247,17829,3163,5380,20323,313,2104,1752
"Agric., ganadería, caza y silvicultura (001)",31862,,50,75,12,,17815,1,20,13889,,,
"Pesca (002)",29,,,,,,14,,,15,,,
"Explotación de minas y canteras (003)",914,,84,78,33,5,,461,69,184,,,
"Industrias manufactureras (004)",2185,4,31,78,34,12,,1584,357,85,,,
"Suministro de electricidad, gas y agua (005)",115,,10,19,19,,,20,8,39,,,
"Construcción (006)",1978,1,57,70,12,,,157,1192,489,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",8407,3,104,361,43,5289,,889,82,1636,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1110,1,16,57,8,176,,760,53,39,,,
"Comercio al por mayor (009)",347,1,20,56,17,222,,,7,24,,,
"Comercio al por menor (010)",6950,1,68,248,18,4891,,129,22,1573,,,
"Hoteles y restaurantes (011)",2988,1,46,154,65,1449,,5,1,1267,,,
"Trans., almac. y comunicaciones (012)",4257,2,30,82,132,28,,9,3494,480,,,
"Intermediación financiera (013)",129,1,20,20,81,,,,,7,,,
"Activid.inmobil., empres. y alquileres (014)",1502,2,332,366,294,184,,20,70,234,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1289,30,94,62,426,45,,8,74,237,313,,
"Enseñanza (016)",2408,26,2295,20,45,,,,1,21,,,
"Servicios sociales y de salud (017)",719,1,315,270,56,29,,2,5,41,,,
"Otras activ. serv.comun.soc y personales (018)",1065,,101,204,62,204,,7,6,481,,,
"Hogares privados con servicio doméstico (019)",1209,,,,,2,,,,1207,,,
"Actividad economica no especificada (021)",2194,,3,17,58,,,,1,11,,2104,
"Desocupado (022)",1752,,,,,,,,,,,,1752
"Hombres (023)",47205,52,1798,1204,640,2809,16516,2810,5179,13938,296,836,1127
"Agric., ganadería, caza y silvicultura (024)",27888,,43,66,7,,16503,1,19,11249,,,
"Pesca (025)",26,,,,,,13,,,13,,,
"Explotación de minas y canteras (026)",896,,78,77,31,4,,458,69,179,,,
"Industrias manufactureras (027)",1711,4,24,50,21,5,,1276,270,61,,,
"Suministro de electricidad, gas y agua (028)",104,,10,17,13,,,20,8,36,,,
"Construcción (029)",1896,1,48,66,6,,,156,1162,457,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",4158,1,60,235,18,2187,,857,78,722,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",993,1,15,46,2,112,,736,50,31,,,
"Comercio al por mayor (032)",215,,16,39,9,123,,,6,22,,,
"Comercio al por menor (033)",2950,,29,150,7,1952,,121,22,669,,,
"Hoteles y restaurantes (034)",750,1,29,65,29,327,,3,1,295,,,
"Trans., almac. y comunicaciones (035)",3970,1,21,55,68,16,,8,3444,357,,,
"Intermediación financiera (036)",71,1,14,9,41,,,,,6,,,
"Activid.inmobil., empres. y alquileres (037)",1039,1,249,253,100,183,,20,67,166,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",900,24,67,42,242,38,,7,48,136,296,,
"Enseñanza (039)",1001,18,940,10,19,,,,1,13,,,
"Servicios sociales y de salud (040)",262,,127,89,19,7,,1,5,14,,,
"Otras activ. serv.comun.soc y personales (041)",466,,87,162,20,42,,3,6,146,,,
"Hogares privados con servicio doméstico (042)",77,,,,,,,,,77,,,
"Actividad economica no especificada (044)",863,,1,8,6,,,,1,11,,836,
"Desocupado (045)",1127,,,,,,,,,,,,1127
"Mujeres (046)",17797,19,1774,672,732,4438,1313,353,201,6385,17,1268,625
"Agric., ganadería, caza y silvicultura (047)",3974,,7,9,5,,1312,,1,2640,,,
"Pesca (048)",3,,,,,,1,,,2,,,
"Explotación de minas y canteras (049)",18,,6,1,2,1,,3,,5,,,
"Industrias manufactureras (050)",474,,7,28,13,7,,308,87,24,,,
"Suministro de electricidad, gas y agua (051)",11,,,2,6,,,,,3,,,
"Construcción (052)",82,,9,4,6,,,1,30,32,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",4249,2,44,126,25,3102,,32,4,914,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",117,,1,11,6,64,,24,3,8,,,
"Comercio al por mayor (055)",132,1,4,17,8,99,,,1,2,,,
"Comercio al por menor (056)",4000,1,39,98,11,2939,,8,,904,,,
"Hoteles y restaurantes (057)",2238,,17,89,36,1122,,2,,972,,,
"Trans., almac. y comunicaciones (058)",287,1,9,27,64,12,,1,50,123,,,
"Intermediación financiera (059)",58,,6,11,40,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",463,1,83,113,194,1,,,3,68,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",389,6,27,20,184,7,,1,26,101,17,,
"Enseñanza (062)",1407,8,1355,10,26,,,,,8,,,
"Servicios sociales y de salud (063)",457,1,188,181,37,22,,1,,27,,,
"Otras activ. serv.comun.soc y personales (064)",599,,14,42,42,162,,4,,335,,,
"Hogares privados con servicio doméstico (065)",1132,,,,,2,,,,1130,,,
"Actividad economica no especificada (067)",1331,,2,9,52,,,,,,,1268,
"Desocupado (068)",625,,,,,,,,,,,,625
,,,,,,,,,,,,,
"URBANA (069)",36807,62,3117,1626,1262,6320,4868,2722,4549,9250,308,1323,1400
"Agric., ganadería, caza y silvicultura (070)",8666,,35,49,11,,4856,,12,3703,,,
"Pesca (071)",25,,,,,,12,,,13,,,
"Explotación de minas y canteras (072)",496,,29,34,13,3,,271,43,103,,,
"Industrias manufactureras (073)",1942,4,28,69,33,11,,1424,299,74,,,
"Suministro de electricidad, gas y agua (074)",87,,8,17,16,,,15,8,23,,,
"Construcción (075)",1745,1,54,61,10,,,134,1053,432,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",7554,3,102,332,41,4673,,837,72,1494,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1034,1,15,49,8,163,,715,46,37,,,
"Comercio al por mayor (078)",322,1,20,52,17,202,,,6,24,,,
"Comercio al por menor (079)",6198,1,67,231,16,4308,,122,20,1433,,,
"Hoteles y restaurantes (080)",2603,1,38,144,62,1195,,5,1,1157,,,
"Trans., almac. y comunicaciones (081)",3656,2,29,78,126,26,,9,2944,442,,,
"Intermediación financiera (082)",125,1,20,18,79,,,,,7,,,
"Activid.inmobil., empres. y alquileres (083)",1304,2,313,322,268,148,,11,39,201,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1189,23,92,53,398,39,,7,67,202,308,,
"Enseñanza (085)",2084,24,1978,18,43,,,,,21,,,
"Servicios sociales y de salud (086)",636,1,289,228,52,27,,2,4,33,,,
"Otras activ. serv.comun.soc y personales (087)",994,,99,190,58,196,,7,6,438,,,
"Hogares privados con servicio doméstico (088)",900,,,,,2,,,,898,,,
"Actividad economica no especificada (090)",1401,,3,13,52,,,,1,9,,1323,
"Desocupado (091)",1400,,,,,,,,,,,,1400
"Hombres (092)",24051,46,1554,1035,578,2532,4374,2395,4404,5309,292,645,887
"Agric., ganadería, caza y silvicultura (093)",7438,,30,43,7,,4362,,11,2985,,,
"Pesca (094)",24,,,,,,12,,,12,,,
"Explotación de minas y canteras (095)",487,,26,33,12,2,,270,43,101,,,
"Industrias manufactureras (096)",1545,4,23,48,20,4,,1140,253,53,,,
"Suministro de electricidad, gas y agua (097)",76,,8,15,10,,,15,8,20,,,
"Construcción (098)",1672,1,45,58,5,,,133,1027,403,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",3837,1,58,218,18,1992,,805,69,676,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",926,1,14,38,2,107,,691,43,30,,,
"Comercio al por mayor (101)",201,,16,35,9,113,,,6,22,,,
"Comercio al por menor (102)",2710,,28,145,7,1772,,114,20,624,,,
"Hoteles y restaurantes (103)",677,1,24,60,27,292,,3,1,269,,,
"Trans., almac. y comunicaciones (104)",3389,1,21,52,63,15,,8,2900,329,,,
"Intermediación financiera (105)",69,1,14,8,40,,,,,6,,,
"Activid.inmobil., empres. y alquileres (106)",887,1,236,223,91,147,,11,36,142,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",832,19,66,38,226,32,,6,45,108,292,,
"Enseñanza (108)",851,17,794,9,18,,,,,13,,,
"Servicios sociales y de salud (109)",235,,122,74,18,6,,1,4,10,,,
"Otras activ. serv.comun.soc y personales (110)",436,,86,149,17,42,,3,6,133,,,
"Hogares privados con servicio doméstico (111)",40,,,,,,,,,40,,,
"Actividad economica no especificada (113)",669,,1,7,6,,,,1,9,,645,
"Desocupado (114)",887,,,,,,,,,,,,887
"Mujeres (115)",12756,16,1563,591,684,3788,494,327,145,3941,16,678,513
"Agric., ganadería, caza y silvicultura (116)",1228,,5,6,4,,494,,1,718,,,
"Pesca (117)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (118)",9,,3,1,1,1,,1,,2,,,
"Industrias manufactureras (119)",397,,5,21,13,7,,284,46,21,,,
"Suministro de electricidad, gas y agua (120)",11,,,2,6,,,,,3,,,
"Construcción (121)",73,,9,3,5,,,1,26,29,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",3717,2,44,114,23,2681,,32,3,818,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",108,,1,11,6,56,,24,3,7,,,
"Comercio al por mayor (124)",121,1,4,17,8,89,,,,2,,,
"Comercio al por menor (125)",3488,1,39,86,9,2536,,8,,809,,,
"Hoteles y restaurantes (126)",1926,,14,84,35,903,,2,,888,,,
"Trans., almac. y comunicaciones (127)",267,1,8,26,63,11,,1,44,113,,,
"Intermediación financiera (128)",56,,6,10,39,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",417,1,77,99,177,1,,,3,59,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",357,4,26,15,172,7,,1,22,94,16,,
"Enseñanza (131)",1233,7,1184,9,25,,,,,8,,,
"Servicios sociales y de salud (132)",401,1,167,154,34,21,,1,,23,,,
"Otras activ. serv.comun.soc y personales (133)",558,,13,41,41,154,,4,,305,,,
"Hogares privados con servicio doméstico (134)",860,,,,,2,,,,858,,,
"Actividad economica no especificada (136)",732,,2,6,46,,,,,,,678,
"Desocupado (137)",513,,,,,,,,,,,,513
