"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia LUCANAS (000)",23265,69,2150,508,422,2246,7141,2409,931,6594,59,736
"Agric., ganadería, caza y silvicultura (001)",11553,,14,23,,,7137,6,18,4355,,
"Pesca (002)",5,,1,,,,4,,,,,
"Explotación de minas y canteras (003)",2624,,21,27,18,7,,1809,21,721,,
"Industrias manufactureras (004)",515,,8,13,5,4,,461,21,3,,
"Suministro de electricidad, gas y agua (005)",32,,,2,2,,,4,1,23,,
"Construcción (006)",586,,23,23,5,,,20,287,228,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2378,,13,31,4,1818,,98,11,403,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",103,,3,1,,26,,66,5,2,,
"Comercio al por mayor (009)",85,,5,1,2,74,,,3,,,
"Comercio al por menor (010)",2190,,5,29,2,1718,,32,3,401,,
"Hoteles y restaurantes (011)",571,,1,13,6,340,,1,,210,,
"Trans., almac. y comunicaciones (012)",661,,3,22,22,5,,2,543,64,,
"Intermediación financiera (013)",30,,4,6,19,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",237,,83,57,31,25,,1,5,35,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",459,53,22,14,154,5,,3,14,135,59,
"Enseñanza (016)",1932,15,1817,8,54,,,,,38,,
"Servicios sociales y de salud (017)",399,,124,186,30,15,,3,8,33,,
"Otras activ. serv.comun.soc y personales (018)",198,1,10,74,10,27,,1,2,73,,
"Hogares privados con servicio doméstico (019)",271,,,,,,,,,271,,
"Actividad economica no especificada (021)",814,,6,9,62,,,,,1,,736
"Hombres (022)",15883,52,1108,342,258,794,5757,2179,914,4035,59,385
"Agric., ganadería, caza y silvicultura (023)",8395,,13,21,,,5753,2,16,2590,,
"Pesca (024)",5,,1,,,,4,,,,,
"Explotación de minas y canteras (025)",2489,,19,23,17,2,,1709,21,698,,
"Industrias manufactureras (026)",384,,7,9,4,2,,342,19,1,,
"Suministro de electricidad, gas y agua (027)",27,,,2,2,,,4,1,18,,
"Construcción (028)",566,,21,22,3,,,18,281,221,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1005,,9,25,1,697,,94,11,168,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",92,,3,1,,18,,63,5,2,,
"Comercio al por mayor (031)",48,,4,1,1,39,,,3,,,
"Comercio al por menor (032)",865,,2,23,,640,,31,3,166,,
"Hoteles y restaurantes (033)",95,,1,6,3,55,,,,30,,
"Trans., almac. y comunicaciones (034)",630,,3,16,13,3,,2,537,56,,
"Intermediación financiera (035)",18,,3,3,12,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",188,,70,44,13,25,,1,4,31,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",369,43,21,13,104,1,,3,14,111,59,
"Enseñanza (038)",961,8,879,7,32,,,,,35,,
"Servicios sociales y de salud (039)",170,,49,80,18,5,,3,8,7,,
"Otras activ. serv.comun.soc y personales (040)",123,1,8,64,6,4,,1,2,37,,
"Hogares privados con servicio doméstico (041)",31,,,,,,,,,31,,
"Actividad economica no especificada (043)",427,,4,7,30,,,,,1,,385
"Mujeres (044)",7382,17,1042,166,164,1452,1384,230,17,2559,,351
"Agric., ganadería, caza y silvicultura (045)",3158,,1,2,,,1384,4,2,1765,,
"Explotación de minas y canteras (047)",135,,2,4,1,5,,100,,23,,
"Industrias manufactureras (048)",131,,1,4,1,2,,119,2,2,,
"Suministro de electricidad, gas y agua (049)",5,,,,,,,,,5,,
"Construcción (050)",20,,2,1,2,,,2,6,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1373,,4,6,3,1121,,4,,235,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",11,,,,,8,,3,,,,
"Comercio al por mayor (053)",37,,1,,1,35,,,,,,
"Comercio al por menor (054)",1325,,3,6,2,1078,,1,,235,,
"Hoteles y restaurantes (055)",476,,,7,3,285,,1,,180,,
"Trans., almac. y comunicaciones (056)",31,,,6,9,2,,,6,8,,
"Intermediación financiera (057)",12,,1,3,7,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",49,,13,13,18,,,,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",90,10,1,1,50,4,,,,24,,
"Enseñanza (060)",971,7,938,1,22,,,,,3,,
"Servicios sociales y de salud (061)",229,,75,106,12,10,,,,26,,
"Otras activ. serv.comun.soc y personales (062)",75,,2,10,4,23,,,,36,,
"Hogares privados con servicio doméstico (063)",240,,,,,,,,,240,,
"Actividad economica no especificada (065)",387,,2,2,32,,,,,,,351
,,,,,,,,,,,,
"URBANA (066)",13728,64,1800,406,370,1816,3553,822,751,3655,59,432
"Agric., ganadería, caza y silvicultura (067)",5853,,13,16,,,3550,1,12,2261,,
"Pesca (068)",4,,1,,,,3,,,,,
"Explotación de minas y canteras (069)",489,,6,3,3,3,,309,4,161,,
"Industrias manufactureras (070)",443,,8,10,5,4,,397,17,2,,
"Suministro de electricidad, gas y agua (071)",11,,,2,2,,,4,,3,,
"Construcción (072)",474,,19,18,4,,,18,238,177,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1982,,11,28,4,1491,,85,11,352,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",90,,2,1,,25,,55,5,2,,
"Comercio al por mayor (075)",79,,5,1,2,68,,,3,,,
"Comercio al por menor (076)",1813,,4,26,2,1398,,30,3,350,,
"Hoteles y restaurantes (077)",456,,1,13,6,250,,1,,185,,
"Trans., almac. y comunicaciones (078)",542,,2,18,19,2,,2,444,55,,
"Intermediación financiera (079)",29,,4,6,18,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",214,,78,50,27,23,,,3,33,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",374,49,19,10,140,4,,1,12,80,59,
"Enseñanza (082)",1616,14,1511,7,51,,,,,33,,
"Servicios sociales y de salud (083)",359,,112,159,30,15,,3,8,32,,
"Otras activ. serv.comun.soc y personales (084)",163,1,10,58,8,24,,1,2,59,,
"Hogares privados con servicio doméstico (085)",220,,,,,,,,,220,,
"Actividad economica no especificada (087)",499,,5,8,53,,,,,1,,432
"Hombres (088)",8612,49,955,267,218,643,2766,702,737,1995,59,221
"Agric., ganadería, caza y silvicultura (089)",4072,,12,15,,,2763,,11,1271,,
"Pesca (090)",4,,1,,,,3,,,,,
"Explotación de minas y canteras (091)",473,,6,3,2,,,300,4,158,,
"Industrias manufactureras (092)",330,,7,7,4,2,,294,15,1,,
"Suministro de electricidad, gas y agua (093)",11,,,2,2,,,4,,3,,
"Construcción (094)",456,,17,17,2,,,16,233,171,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",832,,7,24,1,568,,81,11,140,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",80,,2,1,,18,,52,5,2,,
"Comercio al por mayor (097)",43,,4,1,1,34,,,3,,,
"Comercio al por menor (098)",709,,1,22,,516,,29,3,138,,
"Hoteles y restaurantes (099)",79,,1,6,3,41,,,,28,,
"Trans., almac. y comunicaciones (100)",512,,2,12,11,,,2,438,47,,
"Intermediación financiera (101)",17,,3,3,11,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",170,,66,38,10,23,,,3,30,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",302,41,18,9,95,,,1,12,67,59,
"Enseñanza (104)",832,7,760,6,29,,,,,30,,
"Servicios sociales y de salud (105)",151,,44,66,18,5,,3,8,7,,
"Otras activ. serv.comun.soc y personales (106)",98,1,8,52,4,4,,1,2,26,,
"Hogares privados con servicio doméstico (107)",15,,,,,,,,,15,,
"Actividad economica no especificada (109)",258,,3,7,26,,,,,1,,221
"Mujeres (110)",5116,15,845,139,152,1173,787,120,14,1660,,211
"Agric., ganadería, caza y silvicultura (111)",1781,,1,1,,,787,1,1,990,,
"Explotación de minas y canteras (113)",16,,,,1,3,,9,,3,,
"Industrias manufactureras (114)",113,,1,3,1,2,,103,2,1,,
"Construcción (116)",18,,2,1,2,,,2,5,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1150,,4,4,3,923,,4,,212,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",10,,,,,7,,3,,,,
"Comercio al por mayor (119)",36,,1,,1,34,,,,,,
"Comercio al por menor (120)",1104,,3,4,2,882,,1,,212,,
"Hoteles y restaurantes (121)",377,,,7,3,209,,1,,157,,
"Trans., almac. y comunicaciones (122)",30,,,6,8,2,,,6,8,,
"Intermediación financiera (123)",12,,1,3,7,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",44,,12,12,17,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",72,8,1,1,45,4,,,,13,,
"Enseñanza (126)",784,7,751,1,22,,,,,3,,
"Servicios sociales y de salud (127)",208,,68,93,12,10,,,,25,,
"Otras activ. serv.comun.soc y personales (128)",65,,2,6,4,20,,,,33,,
"Hogares privados con servicio doméstico (129)",205,,,,,,,,,205,,
"Actividad economica no especificada (131)",241,,2,1,27,,,,,,,211
,,,,,,,,,,,,
"RURAL (132)",9537,5,350,102,52,430,3588,1587,180,2939,,304
"Agric., ganadería, caza y silvicultura (133)",5700,,1,7,,,3587,5,6,2094,,
"Pesca (134)",1,,,,,,1,,,,,
"Explotación de minas y canteras (135)",2135,,15,24,15,4,,1500,17,560,,
"Industrias manufactureras (136)",72,,,3,,,,64,4,1,,
"Suministro de electricidad, gas y agua (137)",21,,,,,,,,1,20,,
"Construcción (138)",112,,4,5,1,,,2,49,51,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",396,,2,3,,327,,13,,51,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",13,,1,,,1,,11,,,,
"Comercio al por mayor (141)",6,,,,,6,,,,,,
"Comercio al por menor (142)",377,,1,3,,320,,2,,51,,
"Hoteles y restaurantes (143)",115,,,,,90,,,,25,,
"Trans., almac. y comunicaciones (144)",119,,1,4,3,3,,,99,9,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",23,,5,7,4,2,,1,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",85,4,3,4,14,1,,2,2,55,,
"Enseñanza (148)",316,1,306,1,3,,,,,5,,
"Servicios sociales y de salud (149)",40,,12,27,,,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",35,,,16,2,3,,,,14,,
"Hogares privados con servicio doméstico (151)",51,,,,,,,,,51,,
"Actividad economica no especificada (153)",315,,1,1,9,,,,,,,304
"Hombres (154)",7271,3,153,75,40,151,2991,1477,177,2040,,164
"Agric., ganadería, caza y silvicultura (155)",4323,,1,6,,,2990,2,5,1319,,
"Pesca (156)",1,,,,,,1,,,,,
"Explotación de minas y canteras (157)",2016,,13,20,15,2,,1409,17,540,,
"Industrias manufactureras (158)",54,,,2,,,,48,4,,,
"Suministro de electricidad, gas y agua (159)",16,,,,,,,,1,15,,
"Construcción (160)",110,,4,5,1,,,2,48,50,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",173,,2,1,,129,,13,,28,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",12,,1,,,,,11,,,,
"Comercio al por mayor (163)",5,,,,,5,,,,,,
"Comercio al por menor (164)",156,,1,1,,124,,2,,28,,
"Hoteles y restaurantes (165)",16,,,,,14,,,,2,,
"Trans., almac. y comunicaciones (166)",118,,1,4,2,3,,,99,9,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",18,,4,6,3,2,,1,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",67,2,3,4,9,1,,2,2,44,,
"Enseñanza (170)",129,1,119,1,3,,,,,5,,
"Servicios sociales y de salud (171)",19,,5,14,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",25,,,12,2,,,,,11,,
"Hogares privados con servicio doméstico (173)",16,,,,,,,,,16,,
"Actividad economica no especificada (175)",169,,1,,4,,,,,,,164
"Mujeres (176)",2266,2,197,27,12,279,597,110,3,899,,140
"Agric., ganadería, caza y silvicultura (177)",1377,,,1,,,597,3,1,775,,
"Explotación de minas y canteras (179)",119,,2,4,,2,,91,,20,,
"Industrias manufactureras (180)",18,,,1,,,,16,,1,,
"Suministro de electricidad, gas y agua (181)",5,,,,,,,,,5,,
"Construcción (182)",2,,,,,,,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",223,,,2,,198,,,,23,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",1,,,,,1,,,,,,
"Comercio al por menor (186)",221,,,2,,196,,,,23,,
"Hoteles y restaurantes (187)",99,,,,,76,,,,23,,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",5,,1,1,1,,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",18,2,,,5,,,,,11,,
"Enseñanza (192)",187,,187,,,,,,,,,
"Servicios sociales y de salud (193)",21,,7,13,,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",10,,,4,,3,,,,3,,
"Hogares privados con servicio doméstico (195)",35,,,,,,,,,35,,
"Actividad economica no especificada (197)",146,,,1,5,,,,,,,140
