"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",1187,716,281,144,46
"Hogares privados con servicio doméstico (041)",209,209,,,
"Actividad economica no especificada (043)",812,540,89,93,90
"Mujeres (044)",29038,21654,2131,2382,2871
"Agric., ganadería, caza y silvicultura (045)",4577,4264,247,63,3
"Explotación de minas y canteras (047)",19,5,,3,11
"Industrias manufactureras (048)",1156,1011,75,48,22
"Suministro de electricidad, gas y agua (049)",14,2,1,4,7
"Construcción (050)",131,57,21,37,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",8176,7718,344,106,8
"Venta, mant.y rep. veh.autom y motoc. (052)",146,116,19,11,
"Comercio al por mayor (053)",295,245,26,16,8
"Comercio al por menor (054)",7735,7357,299,79,
"Hoteles y restaurantes (055)",2621,2374,182,57,8
"Trans., almac. y comunicaciones (056)",497,374,40,51,32
"Intermediación financiera (057)",152,20,22,82,28
"Activid.inmobil., empres. y alquileres (058)",878,549,116,142,71
"Admin.pub. y defensa; p. segur soc.afil (059)",950,,,,950
"Enseñanza (060)",3793,792,806,1512,683
"Servicios sociales y de salud (061)",1336,264,73,72,927
"Otras activ. serv.comun.soc y personales (062)",1079,857,106,93,23
"Hogares privados con servicio doméstico (063)",2525,2525,,,
"Actividad economica no especificada (065)",1134,842,98,112,82
,,,,,
"URBANA (066)",58112,40276,5526,5460,6850
"Agric., ganadería, caza y silvicultura (067)",4767,4279,370,97,21
"Pesca (068)",8,7,,,1
"Explotación de minas y canteras (069)",330,65,26,72,167
"Industrias manufactureras (070)",3465,2820,408,172,65
"Suministro de electricidad, gas y agua (071)",113,24,6,44,39
"Construcción (072)",4145,2978,639,398,130
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",14796,13485,887,384,40
"Venta, mant.y rep. veh.autom y motoc. (074)",1615,1337,207,54,17
"Comercio al por mayor (075)",798,597,92,86,23
"Comercio al por menor (076)",12383,11551,588,244,
"Hoteles y restaurantes (077)",3533,3022,349,151,11
"Trans., almac. y comunicaciones (078)",6144,5355,331,292,166
"Intermediación financiera (079)",387,56,50,208,73
"Activid.inmobil., empres. y alquileres (080)",2919,1867,378,402,272
"Admin.pub. y defensa; p. segur soc.afil (081)",2784,,,,2784
"Enseñanza (082)",6715,1135,1423,2701,1456
"Servicios sociales y de salud (083)",2028,423,106,107,1392
"Otras activ. serv.comun.soc y personales (084)",2143,1474,374,231,64
"Hogares privados con servicio doméstico (085)",2283,2283,,,
"Actividad economica no especificada (087)",1552,1003,179,201,169
"Hombres (088)",35067,24197,3635,3157,4078
"Agric., ganadería, caza y silvicultura (089)",3789,3412,290,69,18
"Pesca (090)",8,7,,,1
"Explotación de minas y canteras (091)",312,60,26,70,156
"Industrias manufactureras (092)",2619,2108,339,128,44
"Suministro de electricidad, gas y agua (093)",99,22,5,40,32
"Construcción (094)",4017,2924,618,361,114
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",7464,6586,564,282,32
"Venta, mant.y rep. veh.autom y motoc. (096)",1475,1225,190,43,17
"Comercio al por mayor (097)",522,369,67,71,15
"Comercio al por menor (098)",5467,4992,307,168,
"Hoteles y restaurantes (099)",1149,869,182,95,3
"Trans., almac. y comunicaciones (100)",5660,4992,292,241,135
"Intermediación financiera (101)",236,36,29,126,45
"Activid.inmobil., empres. y alquileres (102)",2061,1331,262,265,203
"Admin.pub. y defensa; p. segur soc.afil (103)",1864,,,,1864
"Enseñanza (104)",3031,387,638,1212,794
"Servicios sociales y de salud (105)",745,168,35,36,506
"Otras activ. serv.comun.soc y personales (106)",1126,677,268,140,41
"Hogares privados con servicio doméstico (107)",161,161,,,
"Actividad economica no especificada (109)",726,457,87,92,90
"Mujeres (110)",23045,16079,1891,2303,2772
"Agric., ganadería, caza y silvicultura (111)",978,867,80,28,3
"Explotación de minas y canteras (113)",18,5,,2,11
"Industrias manufactureras (114)",846,712,69,44,21
"Suministro de electricidad, gas y agua (115)",14,2,1,4,7
"Construcción (116)",128,54,21,37,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",7332,6899,323,102,8
"Venta, mant.y rep. veh.autom y motoc. (118)",140,112,17,11,
"Comercio al por mayor (119)",276,228,25,15,8
"Comercio al por menor (120)",6916,6559,281,76,
"Hoteles y restaurantes (121)",2384,2153,167,56,8
"Trans., almac. y comunicaciones (122)",484,363,39,51,31
"Intermediación financiera (123)",151,20,21,82,28
"Activid.inmobil., empres. y alquileres (124)",858,536,116,137,69
"Admin.pub. y defensa; p. segur soc.afil (125)",920,,,,920
"Enseñanza (126)",3684,748,785,1489,662
"Servicios sociales y de salud (127)",1283,255,71,71,886
"Otras activ. serv.comun.soc y personales (128)",1017,797,106,91,23
"Hogares privados con servicio doméstico (129)",2122,2122,,,
"Actividad economica no especificada (131)",826,546,92,109,79
,,,,,
"RURAL (132)",32373,30515,1247,328,283
"Agric., ganadería, caza y silvicultura (133)",26596,25564,881,142,9
"Pesca (134)",2,2,,,
"Explotación de minas y canteras (135)",34,18,6,3,7
"Industrias manufactureras (136)",1186,1072,90,19,5
"Suministro de electricidad, gas y agua (137)",24,11,1,8,4
"Construcción (138)",691,565,84,32,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1399,1336,47,16,
"Venta, mant.y rep. veh.autom y motoc. (140)",99,85,12,2,
"Comercio al por mayor (141)",44,34,4,6,
"Comercio al por menor (142)",1256,1217,31,8,
"Hoteles y restaurantes (143)",279,258,19,2,
"Trans., almac. y comunicaciones (144)",651,591,28,30,2
"Intermediación financiera (145)",6,3,2,,1
"Activid.inmobil., empres. y alquileres (146)",99,69,7,17,6
"Admin.pub. y defensa; p. segur soc.afil (147)",112,,,,112
"Enseñanza (148)",241,78,58,48,57
"Servicios sociales y de salud (149)",85,19,3,1,62
"Otras activ. serv.comun.soc y personales (150)",123,99,13,6,5
"Hogares privados con servicio doméstico (151)",451,451,,,
"Actividad economica no especificada (153)",394,379,8,4,3
"Hombres (154)",26380,24940,1007,249,184
"Agric., ganadería, caza y silvicultura (155)",22997,22167,714,107,9
"Pesca (156)",2,2,,,
"Explotación de minas y canteras (157)",33,18,6,2,7
"Industrias manufactureras (158)",876,773,84,15,4
"Suministro de electricidad, gas y agua (159)",24,11,1,8,4
"Construcción (160)",688,562,84,32,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",555,517,26,12,
"Venta, mant.y rep. veh.autom y motoc. (162)",93,81,10,2,
"Comercio al por mayor (163)",25,17,3,5,
"Comercio al por menor (164)",437,419,13,5,
"Hoteles y restaurantes (165)",42,37,4,1,
"Trans., almac. y comunicaciones (166)",638,580,27,30,1
"Intermediación financiera (167)",5,3,1,,1
"Activid.inmobil., empres. y alquileres (168)",79,56,7,12,4
"Admin.pub. y defensa; p. segur soc.afil (169)",82,,,,82
"Enseñanza (170)",132,34,37,25,36
"Servicios sociales y de salud (171)",32,10,1,,21
"Otras activ. serv.comun.soc y personales (172)",61,39,13,4,5
"Hogares privados con servicio doméstico (173)",48,48,,,
"Actividad economica no especificada (175)",86,83,2,1,
"Mujeres (176)",5993,5575,240,79,99
"Agric., ganadería, caza y silvicultura (177)",3599,3397,167,35,
"Explotación de minas y canteras (179)",1,,,1,
"Industrias manufactureras (180)",310,299,6,4,1
"Construcción (182)",3,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",844,819,21,4,
"Venta, mant.y rep. veh.autom y motoc. (184)",6,4,2,,
"Comercio al por mayor (185)",19,17,1,1,
"Comercio al por menor (186)",819,798,18,3,
"Hoteles y restaurantes (187)",237,221,15,1,
"Trans., almac. y comunicaciones (188)",13,11,1,,1
"Intermediación financiera (189)",1,,1,,
"Activid.inmobil., empres. y alquileres (190)",20,13,,5,2
"Admin.pub. y defensa; p. segur soc.afil (191)",30,,,,30
"Enseñanza (192)",109,44,21,23,21
"Servicios sociales y de salud (193)",53,9,2,1,41
"Otras activ. serv.comun.soc y personales (194)",62,60,,2,
"Hogares privados con servicio doméstico (195)",403,403,,,
"Actividad economica no especificada (197)",308,296,6,3,3
