"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia COTABAMBAS (000)",8520,165,2451,3237,2046,621
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",34,,6,12,16,
"Profes., científicos e intelectuales (002)",952,,253,517,176,6
"Técnicos de nivel medio y trab.asimilados (003)",159,,65,68,24,2
"Jefes y empleados de oficina (004)",170,,57,75,37,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",445,11,127,188,91,28
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2056,1,394,705,668,288
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",390,2,158,156,63,11
"Obreros construc., conf., papel, fab., instr. (008)",470,1,132,219,98,20
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",2479,127,792,763,597,200
"Otra (010)",30,,4,20,6,
"Ocupación no especificada (011)",337,2,101,137,73,24
"Desocupado (012)",998,21,362,377,197,41
"Hombres (013)",6385,91,1760,2418,1623,493
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",25,,4,9,12,
"Profes., científicos e intelectuales (015)",573,,133,304,130,6
"Técnicos de nivel medio y trab.asimilados (016)",101,,40,44,16,1
"Jefes y empleados de oficina (017)",111,,27,52,31,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",162,7,46,61,37,11
"Agricult.trabaj. calif. agrop. y pesqueros (019)",1839,1,350,642,595,251
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",323,2,135,133,48,5
"Obreros construc., conf., papel, fab., instr. (021)",453,1,126,213,95,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1717,69,527,532,436,153
"Otra (023)",30,,4,20,6,
"Ocupación no especificada (024)",200,1,64,81,45,9
"Desocupado (025)",851,10,304,327,172,38
"Mujeres (026)",2135,74,691,819,423,128
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,,2,3,4,
"Profes., científicos e intelectuales (028)",379,,120,213,46,
"Técnicos de nivel medio y trab.asimilados (029)",58,,25,24,8,1
"Jefes y empleados de oficina (030)",59,,30,23,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",283,4,81,127,54,17
"Agricult.trabaj. calif. agrop. y pesqueros (032)",217,,44,63,73,37
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",67,,23,23,15,6
"Obreros construc., conf., papel, fab., instr. (034)",17,,6,6,3,2
