"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Venta, mant.y rep. veh.autom.y motoc. (030)",201,,3,9,1,31,,149,6,2,,
"Comercio al por mayor (031)",99,,3,12,4,65,,,2,13,,
"Comercio al por menor (032)",681,1,10,41,2,454,,35,5,133,,
"Hoteles y restaurantes (033)",137,2,5,13,11,71,,,1,34,,
"Trans., almac. y comunicaciones (034)",620,,11,24,30,10,,8,469,68,,
"Intermediación financiera (035)",34,,8,6,17,,,,,3,,
"Activid.inmobil., empres. y alquileres (036)",338,3,113,60,39,65,,1,7,50,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",797,36,116,80,223,37,,5,51,79,170,
"Enseñanza (038)",689,13,631,6,23,,,,1,15,,
"Servicios sociales y de salud (039)",169,1,86,56,15,,,2,4,5,,
"Otras activ. serv.comun.soc y personales (040)",194,1,40,52,27,18,,3,4,49,,
"Hogares privados con servicio doméstico (041)",19,,,,,,,,,19,,
"Actividad economica no especificada (043)",78,,2,4,3,,,,,,,69
"Mujeres (044)",6531,16,1063,355,562,1313,655,227,23,2099,8,210
"Agric., ganadería, caza y silvicultura (045)",1539,,1,3,,,655,,,880,,
"Explotación de minas y canteras (047)",1,,,,1,,,,,,,
"Industrias manufactureras (048)",257,,5,9,5,2,,224,8,4,,
"Suministro de electricidad, gas y agua (049)",7,,1,,6,,,,,,,
"Construcción (050)",22,,2,1,4,,,,7,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1225,,13,26,12,1008,,3,,163,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",16,,2,1,2,10,,1,,,,
"Comercio al por mayor (053)",57,,1,2,1,51,,,,2,,
"Comercio al por menor (054)",1152,,10,23,9,947,,2,,161,,
"Hoteles y restaurantes (055)",477,2,7,22,25,262,,,1,158,,
"Trans., almac. y comunicaciones (056)",81,,2,12,24,9,,,5,29,,
"Intermediación financiera (057)",36,,2,10,23,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",159,,30,38,65,,,,1,25,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",407,10,50,70,243,3,,,1,22,8,
"Enseñanza (060)",901,4,817,9,61,,,,,10,,
"Servicios sociales y de salud (061)",278,,117,126,23,7,,,,5,,
"Otras activ. serv.comun.soc y personales (062)",250,,15,28,36,22,,,,149,,
"Hogares privados con servicio doméstico (063)",645,,,,,,,,,645,,
"Actividad economica no especificada (065)",246,,1,1,34,,,,,,,210
,,,,,,,,,,,,
"URBANA (066)",12905,68,2028,734,932,1882,2135,835,1169,2739,176,207
"Agric., ganadería, caza y silvicultura (067)",3149,,12,10,,,2134,,,993,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",7,,1,,2,,,2,,2,,
"Industrias manufactureras (070)",693,,18,22,9,3,,592,39,10,,
"Suministro de electricidad, gas y agua (071)",37,,8,7,11,,,3,4,4,,
"Construcción (072)",999,1,49,25,7,,,36,613,268,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2006,1,29,80,19,1413,,184,11,269,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",211,,5,9,3,39,,149,5,1,,
"Comercio al por mayor (075)",142,,4,12,5,108,,,2,11,,
"Comercio al por menor (076)",1653,1,20,59,11,1266,,35,4,257,,
"Hoteles y restaurantes (077)",562,4,12,30,36,300,,,2,178,,
"Trans., almac. y comunicaciones (078)",650,,13,36,53,19,,8,432,89,,
"Intermediación financiera (079)",69,,10,15,40,,,,,4,,
"Activid.inmobil., empres. y alquileres (080)",482,3,141,97,101,61,,1,8,70,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1159,41,166,145,438,40,,5,51,97,176,
"Enseñanza (082)",1457,16,1318,15,82,,,,1,25,,
"Servicios sociales y de salud (083)",421,1,194,167,37,7,,1,4,10,,
"Otras activ. serv.comun.soc y personales (084)",393,1,54,80,62,39,,3,4,150,,
"Hogares privados con servicio doméstico (085)",570,,,,,,,,,570,,
"Actividad economica no especificada (087)",250,,3,5,35,,,,,,,207
"Hombres (088)",7739,52,1041,395,385,697,1836,646,1148,1311,168,60
"Agric., ganadería, caza y silvicultura (089)",2467,,11,7,,,1835,,,614,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",6,,1,,1,,,2,,2,,
"Industrias manufactureras (092)",475,,13,13,4,1,,406,31,7,,
"Suministro de electricidad, gas y agua (093)",30,,7,7,5,,,3,4,4,,
"Construcción (094)",978,1,47,24,3,,,36,607,260,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",900,1,16,55,7,501,,181,11,128,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",196,,3,8,1,30,,148,5,1,,
"Comercio al por mayor (097)",88,,3,10,4,60,,,2,9,,
"Comercio al por menor (098)",616,1,10,37,2,411,,33,4,118,,
"Hoteles y restaurantes (099)",133,2,5,12,11,69,,,1,33,,
"Trans., almac. y comunicaciones (100)",570,,11,24,29,10,,8,428,60,,
"Intermediación financiera (101)",34,,8,6,17,,,,,3,,
"Activid.inmobil., empres. y alquileres (102)",327,3,112,59,38,61,,1,7,46,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",764,31,116,77,205,37,,5,50,75,168,
"Enseñanza (104)",625,12,570,6,21,,,,1,15,,
"Servicios sociales y de salud (105)",158,1,83,49,15,,,1,4,5,,
"Otras activ. serv.comun.soc y personales (106)",186,1,39,52,26,18,,3,4,43,,
"Hogares privados con servicio doméstico (107)",16,,,,,,,,,16,,
"Actividad economica no especificada (109)",69,,2,4,3,,,,,,,60
"Mujeres (110)",5166,16,987,339,547,1185,299,189,21,1428,8,147
"Agric., ganadería, caza y silvicultura (111)",682,,1,3,,,299,,,379,,
"Explotación de minas y canteras (113)",1,,,,1,,,,,,,
"Industrias manufactureras (114)",218,,5,9,5,2,,186,8,3,,
"Suministro de electricidad, gas y agua (115)",7,,1,,6,,,,,,,
"Construcción (116)",21,,2,1,4,,,,6,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1106,,13,25,12,912,,3,,141,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",15,,2,1,2,9,,1,,,,
"Comercio al por mayor (119)",54,,1,2,1,48,,,,2,,
"Comercio al por menor (120)",1037,,10,22,9,855,,2,,139,,
"Hoteles y restaurantes (121)",429,2,7,18,25,231,,,1,145,,
"Trans., almac. y comunicaciones (122)",80,,2,12,24,9,,,4,29,,
"Intermediación financiera (123)",35,,2,9,23,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",155,,29,38,63,,,,1,24,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",395,10,50,68,233,3,,,1,22,8,
"Enseñanza (126)",832,4,748,9,61,,,,,10,,
"Servicios sociales y de salud (127)",263,,111,118,22,7,,,,5,,
"Otras activ. serv.comun.soc y personales (128)",207,,15,28,36,21,,,,107,,
"Hogares privados con servicio doméstico (129)",554,,,,,,,,,554,,
"Actividad economica no especificada (131)",181,,1,1,32,,,,,,,147
,,,,,,,,,,,,
"RURAL (132)",5684,6,144,40,39,183,3046,114,97,1941,2,72
"Agric., ganadería, caza y silvicultura (133)",4700,,,2,,,3046,,,1652,,
"Explotación de minas y canteras (135)",24,,,,,,,10,,14,,
"Industrias manufactureras (136)",101,,,,,,,95,4,2,,
"Suministro de electricidad, gas y agua (137)",11,,1,2,,,,2,1,5,,
"Construcción (138)",106,,1,1,1,,,3,47,53,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",200,,,8,,145,,3,2,42,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",6,,,1,,2,,1,1,1,,
"Comercio al por mayor (141)",14,,,2,,8,,,,4,,
"Comercio al por menor (142)",180,,,5,,135,,2,1,37,,
"Hoteles y restaurantes (143)",52,,,5,,33,,,,14,,
"Trans., almac. y comunicaciones (144)",51,,,,1,,,,42,8,,
"Intermediación financiera (145)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",15,,2,1,3,4,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",45,5,,5,28,,,,1,4,2,
"Enseñanza (148)",133,1,130,,2,,,,,,,
"Servicios sociales y de salud (149)",26,,9,15,1,,,1,,,,
"Otras activ. serv.comun.soc y personales (150)",51,,1,,1,1,,,,48,,
"Hogares privados con servicio doméstico (151)",94,,,,,,,,,94,,
"Actividad economica no especificada (153)",74,,,,2,,,,,,,72
"Hombres (154)",4319,6,68,24,24,55,2690,76,95,1270,2,9
"Agric., ganadería, caza y silvicultura (155)",3843,,,2,,,2690,,,1151,,
"Explotación de minas y canteras (157)",24,,,,,,,10,,14,,
"Industrias manufactureras (158)",62,,,,,,,57,4,1,,
"Suministro de electricidad, gas y agua (159)",11,,1,2,,,,2,1,5,,
"Construcción (160)",105,,1,1,1,,,3,46,53,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",81,,,7,,49,,3,2,20,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",5,,,1,,1,,1,1,1,,
"Comercio al por mayor (163)",11,,,2,,5,,,,4,,
"Comercio al por menor (164)",65,,,4,,43,,2,1,15,,
"Hoteles y restaurantes (165)",4,,,1,,2,,,,1,,
"Trans., almac. y comunicaciones (166)",50,,,,1,,,,41,8,,
"Activid.inmobil., empres. y alquileres (168)",11,,1,1,1,4,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",33,5,,3,18,,,,1,4,2,
"Enseñanza (170)",64,1,61,,2,,,,,,,
"Servicios sociales y de salud (171)",11,,3,7,,,,1,,,,
"Otras activ. serv.comun.soc y personales (172)",8,,1,,1,,,,,6,,
"Hogares privados con servicio doméstico (173)",3,,,,,,,,,3,,
"Actividad economica no especificada (175)",9,,,,,,,,,,,9
"Mujeres (176)",1365,,76,16,15,128,356,38,2,671,,63
"Agric., ganadería, caza y silvicultura (177)",857,,,,,,356,,,501,,
"Industrias manufactureras (180)",39,,,,,,,38,,1,,
"Construcción (182)",1,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",119,,,1,,96,,,,22,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",3,,,,,3,,,,,,
"Comercio al por menor (186)",115,,,1,,92,,,,22,,
"Hoteles y restaurantes (187)",48,,,4,,31,,,,13,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,1,,,
"Intermediación financiera (189)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",4,,1,,2,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",12,,,2,10,,,,,,,
"Enseñanza (192)",69,,69,,,,,,,,,
"Servicios sociales y de salud (193)",15,,6,8,1,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",43,,,,,1,,,,42,,
"Hogares privados con servicio doméstico (195)",91,,,,,,,,,91,,
"Actividad economica no especificada (197)",65,,,,2,,,,,,,63
