"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",47,47,,25,20,,2,,,,,74
"De 30 a 34 años (025)",60,59,1,25,14,11,8,,,,1,119
"De 35 a 39 años (026)",81,80,,31,19,20,6,4,,,1,182
"De 40 a 44 años (027)",78,76,,15,21,16,18,3,3,,2,225
"De 45 a 49 años (028)",61,61,,10,13,8,19,7,4,,,221
"De 50 y más años (029)",134,134,4,32,22,22,29,16,9,,,454
"Casado(a) (030)",3245,3222,7,287,528,512,886,612,295,95,23,14286
"De 12 a 14 años (031)",3,1,,,1,,,,,,2,2
"De 15 a 19 años (032)",10,7,,4,3,,,,,,3,10
"De 20 a 24 años (033)",52,48,,24,16,5,3,,,,4,84
"De 25 a 29 años (034)",153,151,1,53,56,28,11,2,,,2,307
"De 30 a 34 años (035)",234,231,,35,92,60,41,3,,,3,598
"De 35 a 39 años (036)",369,366,1,44,84,94,107,33,3,,3,1198
"De 40 a 44 años (037)",409,407,1,27,74,78,145,60,20,2,2,1623
"De 45 a 49 años (038)",438,435,1,27,44,74,137,99,44,9,3,2041
"De 50 y más años (039)",1577,1576,3,73,158,173,442,415,228,84,1,8423
"Viudo(a) (040)",1083,1073,2,86,112,141,321,253,117,41,10,5202
"De 15 a 19 años (042)",1,1,,1,,,,,,,,1
"De 20 a 24 años (043)",5,5,,4,1,,,,,,,6
"De 25 a 29 años (044)",2,2,,1,1,,,,,,,3
"De 30 a 34 años (045)",15,14,,5,3,2,3,,1,,1,37
"De 35 a 39 años (046)",27,26,,6,3,10,6,1,,,1,75
"De 40 a 44 años (047)",54,54,1,5,9,7,22,8,1,1,,212
"De 45 a 49 años (048)",71,69,,3,11,12,32,7,3,1,2,285
"De 50 y más años (049)",908,902,1,61,84,110,258,237,112,39,6,4583
"Divorciado(a) (050)",40,40,,4,11,7,13,2,3,,,144
"De 20 a 24 años (053)",1,1,,1,,,,,,,,1
"De 25 a 29 años (054)",1,1,,,1,,,,,,,2
"De 30 a 34 años (055)",1,1,,,1,,,,,,,2
"De 35 a 39 años (056)",5,5,,1,2,,2,,,,,13
"De 40 a 44 años (057)",3,3,,2,1,,,,,,,4
"De 45 a 49 años (058)",7,7,,,1,2,2,1,1,,,31
"De 50 y más años (059)",22,22,,,5,5,9,1,2,,,91
"Soltero(a) (060)",1043,678,11,396,166,67,38,,,,365,1081
"De 12 a 14 años (061)",3,3,,1,2,,,,,,,5
"De 15 a 19 años (062)",26,26,,25,1,,,,,,,27
"De 20 a 24 años (063)",241,96,4,76,12,4,,,,,145,112
"De 25 a 29 años (064)",162,73,1,46,19,4,3,,,,89,108
"De 30 a 34 años (065)",132,74,1,42,21,7,3,,,,58,117
"De 35 a 39 años (066)",119,92,,45,30,10,7,,,,27,163
"De 40 a 44 años (067)",86,71,,47,16,7,1,,,,15,104
"De 45 a 49 años (068)",80,70,1,39,16,7,7,,,,10,120
"De 50 y más años (069)",194,173,4,75,49,28,17,,,,21,325
,,,,,,,,,,,,
"URBANA (080)",5901,5547,28,1192,1164,875,1212,682,293,101,354,19410
"De 12 a 14 años (081)",8,4,,1,3,,,,,,4,7
"De 15 a 19 años (082)",93,76,,71,5,,,,,,17,81
"De 20 a 24 años (083)",490,368,4,245,97,19,3,,,,122,509
"De 25 a 29 años (084)",581,511,5,230,180,66,26,3,1,,70,924
"De 30 a 34 años (085)",650,591,5,146,219,128,82,8,2,1,59,1392
"De 35 a 39 años (086)",714,684,3,133,178,165,159,43,3,,30,1972
"De 40 a 44 años (087)",677,660,1,97,139,140,196,66,19,2,17,2248
"De 45 a 49 años (088)",598,584,2,69,94,95,183,97,36,8,14,2353
"De 50 y más años (089)",2090,2069,8,200,249,262,563,465,232,90,21,9924
"Conviviente (090)",1634,1596,10,460,454,281,269,92,22,8,38,4227
"De 12 a 14 años (091)",2,,,,,,,,,,2,
"De 15 a 19 años (092)",63,50,,45,5,,,,,,13,55
"De 20 a 24 años (093)",243,233,1,149,71,11,1,,,,10,328
"De 25 a 29 años (094)",322,318,3,135,112,48,17,2,1,,4,596
"De 30 a 34 años (095)",302,298,3,56,111,69,51,6,1,1,4,758
"De 35 a 39 años (096)",246,244,2,32,66,64,61,17,2,,2,741
"De 40 a 44 años (097)",208,206,1,20,42,52,63,21,6,1,2,726
"De 45 a 49 años (098)",113,113,,10,24,18,34,20,5,2,,450
"De 50 y más años (099)",135,134,,13,23,19,42,26,7,4,1,573
"Separado(a) (100)",419,410,4,151,94,64,62,22,13,,9,1055
"De 12 a 14 años (101)",1,,,,,,,,,,1,
"De 15 a 19 años (102)",8,6,,6,,,,,,,2,6
"De 20 a 24 años (103)",30,27,,22,5,,,,,,3,32
"De 25 a 29 años (104)",38,38,,22,15,,1,,,,,56
"De 30 a 34 años (105)",47,46,1,22,11,7,5,,,,1,86
"De 35 a 39 años (106)",68,67,,26,16,17,5,3,,,1,152
"De 40 a 44 años (107)",62,61,,14,17,14,12,3,1,,1,168
"De 45 a 49 años (108)",55,55,,9,12,8,16,6,4,,,199
"De 50 y más años (109)",110,110,3,30,18,18,23,10,8,,,356
"Casado(a) (110)",2259,2238,5,219,391,375,617,388,177,66,21,9563
"De 12 a 14 años (111)",2,1,,,1,,,,,,1,2
"De 15 a 19 años (112)",4,2,,2,,,,,,,2,2
"De 20 a 24 años (113)",39,35,,17,12,4,2,,,,4,62
"De 25 a 29 años (114)",103,101,1,42,36,16,5,1,,,2,189
"De 30 a 34 años (115)",177,174,,27,79,45,21,2,,,3,422
"De 35 a 39 años (116)",274,271,1,31,67,67,82,22,1,,3,873
"De 40 a 44 años (117)",294,292,,19,58,65,103,35,11,1,2,1107
"De 45 a 49 años (118)",316,313,1,21,39,55,102,66,24,5,3,1391
"De 50 y más años (119)",1050,1049,2,60,99,123,302,262,141,60,1,5515
"Viudo(a) (120)",774,767,,67,90,101,225,179,78,27,7,3643
"De 15 a 19 años (122)",1,1,,1,,,,,,,,1
"De 20 a 24 años (123)",3,3,,2,1,,,,,,,4
"De 25 a 29 años (124)",2,2,,1,1,,,,,,,3
"De 30 a 34 años (125)",12,11,,5,2,1,2,,1,,1,28
"De 35 a 39 años (126)",24,23,,5,3,9,5,1,,,1,67
"De 40 a 44 años (127)",42,42,,4,8,5,17,7,1,,,163
"De 45 a 49 años (128)",52,50,,3,8,7,25,4,2,1,2,205
"De 50 y más años (129)",638,635,,46,67,79,176,167,74,26,3,3172
"Divorciado(a) (130)",33,33,,2,10,5,12,1,3,,,124
"De 25 a 29 años (134)",1,1,,,1,,,,,,,2
"De 30 a 34 años (135)",1,1,,,1,,,,,,,2
"De 35 a 39 años (136)",3,3,,,2,,1,,,,,8
"De 40 a 44 años (137)",3,3,,2,1,,,,,,,4
"De 45 a 49 años (138)",7,7,,,1,2,2,1,1,,,31
"De 50 y más años (139)",18,18,,,4,3,9,,2,,,77
"Soltero(a) (140)",782,503,9,293,125,49,27,,,,279,798
"De 12 a 14 años (141)",3,3,,1,2,,,,,,,5
"De 15 a 19 años (142)",17,17,,17,,,,,,,,17
"De 20 a 24 años (143)",175,70,3,55,8,4,,,,,105,83
"De 25 a 29 años (144)",115,51,1,30,15,2,3,,,,64,78
"De 30 a 34 años (145)",111,61,1,36,15,6,3,,,,50,96
"De 35 a 39 años (146)",99,76,,39,24,8,5,,,,23,131
"De 40 a 44 años (147)",68,56,,38,13,4,1,,,,12,80
"De 45 a 49 años (148)",55,46,1,26,10,5,4,,,,9,77
"De 50 y más años (149)",139,123,3,51,38,20,11,,,,16,231
,,,,,,,,,,,,
"RURAL (160)",2356,2252,12,383,391,335,537,374,174,46,104,8923
"De 12 a 14 años (161)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (162)",48,42,,34,7,1,,,,,6,51
"De 20 a 24 años (163)",230,188,3,102,62,18,3,,,,42,293
"De 25 a 29 años (164)",224,198,,61,75,38,22,2,,,26,429
"De 30 a 34 años (165)",206,197,2,35,47,48,56,8,1,,9,577
"De 35 a 39 años (166)",257,253,,40,47,61,74,29,2,,4,844
"De 40 a 44 años (167)",229,224,2,27,30,35,70,42,16,2,5,927
"De 45 a 49 años (168)",211,210,1,26,20,30,59,44,25,5,1,964
"De 50 y más años (169)",949,939,4,57,103,104,253,249,130,39,10,4837
"Conviviente (170)",700,688,4,168,167,125,140,67,14,3,12,2066
"De 12 a 14 años (171)",1,1,,1,,,,,,,,1
"De 15 a 19 años (172)",32,27,,23,3,1,,,,,5,32
"De 20 a 24 años (173)",137,135,1,64,51,17,2,,,,2,226
"De 25 a 29 años (174)",118,117,,31,46,24,15,1,,,1,263
"De 30 a 34 años (175)",112,111,2,18,24,27,32,7,1,,1,338
"De 35 a 39 años (176)",124,124,,14,21,28,44,17,,,,444
"De 40 a 44 años (177)",68,67,,8,6,15,17,16,5,,1,281
"De 45 a 49 años (178)",39,39,1,6,5,4,11,7,4,1,,169
"De 50 y más años (179)",69,67,,3,11,9,19,19,4,2,2,312
"Separado(a) (180)",93,92,2,23,23,13,20,8,3,,1,272
"De 15 a 19 años (182)",1,1,,1,,,,,,,,1
"De 20 a 24 años (183)",11,11,1,7,3,,,,,,,13
"De 25 a 29 años (184)",9,9,,3,5,,1,,,,,18
"De 30 a 34 años (185)",13,13,,3,3,4,3,,,,,33
"De 35 a 39 años (186)",13,13,,5,3,3,1,1,,,,30
"De 40 a 44 años (187)",16,15,,1,4,2,6,,2,,1,57
"De 45 a 49 años (188)",6,6,,1,1,,3,1,,,,22
"De 50 y más años (189)",24,24,1,2,4,4,6,6,1,,,98
"Casado(a) (190)",986,984,2,68,137,137,269,224,118,29,2,4723
"De 12 a 14 años (191)",1,,,,,,,,,,1,
"De 15 a 19 años (192)",6,5,,2,3,,,,,,1,8
"De 20 a 24 años (193)",13,13,,7,4,1,1,,,,,22
"De 25 a 29 años (194)",50,50,,11,20,12,6,1,,,,118
"De 30 a 34 años (195)",57,57,,8,13,15,20,1,,,,176
"De 35 a 39 años (196)",95,95,,13,17,27,25,11,2,,,325
"De 40 a 44 años (197)",115,115,1,8,16,13,42,25,9,1,,516
"De 45 a 49 años (198)",122,122,,6,5,19,35,33,20,4,,650
"De 50 y más años (199)",527,527,1,13,59,50,140,153,87,24,,2908
"Viudo(a) (200)",309,306,2,19,22,40,96,74,39,14,3,1559
"De 20 a 24 años (203)",2,2,,2,,,,,,,,2
"De 30 a 34 años (205)",3,3,,,1,1,1,,,,,9
"De 35 a 39 años (206)",3,3,,1,,1,1,,,,,8
"De 40 a 44 años (207)",12,12,1,1,1,2,5,1,,1,,49
"De 45 a 49 años (208)",19,19,,,3,5,7,3,1,,,80
"De 50 y más años (209)",270,267,1,15,17,31,82,70,38,13,3,1411
"Divorciado(a) (210)",7,7,,2,1,2,1,1,,,,20
"De 20 a 24 años (213)",1,1,,1,,,,,,,,1
"De 35 a 39 años (216)",2,2,,1,,,1,,,,,5
"De 50 y más años (219)",4,4,,,1,2,,1,,,,14
"Soltero(a) (220)",261,175,2,103,41,18,11,,,,86,283
"De 15 a 19 años (222)",9,9,,8,1,,,,,,,10
"De 20 a 24 años (223)",66,26,1,21,4,,,,,,40,29
"De 25 a 29 años (224)",47,22,,16,4,2,,,,,25,30
"De 30 a 34 años (225)",21,13,,6,6,1,,,,,8,21
"De 35 a 39 años (226)",20,16,,6,6,2,2,,,,4,32
"De 40 a 44 años (227)",18,15,,9,3,3,,,,,3,24
"De 45 a 49 años (228)",25,24,,13,6,2,3,,,,1,43
"De 50 y más años (229)",55,50,1,24,11,8,6,,,,5,94
