"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PARINACOCHAS (000)",7887,68,245,515,855,1402,2789,2013
"De 12 a 14 años (001)",7,,,,,,1,6
"De 15 a 19 años (002)",218,,,,,,136,82
"De 20 a 24 años (003)",778,,,,,1,498,279
"De 25 a 29 años (004)",815,,,,,29,581,205
"De 30 a 34 años (005)",861,,,,,109,592,160
"De 35 a 39 años (006)",836,,,,3,234,473,126
"De 40 a 44 años (007)",746,,,,32,268,305,141
"De 45 a 49 años (008)",601,,,,65,278,170,88
"De 50 y más años (009)",3025,68,245,515,755,483,33,926
"Sin nivel (010)",2312,49,170,294,398,348,322,731
"De 15 a 19 años (012)",7,,,,,,3,4
"De 20 a 24 años (013)",25,,,,,,14,11
"De 25 a 29 años (014)",37,,,,,,27,10
"De 30 a 34 años (015)",100,,,,,15,68,17
"De 35 a 39 años (016)",120,,,,,24,77,19
"De 40 a 44 años (017)",145,,,,6,36,64,39
"De 45 a 49 años (018)",146,,,,9,55,56,26
"De 50 y más años (019)",1732,49,170,294,383,218,13,605
"Educacion Inicial (020)",11,,,,,1,6,4
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",2,,,,,,1,1
"De 25 a 29 años (024)",6,,,,,1,2,3
"De 30 a 34 años (025)",2,,,,,,2,
"Primaria (030)",2397,14,53,164,248,540,915,463
"De 12 a 14 años (031)",3,,,,,,1,2
"De 15 a 19 años (032)",58,,,,,,42,16
"De 20 a 24 años (033)",178,,,,,,125,53
"De 25 a 29 años (034)",219,,,,,5,177,37
"De 30 a 34 años (035)",279,,,,,36,199,44
"De 35 a 39 años (036)",303,,,,2,100,166,35
"De 40 a 44 años (037)",267,,,,3,105,119,40
"De 45 a 49 años (038)",237,,,,26,116,70,25
"De 50 y más años (039)",853,14,53,164,217,178,16,211
"Secundaria (040)",1746,2,14,34,108,251,910,427
"De 12 a 14 años (041)",4,,,,,,,4
"De 15 a 19 años (042)",132,,,,,,83,49
"De 20 a 24 años (043)",368,,,,,,247,121
"De 25 a 29 años (044)",306,,,,,14,226,66
"De 30 a 34 años (045)",251,,,,,35,169,47
"De 35 a 39 años (046)",197,,,,1,55,110,31
"De 40 a 44 años (047)",146,,,,13,52,53,28
"De 45 a 49 años (048)",111,,,,17,54,19,21
"De 50 y más años (049)",231,2,14,34,77,41,3,60
"Sup. no Univ. incompleta (050)",345,,1,3,12,40,185,104
"De 15 a 19 años (052)",18,,,,,,6,12
"De 20 a 24 años (053)",99,,,,,,59,40
"De 25 a 29 años (054)",63,,,,,1,38,24
