"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CALCA (000)",21335,2362,2140,12111,703,3765,254
"Agric., ganadería, caza y silvicultura (001)",12024,28,766,7558,500,3172,
"Pesca (002)",6,,6,,,,
"Explotación de minas y canteras (003)",38,1,32,3,,2,
"Industrias manufactureras (004)",1292,12,145,999,62,74,
"Suministro de electricidad, gas y agua (005)",16,8,8,,,,
"Construcción (006)",1108,26,826,222,16,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2200,217,28,1647,44,264,
"Venta, mant.y rep. veh.autom y motoc. (008)",132,17,21,76,7,11,
"Comercio al por mayor (009)",62,13,1,45,2,1,
"Comercio al por menor (010)",2006,187,6,1526,35,252,
"Hoteles y restaurantes (011)",784,238,18,457,24,47,
"Trans., almac. y comunicaciones (012)",919,238,79,552,10,40,
"Intermediación financiera (013)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (014)",300,187,15,89,8,1,
"Admin.pub. y defensa; p. segur soc.afil (015)",400,294,106,,,,
"Enseñanza (016)",880,733,,140,2,5,
"Servicios sociales y de salud (017)",170,132,3,29,6,,
"Otras activ. serv.comun.soc y personales (018)",262,95,35,121,2,9,
"Hogares privados con servicio doméstico (019)",254,,,,,,254
"Actividad economica no especificada (021)",676,147,73,294,29,133,
"Hombres (022)",14830,1355,1894,9049,558,1927,47
"Agric., ganadería, caza y silvicultura (023)",9573,26,618,6760,442,1727,
"Pesca (024)",6,,6,,,,
"Explotación de minas y canteras (025)",38,1,32,3,,2,
"Industrias manufactureras (026)",750,7,118,550,41,34,
"Suministro de electricidad, gas y agua (027)",15,7,8,,,,
"Construcción (028)",1070,23,795,219,16,17,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",818,101,28,621,18,50,
"Venta, mant.y rep. veh.autom y motoc. (030)",128,14,21,76,7,10,
"Comercio al por mayor (031)",36,8,1,26,1,,
"Comercio al por menor (032)",654,79,6,519,10,40,
"Hoteles y restaurantes (033)",157,90,10,40,6,11,
"Trans., almac. y comunicaciones (034)",848,208,79,516,6,39,
"Intermediación financiera (035)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (036)",219,132,13,68,5,1,
"Admin.pub. y defensa; p. segur soc.afil (037)",340,245,95,,,,
"Enseñanza (038)",393,337,,51,2,3,
"Servicios sociales y de salud (039)",55,33,1,19,2,,
"Otras activ. serv.comun.soc y personales (040)",158,62,26,65,1,4,
"Hogares privados con servicio doméstico (041)",47,,,,,,47
"Actividad economica no especificada (043)",339,79,65,137,19,39,
"Mujeres (044)",6505,1007,246,3062,145,1838,207
"Agric., ganadería, caza y silvicultura (045)",2451,2,148,798,58,1445,
"Industrias manufactureras (048)",542,5,27,449,21,40,
"Suministro de electricidad, gas y agua (049)",1,1,,,,,
"Construcción (050)",38,3,31,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1382,116,,1026,26,214,
"Venta, mant.y rep. veh.autom y motoc. (052)",4,3,,,,1,
"Comercio al por mayor (053)",26,5,,19,1,1,
"Comercio al por menor (054)",1352,108,,1007,25,212,
"Hoteles y restaurantes (055)",627,148,8,417,18,36,
"Trans., almac. y comunicaciones (056)",71,30,,36,4,1,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",81,55,2,21,3,,
"Admin.pub. y defensa; p. segur soc.afil (059)",60,49,11,,,,
"Enseñanza (060)",487,396,,89,,2,
"Servicios sociales y de salud (061)",115,99,2,10,4,,
"Otras activ. serv.comun.soc y personales (062)",104,33,9,56,1,5,
"Hogares privados con servicio doméstico (063)",207,,,,,,207
"Actividad economica no especificada (065)",337,68,8,157,10,94,
,,,,,,,
"URBANA (066)",8622,1910,1013,4677,178,662,182
"Agric., ganadería, caza y silvicultura (067)",2002,19,264,1384,48,287,
"Explotación de minas y canteras (069)",10,1,6,2,,1,
"Industrias manufactureras (070)",853,9,93,658,45,48,
"Suministro de electricidad, gas y agua (071)",12,7,5,,,,
"Construcción (072)",635,23,452,139,11,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1849,181,19,1377,37,235,
"Venta, mant.y rep. veh.autom y motoc. (074)",108,17,14,61,5,11,
"Comercio al por mayor (075)",49,10,1,35,2,1,
"Comercio al por menor (076)",1692,154,4,1281,30,223,
"Hoteles y restaurantes (077)",635,194,13,385,12,31,
"Trans., almac. y comunicaciones (078)",582,185,35,346,6,10,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",240,148,10,73,8,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",326,260,66,,,,
"Enseñanza (082)",694,592,,97,2,3,
"Servicios sociales y de salud (083)",137,104,3,25,5,,
"Otras activ. serv.comun.soc y personales (084)",209,78,20,101,1,9,
"Hogares privados con servicio doméstico (085)",182,,,,,,182
"Actividad economica no especificada (087)",251,104,27,90,3,27,
"Hombres (088)",5256,1084,896,2837,110,300,29
"Agric., ganadería, caza y silvicultura (089)",1650,17,218,1189,40,186,
"Explotación de minas y canteras (091)",10,1,6,2,,1,
"Industrias manufactureras (092)",553,4,77,418,29,25,
"Suministro de electricidad, gas y agua (093)",11,6,5,,,,
"Construcción (094)",602,20,425,137,11,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",694,89,19,529,14,43,
"Venta, mant.y rep. veh.autom y motoc. (096)",104,14,14,61,5,10,
"Comercio al por mayor (097)",29,5,1,22,1,,
"Comercio al por menor (098)",561,70,4,446,8,33,
"Hoteles y restaurantes (099)",125,71,6,36,3,9,
"Trans., almac. y comunicaciones (100)",526,160,35,320,2,9,
"Intermediación financiera (101)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (102)",168,99,9,54,5,1,
"Admin.pub. y defensa; p. segur soc.afil (103)",273,218,55,,,,
"Enseñanza (104)",306,265,,37,2,2,
"Servicios sociales y de salud (105)",47,27,1,17,2,,
"Otras activ. serv.comun.soc y personales (106)",124,49,16,54,1,4,
"Hogares privados con servicio doméstico (107)",29,,,,,,29
"Actividad economica no especificada (109)",135,55,24,44,1,11,
"Mujeres (110)",3366,826,117,1840,68,362,153
"Agric., ganadería, caza y silvicultura (111)",352,2,46,195,8,101,
"Industrias manufactureras (114)",300,5,16,240,16,23,
"Suministro de electricidad, gas y agua (115)",1,1,,,,,
"Construcción (116)",33,3,27,2,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1155,92,,848,23,192,
"Venta, mant.y rep. veh.autom y motoc. (118)",4,3,,,,1,
"Comercio al por mayor (119)",20,5,,13,1,1,
"Comercio al por menor (120)",1131,84,,835,22,190,
"Hoteles y restaurantes (121)",510,123,7,349,9,22,
"Trans., almac. y comunicaciones (122)",56,25,,26,4,1,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",72,49,1,19,3,,
