"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia MORROPON (000)",159693,80951,78742,91798,45856,45942,67895,35095,32800
"Menores de 1 año (001)",2977,1511,1466,1634,846,788,1343,665,678
"Menores de 1 mes (002)",235,126,109,131,76,55,104,50,54
"De 1 a 11 meses (003)",2742,1385,1357,1503,770,733,1239,615,624
"De 1 a 4 años (004)",12674,6436,6238,6768,3382,3386,5906,3054,2852
"1 año (005)",2857,1444,1413,1528,749,779,1329,695,634
"2 años (006)",3209,1610,1599,1731,849,882,1478,761,717
"3 años (007)",3344,1684,1660,1794,902,892,1550,782,768
"4 años (008)",3264,1698,1566,1715,882,833,1549,816,733
"De 5 a 9 años (009)",16131,8086,8045,8639,4326,4313,7492,3760,3732
"5 años (010)",3224,1609,1615,1696,839,857,1528,770,758
"6 años (011)",2965,1490,1475,1641,823,818,1324,667,657
"7 años (012)",3474,1735,1739,1865,890,975,1609,845,764
"8 años (013)",3299,1635,1664,1780,911,869,1519,724,795
"9 años (014)",3169,1617,1552,1657,863,794,1512,754,758
"De 10 a 14 años (015)",19937,10334,9603,10790,5528,5262,9147,4806,4341
"10 años (016)",3757,1941,1816,2049,1062,987,1708,879,829
"11 años (017)",3591,1834,1757,1946,1011,935,1645,823,822
"12 años (018)",4148,2168,1980,2165,1097,1068,1983,1071,912
"13 años (019)",4125,2155,1970,2215,1149,1066,1910,1006,904
"14 años (020)",4316,2236,2080,2415,1209,1206,1901,1027,874
"De 15 a 19 años (021)",16761,8878,7883,9685,5023,4662,7076,3855,3221
"15 años (022)",4009,2070,1939,2236,1153,1083,1773,917,856
"16 años (023)",3831,2012,1819,2218,1152,1066,1613,860,753
"17 años (024)",3519,1907,1612,1990,1052,938,1529,855,674
"18 años (025)",2803,1545,1258,1631,861,770,1172,684,488
"19 años (026)",2599,1344,1255,1610,805,805,989,539,450
"De 20 a 24 años (027)",11595,5891,5704,7096,3511,3585,4499,2380,2119
"20 años (028)",2511,1348,1163,1557,792,765,954,556,398
"21 años (029)",2000,1018,982,1238,601,637,762,417,345
"22 años (030)",2560,1250,1310,1545,746,799,1015,504,511
"23 años (031)",2294,1144,1150,1414,681,733,880,463,417
"24 años (032)",2230,1131,1099,1342,691,651,888,440,448
"De 25 a 29 años (033)",10276,5070,5206,6124,2913,3211,4152,2157,1995
"25 años (034)",2054,1016,1038,1237,593,644,817,423,394
"26 años (035)",1887,958,929,1124,544,580,763,414,349
"27 años (036)",2149,1064,1085,1292,611,681,857,453,404
"28 años (037)",2238,1074,1164,1303,625,678,935,449,486
"29 años (038)",1948,958,990,1168,540,628,780,418,362
"De 30 a 34 años (039)",10063,4783,5280,6073,2822,3251,3990,1961,2029
