"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCAVELICA (000)",51626,151959,127872,,2916,84.1,1.9
"De 12 a 14 años (001)",5767,21,20,,4,95.2,19
"De 15 a 19 años (002)",7871,1006,973,346,96.7,34.4,
"De 20 a 24 años (003)",6812,5538,5305,800,95.8,14.4,
"De 25 a 29 años (004)",5297,9213,8771,644,95.2,7,
"De 30 a 34 años (005)",4581,13029,12169,511,93.4,3.9,
"De 35 a 39 años (006)",4082,16440,14960,393,91,2.4,
"De 40 a 44 años (007)",3413,17256,15294,178,88.6,1,
"De 45 a 49 años (008)",2989,17772,15182,39,85.4,0.2,
"De 50 y más años (009)",10814,71684,55198,1,77,,
"Conviviente (010)",8047,17829,16563,1185,92.9,6.6,
"De 12 a 14 años (011)",35,11,10,1,90.9,9.1,
"De 15 a 19 años (012)",798,590,576,209,97.6,35.4,
"De 20 a 24 años (013)",2168,2763,2657,409,96.2,14.8,
"De 25 a 29 años (014)",1893,3491,3369,289,96.5,8.3,
"De 30 a 34 años (015)",1381,3533,3377,166,95.6,4.7,
"De 35 a 39 años (016)",804,2688,2508,82,93.3,3.1,
"De 40 a 44 años (017)",407,1732,1577,25,91.1,1.4,
"De 45 a 49 años (018)",230,1145,1006,4,87.9,0.3,
"De 50 y más años (019)",331,1876,1483,,79.1,,
"Separado(a) (020)",2172,5678,5116,158,90.1,2.8,
"De 12 a 14 años (021)",4,3,3,1,100,33.3,
"De 15 a 19 años (022)",116,105,104,37,99,35.2,
"De 20 a 24 años (023)",364,449,423,54,94.2,12,
"De 25 a 29 años (024)",380,603,572,37,94.9,6.1,
"De 30 a 34 años (025)",342,690,647,16,93.8,2.3,
"De 35 a 39 años (026)",258,701,648,9,92.4,1.3,
"De 40 a 44 años (027)",208,741,681,4,91.9,0.5,
"De 45 a 49 años (028)",174,708,629,,88.8,,
"De 50 y más años (029)",326,1678,1409,,84,,
"Casado(a) (030)",17977,98277,82984,1379,84.4,1.4,
"De 12 a 14 años (031)",13,1,1,,100,,
"De 15 a 19 años (032)",205,178,162,55,91,30.9,
"De 20 a 24 años (033)",1020,1864,1768,259,94.8,13.9,
"De 25 a 29 años (034)",1581,4485,4232,282,94.4,6.3,
"De 30 a 34 años (035)",2087,7995,7390,310,92.4,3.9,
