"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",878,26,293,314,215,30
"Ocupación no especificada (037)",57,,13,21,17,6
"Desocupado (038)",51,,39,8,4,
,,,,,,
"URBANA (039)",3494,74,1090,1228,911,191
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",19,,1,7,9,2
"Profes., científicos e intelectuales (041)",289,,49,146,88,6
"Técnicos de nivel medio y trab.asimilados (042)",129,,38,52,35,4
"Jefes y empleados de oficina (043)",129,,39,46,44,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",440,7,109,159,135,30
"Agricult.trabaj. calif. agrop. y pesqueros (045)",253,,43,79,84,47
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",239,4,86,79,59,11
"Obreros construc., conf., papel, fab., instr. (047)",284,2,86,110,78,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",1468,60,538,476,329,65
"Otra (049)",13,,3,9,1,
"Ocupación no especificada (050)",111,,38,39,22,12
"Desocupado (051)",120,1,60,26,27,6
"Hombres (052)",2191,49,686,730,581,145
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",15,,1,5,7,2
"Profes., científicos e intelectuales (054)",124,,20,53,47,4
"Técnicos de nivel medio y trab.asimilados (055)",68,,21,24,21,2
"Jefes y empleados de oficina (056)",69,,16,25,28,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",176,6,36,66,55,13
"Agricult.trabaj. calif. agrop. y pesqueros (058)",217,,38,60,76,43
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",209,4,78,68,50,9
"Obreros construc., conf., papel, fab., instr. (060)",273,1,82,108,75,7
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",877,37,329,270,190,51
"Otra (062)",13,,3,9,1,
"Ocupación no especificada (063)",62,,26,21,7,8
"Desocupado (064)",88,1,36,21,24,6
"Mujeres (065)",1303,25,404,498,330,46
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",4,,,2,2,
"Profes., científicos e intelectuales (067)",165,,29,93,41,2
"Técnicos de nivel medio y trab.asimilados (068)",61,,17,28,14,2
"Jefes y empleados de oficina (069)",60,,23,21,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",264,1,73,93,80,17
"Agricult.trabaj. calif. agrop. y pesqueros (071)",36,,5,19,8,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",30,,8,11,9,2
"Obreros construc., conf., papel, fab., instr. (073)",11,1,4,2,3,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",591,23,209,206,139,14
"Ocupación no especificada (076)",49,,12,18,15,4
"Desocupado (077)",32,,24,5,3,
,,,,,,
"RURAL (078)",1853,17,593,606,505,132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,,1,3,3,
"Profes., científicos e intelectuales (080)",66,,21,24,21,
"Técnicos de nivel medio y trab.asimilados (081)",27,,9,13,5,
"Jefes y empleados de oficina (082)",26,,12,10,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",83,,18,46,18,1
"Agricult.trabaj. calif. agrop. y pesqueros (084)",354,1,40,89,154,70
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",154,1,71,53,26,3
"Obreros construc., conf., papel, fab., instr. (086)",70,1,24,26,18,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",981,13,356,326,236,50
"Ocupación no especificada (089)",28,,7,6,9,6
"Desocupado (090)",57,1,34,10,11,1
"Hombres (091)",1379,14,449,423,386,107
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,,,2,2,
"Profes., científicos e intelectuales (093)",22,,6,6,10,
"Técnicos de nivel medio y trab.asimilados (094)",21,,5,11,5,
"Jefes y empleados de oficina (095)",13,,7,5,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",36,,10,17,9,
"Agricult.trabaj. calif. agrop. y pesqueros (097)",322,1,36,80,141,64
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",139,1,64,48,23,3
"Obreros construc., conf., papel, fab., instr. (099)",70,1,24,26,18,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",694,10,272,218,160,34
"Ocupación no especificada (102)",20,,6,3,7,4
"Desocupado (103)",38,1,19,7,10,1
"Mujeres (104)",474,3,144,183,119,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",3,,1,1,1,
"Profes., científicos e intelectuales (106)",44,,15,18,11,
"Técnicos de nivel medio y trab.asimilados (107)",6,,4,2,,
"Jefes y empleados de oficina (108)",13,,5,5,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",47,,8,29,9,1
"Agricult.trabaj. calif. agrop. y pesqueros (110)",32,,4,9,13,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",15,,7,5,3,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",287,3,84,108,76,16
"Ocupación no especificada (115)",8,,1,3,2,2
"Desocupado (116)",19,,15,3,1,
