"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAURICOCHA (000)",32948,1777,4830,5302,3419,4962,4310,6279,2069
"Sin nivel (001)",4557,1777,730,172,115,217,269,738,539
"Educación inicial (002)",691,,665,8,6,5,7,,
"Primaria (003)",14582,,3435,3598,560,1067,1441,3181,1300
"Secundaria (004)",10236,,,1524,2571,2512,1808,1662,159
"Superior no univ. incompleto (005)",792,,,,109,383,177,103,20
"Superior no univ. completo (006)",883,,,,,367,274,227,15
"Superior univ. incompleto (007)",428,,,,58,211,84,70,5
"Superior univ. completo (008)",779,,,,,200,250,298,31
"Hombres (010)",17103,931,2470,2811,1815,2589,2279,3217,991
"Sin nivel (011)",1904,931,382,99,40,75,82,194,101
"Educación inicial (012)",331,,321,4,3,2,1,,
"Primaria (013)",6875,,1767,1870,248,355,550,1362,723
"Secundaria (014)",6141,,,838,1445,1457,1136,1145,120
"Superior no univ. incompleto (015)",504,,,,51,229,124,86,14
"Superior no univ. completo (016)",560,,,,,224,165,159,12
"Superior univ. incompleto (017)",257,,,,28,122,56,48,3
"Superior univ. completo (018)",531,,,,,125,165,223,18
"Mujeres (020)",15845,846,2360,2491,1604,2373,2031,3062,1078
"Sin nivel (021)",2653,846,348,73,75,142,187,544,438
"Educación inicial (022)",360,,344,4,3,3,6,,
"Primaria (023)",7707,,1668,1728,312,712,891,1819,577
"Secundaria (024)",4095,,,686,1126,1055,672,517,39
"Superior no univ. incompleto (025)",288,,,,58,154,53,17,6
"Superior no univ. completo (026)",323,,,,,143,109,68,3
"Superior univ. incompleto (027)",171,,,,30,89,28,22,2
"Superior univ. completo (028)",248,,,,,75,85,75,13
,,,,,,,,,
"URBANA (030)",7452,358,989,1167,867,1064,972,1498,537
"Sin nivel (031)",687,358,77,3,5,11,22,105,106
"Educación inicial (032)",208,,191,5,5,4,3,,
"Primaria (033)",2884,,721,747,98,132,224,624,338
"Secundaria (034)",2481,,,412,686,518,387,426,52
"Superior no univ. incompleto (035)",254,,,,39,111,53,41,10
"Superior no univ. completo (036)",349,,,,,115,107,115,12
"Superior univ. incompleto (037)",186,,,,34,92,31,26,3
"Superior univ. completo (038)",403,,,,,81,145,161,16
"Hombres (040)",3697,197,487,622,468,502,460,717,244
"Sin nivel (041)",286,197,45,3,2,4,2,17,16
"Educación inicial (042)",94,,88,3,2,1,,,
"Primaria (043)",1260,,354,379,35,44,73,215,160
"Secundaria (044)",1376,,,237,400,248,200,252,39
"Superior no univ. incompleto (045)",147,,,,13,60,34,34,6
"Superior no univ. completo (046)",188,,,,,55,51,73,9
"Superior univ. incompleto (047)",93,,,,16,46,15,14,2
"Superior univ. completo (048)",253,,,,,44,85,112,12
"Mujeres (050)",3755,161,502,545,399,562,512,781,293
"Sin nivel (051)",401,161,32,,3,7,20,88,90
"Educación inicial (052)",114,,103,2,3,3,3,,
"Primaria (053)",1624,,367,368,63,88,151,409,178
"Secundaria (054)",1105,,,175,286,270,187,174,13
"Superior no univ. incompleto (055)",107,,,,26,51,19,7,4
"Superior no univ. completo (056)",161,,,,,60,56,42,3
"Superior univ. incompleto (057)",93,,,,18,46,16,12,1
"Superior univ. completo (058)",150,,,,,37,60,49,4
,,,,,,,,,
"RURAL (060)",25496,1419,3841,4135,2552,3898,3338,4781,1532
"Sin nivel (061)",3870,1419,653,169,110,206,247,633,433
"Educación inicial (062)",483,,474,3,1,1,4,,
"Primaria (063)",11698,,2714,2851,462,935,1217,2557,962
"Secundaria (064)",7755,,,1112,1885,1994,1421,1236,107
"Superior no univ. incompleto (065)",538,,,,70,272,124,62,10
"Superior no univ. completo (066)",534,,,,,252,167,112,3
"Superior univ. incompleto (067)",242,,,,24,119,53,44,2
"Superior univ. completo (068)",376,,,,,119,105,137,15
"Hombres (070)",13406,734,1983,2189,1347,2087,1819,2500,747
"Sin nivel (071)",1618,734,337,96,38,71,80,177,85
"Educación inicial (072)",237,,233,1,1,1,1,,
"Primaria (073)",5615,,1413,1491,213,311,477,1147,563
"Secundaria (074)",4765,,,601,1045,1209,936,893,81
"Superior no univ. incompleto (075)",357,,,,38,169,90,52,8
"Superior no univ. completo (076)",372,,,,,169,114,86,3
"Superior univ. incompleto (077)",164,,,,12,76,41,34,1
"Superior univ. completo (078)",278,,,,,81,80,111,6
"Mujeres (080)",12090,685,1858,1946,1205,1811,1519,2281,785
"Sin nivel (081)",2252,685,316,73,72,135,167,456,348
"Educación inicial (082)",246,,241,2,,,3,,
"Primaria (083)",6083,,1301,1360,249,624,740,1410,399
"Secundaria (084)",2990,,,511,840,785,485,343,26
"Superior no univ. incompleto (085)",181,,,,32,103,34,10,2
"Superior no univ. completo (086)",162,,,,,83,53,26,
"Superior univ. incompleto (087)",78,,,,12,43,12,10,1
"Superior univ. completo (088)",98,,,,,38,25,26,9
