"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",97,,,7,25,13,35,6,11
"Jefes y empleados de oficina (040)",66,,,1,21,6,22,4,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",354,9,,122,114,25,40,15,29
"Agricult.trabaj. calif.agrop. y pesquros (042)",367,11,1,179,106,21,21,5,23
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",163,6,,68,57,11,11,4,6
"Obreros. construc., conf., papel, fab., instr (044)",135,1,,37,68,8,8,2,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",781,31,4,342,308,32,34,10,20
"Otra (046)",25,,,,2,1,15,2,5
"Ocupación no especificada (047)",63,6,,22,22,3,8,1,1
"Hombres (048)",1635,22,5,584,571,90,164,41,158
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",8,,,1,1,,2,1,3
"Profes., científicos e intelectuales (050)",124,,,,4,2,42,3,73
"Técnicos de nivel medio ytrab.asimilados (051)",63,,,3,18,10,19,5,8
"Jefes y empleados de oficina (052)",27,,,1,8,2,9,3,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",153,,,46,62,10,16,9,10
"Agricult.trabaj. calif.agrop. y pesquros (054)",356,10,1,174,102,21,20,5,23
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",131,1,,53,52,9,8,3,5
"Obreros. construc., conf., papel, fab., instr (056)",135,1,,37,68,8,8,2,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",592,10,4,264,243,25,24,7,15
"Otra (058)",24,,,,2,1,14,2,5
"Ocupación no especificada (059)",22,,,5,11,2,2,1,1
"Mujeres (060)",708,42,,195,166,43,132,20,110
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,1,,1,,1
"Profes., científicos e intelectuales (062)",157,,,,8,11,57,8,73
"Técnicos de nivel medio ytrab.asimilados (063)",34,,,4,7,3,16,1,3
"Jefes y empleados de oficina (064)",39,,,,13,4,13,1,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",201,9,,76,52,15,24,6,19
"Agricult.trabaj. calif.agrop. y pesquros (066)",11,1,,5,4,,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",32,5,,15,5,2,3,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",189,21,,78,65,7,10,3,5
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",41,6,,17,11,1,6,,
,,,,,,,,,
"RURAL (072)",7871,748,42,4361,1954,127,252,68,319
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,,,1,1,,,1,1
"Profes., científicos e intelectuales (074)",322,,,,22,21,66,19,194
"Técnicos de nivel medio ytrab.asimilados (075)",102,1,,4,14,16,33,6,28
"Jefes y empleados de oficina (076)",68,,,,23,3,7,3,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",157,8,,67,56,4,12,3,7
"Agricult.trabaj. calif.agrop. y pesquros (078)",3498,414,18,2344,652,15,39,11,5
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",629,16,2,225,291,20,42,13,20
"Obreros. construc., conf., papel, fab., instr (080)",239,1,,88,105,9,17,4,15
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2674,273,22,1535,753,37,33,7,14
"Otra (082)",1,,,,,,,1,
"Ocupación no especificada (083)",177,35,,97,37,2,3,,3
"Hombres (084)",7122,640,40,4052,1805,102,200,60,223
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,1,1,,,1,1
"Profes., científicos e intelectuales (086)",164,,,,5,6,30,11,112
"Técnicos de nivel medio ytrab.asimilados (087)",89,,,3,11,14,30,6,25
"Jefes y empleados de oficina (088)",56,,,,17,2,5,3,29
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",81,2,,30,33,2,7,3,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",3445,396,18,2320,642,15,39,11,4
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",605,15,2,212,283,20,41,13,19
"Obreros. construc., conf., papel, fab., instr (092)",238,1,,88,105,8,17,4,15
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2391,218,20,1376,693,35,29,7,13
"Otra (094)",1,,,,,,,1,
"Ocupación no especificada (095)",48,8,,22,15,,2,,1
"Mujeres (096)",749,108,2,309,149,25,52,8,96
"Profes., científicos e intelectuales (098)",158,,,,17,15,36,8,82
"Técnicos de nivel medio ytrab.asimilados (099)",13,1,,1,3,2,3,,3
"Jefes y empleados de oficina (100)",12,,,,6,1,2,,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",76,6,,37,23,2,5,,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",53,18,,24,10,,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",24,1,,13,8,,1,,1
"Obreros. construc., conf., papel, fab., instr (104)",1,,,,,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",283,55,2,159,60,2,4,,1
"Ocupación no especificada (107)",129,27,,75,22,2,1,,2
