"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",453,281,90,47,35
"Hogares privados con servicio doméstico (041)",79,79,,,
"Organiz. y organos extraterritoriales (042)",1,,,,1
"Actividad economica no especificada (043)",510,336,72,64,38
"Mujeres (044)",7666,5318,838,801,709
"Agric., ganadería, caza y silvicultura (045)",940,533,245,149,13
"Pesca (046)",15,14,1,,
"Explotación de minas y canteras (047)",147,48,43,25,31
"Industrias manufactureras (048)",207,169,17,12,9
"Suministro de electricidad, gas y agua (049)",4,,1,2,1
"Construcción (050)",41,14,6,10,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2416,2262,121,31,2
"Venta, mant.y rep. veh.autom y motoc. (052)",56,45,8,3,
"Comercio al por mayor (053)",93,65,19,7,2
"Comercio al por menor (054)",2267,2152,94,21,
"Hoteles y restaurantes (055)",1038,816,119,94,9
"Trans., almac. y comunicaciones (056)",213,164,14,21,14
"Intermediación financiera (057)",59,10,13,26,10
"Activid.inmobil., empres. y alquileres (058)",339,197,45,65,32
"Admin.pub. y defensa; p. segur soc.afil (059)",266,,,,266
"Enseñanza (060)",692,109,124,308,151
"Servicios sociales y de salud (061)",221,54,13,19,135
"Otras activ. serv.comun.soc y personales (062)",350,270,44,21,15
"Hogares privados con servicio doméstico (063)",459,459,,,
"Actividad economica no especificada (065)",259,199,32,18,10
,,,,,
"URBANA (066)",20586,12675,2426,2337,3148
"Agric., ganadería, caza y silvicultura (067)",1912,1243,384,233,52
"Pesca (068)",285,239,42,2,2
"Explotación de minas y canteras (069)",2507,694,444,356,1013
"Industrias manufactureras (070)",1064,688,99,146,131
"Suministro de electricidad, gas y agua (071)",69,15,4,27,23
"Construcción (072)",1625,1009,228,180,208
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4318,3799,312,140,67
"Venta, mant.y rep. veh.autom y motoc. (074)",568,380,83,48,57
"Comercio al por mayor (075)",225,137,42,36,10
"Comercio al por menor (076)",3525,3282,187,56,
"Hoteles y restaurantes (077)",1416,1077,173,146,20
"Trans., almac. y comunicaciones (078)",2219,1716,170,209,124
"Intermediación financiera (079)",116,24,20,50,22
"Activid.inmobil., empres. y alquileres (080)",1112,528,141,227,216
"Admin.pub. y defensa; p. segur soc.afil (081)",718,,,,718
"Enseñanza (082)",1018,124,177,459,258
"Servicios sociales y de salud (083)",338,95,15,29,199
"Otras activ. serv.comun.soc y personales (084)",765,523,129,65,48
"Hogares privados con servicio doméstico (085)",507,507,,,
"Organiz. y organos extraterritoriales (086)",1,,,,1
"Actividad economica no especificada (087)",596,394,88,68,46
"Hombres (088)",13615,7809,1738,1613,2455
"Agric., ganadería, caza y silvicultura (089)",1408,966,262,141,39
"Pesca (090)",270,225,41,2,2
"Explotación de minas y canteras (091)",2371,648,405,336,982
"Industrias manufactureras (092)",867,526,84,134,123
"Suministro de electricidad, gas y agua (093)",66,15,4,25,22
"Construcción (094)",1585,996,222,170,197
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1982,1615,193,109,65
"Venta, mant.y rep. veh.autom y motoc. (096)",515,338,75,45,57
"Comercio al por mayor (097)",133,73,23,29,8
"Comercio al por menor (098)",1334,1204,95,35,
"Hoteles y restaurantes (099)",405,283,55,56,11
"Trans., almac. y comunicaciones (100)",2012,1557,156,189,110
"Intermediación financiera (101)",57,14,7,24,12
"Activid.inmobil., empres. y alquileres (102)",781,337,97,162,185
"Admin.pub. y defensa; p. segur soc.afil (103)",459,,,,459
"Enseñanza (104)",352,25,62,155,110
"Servicios sociales y de salud (105)",121,42,3,10,66
"Otras activ. serv.comun.soc y personales (106)",426,259,89,44,34
"Hogares privados con servicio doméstico (107)",74,74,,,
"Organiz. y organos extraterritoriales (108)",1,,,,1
"Actividad economica no especificada (109)",378,227,58,56,37
"Mujeres (110)",6971,4866,688,724,693
"Agric., ganadería, caza y silvicultura (111)",504,277,122,92,13
"Pesca (112)",15,14,1,,
"Explotación de minas y canteras (113)",136,46,39,20,31
"Industrias manufactureras (114)",197,162,15,12,8
"Suministro de electricidad, gas y agua (115)",3,,,2,1
"Construcción (116)",40,13,6,10,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2336,2184,119,31,2
"Venta, mant.y rep. veh.autom y motoc. (118)",53,42,8,3,
"Comercio al por mayor (119)",92,64,19,7,2
"Comercio al por menor (120)",2191,2078,92,21,
"Hoteles y restaurantes (121)",1011,794,118,90,9
"Trans., almac. y comunicaciones (122)",207,159,14,20,14
"Intermediación financiera (123)",59,10,13,26,10
"Activid.inmobil., empres. y alquileres (124)",331,191,44,65,31
"Admin.pub. y defensa; p. segur soc.afil (125)",259,,,,259
"Enseñanza (126)",666,99,115,304,148
"Servicios sociales y de salud (127)",217,53,12,19,133
"Otras activ. serv.comun.soc y personales (128)",339,264,40,21,14
"Hogares privados con servicio doméstico (129)",433,433,,,
"Actividad economica no especificada (131)",218,167,30,12,9
,,,,,
"RURAL (132)",2769,1979,498,233,59
"Agric., ganadería, caza y silvicultura (133)",1868,1327,377,158,6
"Pesca (134)",4,3,1,,
"Explotación de minas y canteras (135)",203,118,47,21,17
"Industrias manufactureras (136)",38,23,9,5,1
"Suministro de electricidad, gas y agua (137)",2,,2,,
"Construcción (138)",42,36,3,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",140,135,5,,
"Venta, mant.y rep. veh.autom y motoc. (140)",22,22,,,
"Comercio al por mayor (141)",4,4,,,
"Comercio al por menor (142)",114,109,5,,
"Hoteles y restaurantes (143)",33,24,2,7,
"Trans., almac. y comunicaciones (144)",85,70,11,4,
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",50,29,7,9,5
"Admin.pub. y defensa; p. segur soc.afil (147)",16,,,,16
"Enseñanza (148)",40,12,12,9,7
"Servicios sociales y de salud (149)",5,1,1,,3
"Otras activ. serv.comun.soc y personales (150)",38,28,5,3,2
"Hogares privados con servicio doméstico (151)",31,31,,,
"Actividad economica no especificada (153)",173,141,16,14,2
"Hombres (154)",2074,1527,348,156,43
"Agric., ganadería, caza y silvicultura (155)",1432,1071,254,101,6
"Pesca (156)",4,3,1,,
"Explotación de minas y canteras (157)",192,116,43,16,17
"Industrias manufactureras (158)",28,16,7,5,
"Suministro de electricidad, gas y agua (159)",1,,1,,
"Construcción (160)",41,35,3,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",60,57,3,,
"Venta, mant.y rep. veh.autom y motoc. (162)",19,19,,,
"Comercio al por mayor (163)",3,3,,,
"Comercio al por menor (164)",38,35,3,,
"Hoteles y restaurantes (165)",6,2,1,3,
"Trans., almac. y comunicaciones (166)",79,65,11,3,
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",42,23,6,9,4
"Admin.pub. y defensa; p. segur soc.afil (169)",9,,,,9
"Enseñanza (170)",14,2,3,5,4
"Servicios sociales y de salud (171)",1,,,,1
"Otras activ. serv.comun.soc y personales (172)",27,22,1,3,1
"Hogares privados con servicio doméstico (173)",5,5,,,
"Actividad economica no especificada (175)",132,109,14,8,1
"Mujeres (176)",695,452,150,77,16
"Agric., ganadería, caza y silvicultura (177)",436,256,123,57,
"Explotación de minas y canteras (179)",11,2,4,5,
"Industrias manufactureras (180)",10,7,2,,1
"Suministro de electricidad, gas y agua (181)",1,,1,,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",80,78,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",3,3,,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",76,74,2,,
"Hoteles y restaurantes (187)",27,22,1,4,
"Trans., almac. y comunicaciones (188)",6,5,,1,
"Activid.inmobil., empres. y alquileres (190)",8,6,1,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",7,,,,7
"Enseñanza (192)",26,10,9,4,3
"Servicios sociales y de salud (193)",4,1,1,,2
"Otras activ. serv.comun.soc y personales (194)",11,6,4,,1
"Hogares privados con servicio doméstico (195)",26,26,,,
"Actividad economica no especificada (197)",41,32,2,6,1
