"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",11,18,18,,100,,
"De 45 a 49 años (038)",5,14,10,,71.4,,
"De 50 y más años (039)",16,73,63,,86.3,,
"No PEA (040)",17905,49516,43165,598,87.2,1.2,
"De 12 a 14 años (041)",2486,6,5,,83.3,,
"De 15 a 19 años (042)",2599,174,169,48,97.1,27.6,
"De 20 a 24 años (043)",1426,983,951,164,96.7,16.7,
"De 25 a 29 años (044)",1161,1999,1900,144,95,7.2,
"De 30 a 34 años (045)",1027,2641,2507,103,94.9,3.9,
"De 35 a 39 años (046)",1096,3722,3506,89,94.2,2.4,
"De 40 a 44 años (047)",1036,4307,4001,41,92.9,1,
"De 45 a 49 años (048)",932,4310,3918,9,90.9,0.2,
"De 50 y más años (049)",6142,31374,26208,,83.5,,
,,,,,,,
"URBANA (060)",5387,11677,10738,195,92,1.7,
"De 12 a 14 años (061)",507,5,5,,100,,
"De 15 a 19 años (062)",740,65,64,17,98.5,26.2,
"De 20 a 24 años (063)",620,324,317,53,97.8,16.4,
"De 25 a 29 años (064)",529,692,675,49,97.5,7.1,
"De 30 a 34 años (065)",489,1013,980,42,96.7,4.1,
"De 35 a 39 años (066)",474,1271,1220,22,96,1.7,
"De 40 a 44 años (067)",483,1551,1472,10,94.9,0.6,
"De 45 a 49 años (068)",351,1251,1178,2,94.2,0.2,
"De 50 y más años (069)",1194,5505,4827,,87.7,,
"PEA (070)",2158,5329,4912,87,92.2,1.6,
"De 12 a 14 años (071)",36,1,1,,100,,
"De 15 a 19 años (072)",148,30,30,13,100,43.3,
"De 20 a 24 años (073)",241,131,127,19,96.9,14.5,
"De 25 a 29 años (074)",257,307,300,25,97.7,8.1,
"De 30 a 34 años (075)",270,493,478,21,97,4.3,
"De 35 a 39 años (076)",256,661,633,6,95.8,0.9,
"De 40 a 44 años (077)",258,779,745,3,95.6,0.4,
"De 45 a 49 años (078)",195,640,599,,93.6,,
"De 50 y más años (079)",497,2287,1999,,87.4,,
"Ocupada (080)",2033,5157,4753,80,92.2,1.6,
"De 12 a 14 años (081)",33,1,1,,100,,
"De 15 a 19 años (082)",126,28,28,12,100,42.9,
"De 20 a 24 años (083)",213,111,107,17,96.4,15.3,
"De 25 a 29 años (084)",232,290,283,23,97.6,7.9,
"De 30 a 34 años (085)",250,458,445,19,97.2,4.1,
"De 35 a 39 años (086)",249,639,611,6,95.6,0.9,
"De 40 a 44 años (087)",252,767,733,3,95.6,0.4,
"De 45 a 49 años (088)",191,631,593,,94,,
"De 50 y más años (089)",487,2232,1952,,87.5,,
"Desocupada (090)",125,172,159,7,92.4,4.1,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",22,2,2,1,100,50,
"De 20 a 24 años (093)",28,20,20,2,100,10,
"De 25 a 29 años (094)",25,17,17,2,100,11.8,
"De 30 a 34 años (095)",20,35,33,2,94.3,5.7,
"De 35 a 39 años (096)",7,22,22,,100,,
"De 40 a 44 años (097)",6,12,12,,100,,
"De 45 a 49 años (098)",4,9,6,,66.7,,
"De 50 y más años (099)",10,55,47,,85.5,,
"No PEA (100)",3229,6348,5826,108,91.8,1.7,
"De 12 a 14 años (101)",471,4,4,,100,,
"De 15 a 19 años (102)",592,35,34,4,97.1,11.4,
"De 20 a 24 años (103)",379,193,190,34,98.4,17.6,
"De 25 a 29 años (104)",272,385,375,24,97.4,6.2,
"De 30 a 34 años (105)",219,520,502,21,96.5,4,
"De 35 a 39 años (106)",218,610,587,16,96.2,2.6,
"De 40 a 44 años (107)",225,772,727,7,94.2,0.9,
"De 45 a 49 años (108)",156,611,579,2,94.8,0.3,
"De 50 y más años (109)",697,3218,2828,,87.9,,
,,,,,,,
"RURAL (120)",22417,70102,61154,794,87.2,1.1,
"De 12 a 14 años (121)",2107,4,1,,25,,
"De 15 a 19 años (122)",2511,221,213,74,96.4,33.5,
"De 20 a 24 años (123)",1759,1306,1262,217,96.6,16.6,
"De 25 a 29 años (124)",1598,2706,2572,192,95,7.1,
"De 30 a 34 años (125)",1499,3830,3614,136,94.4,3.6,
"De 35 a 39 años (126)",1543,5314,4959,111,93.3,2.1,
"De 40 a 44 años (127)",1511,6389,5889,55,92.2,0.9,
"De 45 a 49 años (128)",1421,6725,6113,9,90.9,0.1,
"De 50 y más años (129)",8468,43607,36531,,83.8,,
"PEA (130)",7741,26934,23815,305,88.4,1.1,
"De 12 a 14 años (131)",92,2,,,,,
"De 15 a 19 años (132)",504,82,78,30,95.1,36.6,
"De 20 a 24 años (133)",712,516,501,87,97.1,16.9,
"De 25 a 29 años (134)",709,1092,1047,73,95.9,6.7,
"De 30 a 34 años (135)",691,1709,1609,54,94.1,3.2,
"De 35 a 39 años (136)",665,2202,2040,38,92.6,1.7,
"De 40 a 44 años (137)",700,2854,2615,21,91.6,0.7,
"De 45 a 49 años (138)",645,3026,2774,2,91.7,0.1,
"De 50 y más años (139)",3023,15451,13151,,85.1,,
"Ocupada (140)",7623,26875,23761,304,88.4,1.1,
"De 12 a 14 años (141)",86,2,,,,,
"De 15 a 19 años (142)",462,80,76,30,95,37.5,
"De 20 a 24 años (143)",681,513,498,87,97.1,17,
"De 25 a 29 años (144)",693,1078,1033,73,95.8,6.8,
"De 30 a 34 años (145)",684,1704,1604,54,94.1,3.2,
"De 35 a 39 años (146)",661,2196,2036,37,92.7,1.7,
"De 40 a 44 años (147)",695,2848,2609,21,91.6,0.7,
"De 45 a 49 años (148)",644,3021,2770,2,91.7,0.1,
"De 50 y más años (149)",3017,15433,13135,,85.1,,
"Desocupada (150)",118,59,54,1,91.5,1.7,
"De 12 a 14 años (151)",6,,,,,,
"De 15 a 19 años (152)",42,2,2,,100,,
"De 20 a 24 años (153)",31,3,3,,100,,
"De 25 a 29 años (154)",16,14,14,,100,,
"De 30 a 34 años (155)",7,5,5,,100,,
"De 35 a 39 años (156)",4,6,4,1,66.7,16.7,
"De 40 a 44 años (157)",5,6,6,,100,,
"De 45 a 49 años (158)",1,5,4,,80,,
"De 50 y más años (159)",6,18,16,,88.9,,
"No PEA (160)",14676,43168,37339,489,86.5,1.1,
"De 12 a 14 años (161)",2015,2,1,,50,,
"De 15 a 19 años (162)",2007,139,135,44,97.1,31.7,
"De 20 a 24 años (163)",1047,790,761,130,96.3,16.5,
"De 25 a 29 años (164)",889,1614,1525,119,94.5,7.4,
"De 30 a 34 años (165)",808,2121,2005,82,94.5,3.9,
"De 35 a 39 años (166)",878,3112,2919,73,93.8,2.3,
"De 40 a 44 años (167)",811,3535,3274,34,92.6,1,
"De 45 a 49 años (168)",776,3699,3339,7,90.3,0.2,
"De 50 y más años (169)",5445,28156,23380,,83,,
