"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia AYMARAES (000)",8055,110,289,721,1009,1578,2752,1596
"De 12 a 14 años (001)",14,,,,,,1,13
"De 15 a 19 años (002)",185,,,,,,114,71
"De 20 a 24 años (003)",605,,,,,3,400,202
"De 25 a 29 años (004)",791,,,,,30,612,149
"De 30 a 34 años (005)",837,,,,,115,590,132
"De 35 a 39 años (006)",758,,,,2,197,477,82
"De 40 a 44 años (007)",738,,,,18,281,365,74
"De 45 a 49 años (008)",625,,,4,52,341,158,70
"De 50 y más años (009)",3502,110,289,717,937,611,35,803
"Sin nivel (010)",3180,99,228,529,615,532,420,757
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",3,,,,,,2,1
"De 20 a 24 años (013)",29,,,,,,18,11
"De 25 a 29 años (014)",54,,,,,2,43,9
"De 30 a 34 años (015)",102,,,,,8,74,20
"De 35 a 39 años (016)",125,,,,,26,83,16
"De 40 a 44 años (017)",209,,,,4,64,117,24
"De 45 a 49 años (018)",206,,,1,15,98,65,27
"De 50 y más años (019)",2451,99,228,528,596,334,18,648
"Educacion Inicial (020)",8,,,,,1,4,3
"De 15 a 19 años (022)",1,,,,,,,1
"De 25 a 29 años (024)",3,,,,,,2,1
"De 30 a 34 años (025)",2,,,,,,1,1
"De 35 a 39 años (026)",2,,,,,1,1,
"Primaria (030)",2649,10,54,154,298,705,1096,332
"De 12 a 14 años (031)",5,,,,,,,5
"De 15 a 19 años (032)",56,,,,,,35,21
"De 20 a 24 años (033)",167,,,,,1,121,45
"De 25 a 29 años (034)",280,,,,,11,240,29
"De 30 a 34 años (035)",355,,,,,56,255,44
"De 35 a 39 años (036)",349,,,,,104,218,27
"De 40 a 44 años (037)",314,,,,8,134,153,19
"De 45 a 49 años (038)",277,,,1,24,169,61,22
"De 50 y más años (039)",846,10,54,153,266,230,13,120
"Secundaria (040)",1575,,3,24,68,221,946,313
"De 12 a 14 años (041)",8,,,,,,1,7
"De 15 a 19 años (042)",122,,,,,,74,48
"De 20 a 24 años (043)",351,,,,,2,240,109
"De 25 a 29 años (044)",309,,,,,12,241,56
"De 30 a 34 años (045)",232,,,,,29,180,23
"De 35 a 39 años (046)",178,,,,2,38,119,19
"De 40 a 44 años (047)",137,,,,5,52,63,17
"De 45 a 49 años (048)",93,,,1,8,51,24,9
"De 50 y más años (049)",145,,3,23,53,37,4,25
"Sup. no Univ. incompleta (050)",159,,1,5,5,17,84,47
"De 15 a 19 años (052)",2,,,,,,2,
"De 20 a 24 años (053)",26,,,,,,13,13
