"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN IGNACIO (000)",121183,7040,18735,18129,13128,20832,15979,21806,5534
"Sin nivel (001)",19546,7040,2158,207,291,1044,1438,4783,2585
"Educación inicial (002)",3500,,3417,20,8,36,19,,
"Primaria (003)",66028,,13160,13415,4271,10142,8846,13422,2772
"Secundaria (004)",26494,,,4487,8127,7387,4013,2373,107
"Superior no univ. incompleto (005)",1608,,,,304,731,358,202,13
"Superior no univ. completo (006)",1737,,,,,744,603,368,22
"Superior univ. incompleto (007)",786,,,,127,356,180,116,7
"Superior univ. completo (008)",1484,,,,,392,522,542,28
"Hombres (010)",64598,3608,9677,9442,7195,11069,8567,11933,3107
"Sin nivel (011)",8382,3608,1131,112,144,415,506,1509,957
"Educación inicial (012)",1787,,1749,9,5,12,12,,
"Primaria (013)",35929,,6797,7001,2359,5149,4632,7968,2023
"Secundaria (014)",15422,,,2320,4479,4375,2510,1653,85
"Superior no univ. incompleto (015)",841,,,,142,356,195,137,11
"Superior no univ. completo (016)",962,,,,,377,336,233,16
"Superior univ. incompleto (017)",439,,,,66,191,94,87,1
"Superior univ. completo (018)",836,,,,,194,282,346,14
"Mujeres (020)",56585,3432,9058,8687,5933,9763,7412,9873,2427
"Sin nivel (021)",11164,3432,1027,95,147,629,932,3274,1628
"Educación inicial (022)",1713,,1668,11,3,24,7,,
"Primaria (023)",30099,,6363,6414,1912,4993,4214,5454,749
"Secundaria (024)",11072,,,2167,3648,3012,1503,720,22
"Superior no univ. incompleto (025)",767,,,,162,375,163,65,2
"Superior no univ. completo (026)",775,,,,,367,267,135,6
"Superior univ. incompleto (027)",347,,,,61,165,86,29,6
"Superior univ. completo (028)",648,,,,,198,240,196,14
,,,,,,,,,
"URBANA (030)",19362,812,2403,2667,2337,3504,2825,3900,914
"Sin nivel (031)",1840,812,182,29,25,75,94,376,247
"Educación inicial (032)",533,,520,5,1,6,1,,
"Primaria (033)",7325,,1701,1651,300,575,692,1835,571
"Secundaria (034)",6302,,,982,1747,1552,1081,891,49
"Superior no univ. incompleto (035)",927,,,,187,418,200,116,6
