"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1053,,,,,441,344,253,15
"Superior univ. incompleto (037)",451,,,,77,205,96,67,6
"Superior univ. completo (038)",931,,,,,232,317,362,20
"Hombres (040)",9893,412,1214,1318,1166,1764,1417,2111,491
"Sin nivel (041)",793,412,92,14,16,43,34,111,71
"Educación inicial (042)",273,,265,3,1,4,,,
"Primaria (043)",3696,,857,830,174,263,287,927,358
"Secundaria (044)",3322,,,471,854,811,590,559,37
"Superior no univ. incompleto (045)",458,,,,79,197,104,74,4
"Superior no univ. completo (046)",582,,,,,227,183,160,12
"Superior univ. incompleto (047)",243,,,,42,108,44,49,
"Superior univ. completo (048)",526,,,,,111,175,231,9
"Mujeres (050)",9469,400,1189,1349,1171,1740,1408,1789,423
"Sin nivel (051)",1047,400,90,15,9,32,60,265,176
"Educación inicial (052)",260,,255,2,,2,1,,
"Primaria (053)",3629,,844,821,126,312,405,908,213
"Secundaria (054)",2980,,,511,893,741,491,332,12
"Superior no univ. incompleto (055)",469,,,,108,221,96,42,2
"Superior no univ. completo (056)",471,,,,,214,161,93,3
"Superior univ. incompleto (057)",208,,,,35,97,52,18,6
"Superior univ. completo (058)",405,,,,,121,142,131,11
,,,,,,,,,
"RURAL (060)",101821,6228,16332,15462,10791,17328,13154,17906,4620
"Sin nivel (061)",17706,6228,1976,178,266,969,1344,4407,2338
"Educación inicial (062)",2967,,2897,15,7,30,18,,
"Primaria (063)",58703,,11459,11764,3971,9567,8154,11587,2201
"Secundaria (064)",20192,,,3505,6380,5835,2932,1482,58
"Superior no univ. incompleto (065)",681,,,,117,313,158,86,7
"Superior no univ. completo (066)",684,,,,,303,259,115,7
"Superior univ. incompleto (067)",335,,,,50,151,84,49,1
"Superior univ. completo (068)",553,,,,,160,205,180,8
"Hombres (070)",54705,3196,8463,8124,6029,9305,7150,9822,2616
"Sin nivel (071)",7589,3196,1039,98,128,372,472,1398,886
"Educación inicial (072)",1514,,1484,6,4,8,12,,
"Primaria (073)",32233,,5940,6171,2185,4886,4345,7041,1665
"Secundaria (074)",12100,,,1849,3625,3564,1920,1094,48
"Superior no univ. incompleto (075)",383,,,,63,159,91,63,7
"Superior no univ. completo (076)",380,,,,,150,153,73,4
"Superior univ. incompleto (077)",196,,,,24,83,50,38,1
"Superior univ. completo (078)",310,,,,,83,107,115,5
"Mujeres (080)",47116,3032,7869,7338,4762,8023,6004,8084,2004
"Sin nivel (081)",10117,3032,937,80,138,597,872,3009,1452
"Educación inicial (082)",1453,,1413,9,3,22,6,,
"Primaria (083)",26470,,5519,5593,1786,4681,3809,4546,536
"Secundaria (084)",8092,,,1656,2755,2271,1012,388,10
"Superior no univ. incompleto (085)",298,,,,54,154,67,23,
"Superior no univ. completo (086)",304,,,,,153,106,42,3
"Superior univ. incompleto (087)",139,,,,26,68,34,11,
"Superior univ. completo (088)",243,,,,,77,98,65,3
