"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BELLAVISTA (000)",19097,741,6843,6745,3912,856
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",35,,4,20,11,
"Profes., científicos e intelectuales (002)",765,,189,439,133,4
"Técnicos de nivel medio y trab. asimilados (003)",315,,116,124,60,15
"Jefes y empleados de oficina (004)",295,,122,127,44,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1521,50,495,604,327,45
"Agricult. trabaj. calif.agrop. y pesqueros (006)",7476,68,2110,2795,1960,543
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",542,4,177,216,121,24
"Obreros construc., conf., papel, fab., instr. (008)",797,2,289,330,170,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",6815,614,3156,1881,983,181
"Otra (010)",25,,5,17,3,
"Ocupación no especificada (011)",511,3,180,192,100,36
"Hombres (012)",14655,568,5247,5078,3059,703
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",29,,3,15,11,
"Profes., científicos e intelectuales (014)",393,,77,232,80,4
"Técnicos de nivel medio y trab. asimilados (015)",231,,87,84,48,12
"Jefes y empleados de oficina (016)",148,,49,66,31,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",661,28,200,249,156,28
"Agricult. trabaj. calif.agrop. y pesqueros (018)",7017,57,1957,2647,1855,501
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",460,4,159,178,100,19
"Obreros construc., conf., papel, fab., instr. (020)",786,1,286,328,165,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4728,475,2373,1189,569,122
"Otra (022)",24,,5,16,3,
"Ocupación no especificada (023)",178,3,51,74,41,9
"Mujeres (024)",4442,173,1596,1667,853,153
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",6,,1,5,,
"Profes., científicos e intelectuales (026)",372,,112,207,53,
"Técnicos de nivel medio y trab. asimilados (027)",84,,29,40,12,3
"Jefes y empleados de oficina (028)",147,,73,61,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",860,22,295,355,171,17
"Agricult. trabaj. calif.agrop. y pesqueros (030)",459,11,153,148,105,42
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",82,,18,38,21,5
"Obreros construc., conf., papel, fab., instr. (032)",11,1,3,2,5,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",2087,139,783,692,414,59
