"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MIGUEL (000)",14817,1542,2466,7967,173,2389,280
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",45,45,,,,,
"Profes., científicos e intelectuales (002)",973,877,,91,1,4,
"Técnicos de nivel medio y trab. asimilados (003)",152,108,,39,5,,
"Jefes y empleados de oficina (004)",158,158,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",579,77,4,417,6,75,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",6763,2,,6608,153,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",477,,83,336,4,54,
"Obreros construc.,conf., papel, fab., instr. (008)",362,72,121,151,1,16,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4870,80,2232,144,1,2134,279
"Otra (010)",57,57,,,,,
"Ocupación no especificada (011)",381,66,26,181,2,106,
"Hombres (012)",12409,928,2274,7105,162,1924,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",38,38,,,,,
"Profes., científicos e intelectuales (014)",526,470,,51,1,4,
"Técnicos de nivel medio y trab. asimilados (015)",104,68,,32,4,,
"Jefes y empleados de oficina (016)",95,95,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",292,49,1,220,3,19,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",6456,1,,6306,149,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",293,,64,210,3,16,
"Obreros construc.,conf., papel, fab., instr. (020)",348,71,118,141,1,16,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",4051,51,2078,75,1,1831,15
"Otra (022)",57,57,,,,,
"Ocupación no especificada (023)",149,28,13,70,,38,
"Mujeres (024)",2408,614,192,862,11,465,264
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,7,,,,,
"Profes., científicos e intelectuales (026)",447,407,,40,,,
"Técnicos de nivel medio y trab. asimilados (027)",48,40,,7,1,,
"Jefes y empleados de oficina (028)",63,63,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",287,28,3,197,3,56,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",307,1,,302,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",184,,19,126,1,38,
"Obreros construc.,conf., papel, fab., instr. (032)",14,1,3,10,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",819,29,154,69,,303,264
"Ocupación no especificada (035)",232,38,13,111,2,68,
,,,,,,,
"URBANA (036)",3078,981,429,1340,18,206,104
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",31,31,,,,,
"Profes., científicos e intelectuales (038)",597,535,,60,1,1,
"Técnicos de nivel medio y trab. asimilados (039)",91,68,,21,2,,
"Jefes y empleados de oficina (040)",116,116,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",418,47,2,306,2,61,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",585,1,,574,10,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",207,,48,140,3,16,
"Obreros construc.,conf., papel, fab., instr. (044)",198,44,57,94,,2,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",665,50,310,87,,115,103
"Otra (046)",49,49,,,,,
"Ocupación no especificada (047)",121,40,12,58,,11,
"Hombres (048)",2090,570,378,996,15,123,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",28,28,,,,,
"Profes., científicos e intelectuales (050)",297,265,,30,1,1,
"Técnicos de nivel medio y trab. asimilados (051)",60,43,,16,1,,
"Jefes y empleados de oficina (052)",64,64,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",201,31,1,154,1,14,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",539,,,529,10,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",166,,38,116,2,10,
"Obreros construc.,conf., papel, fab., instr. (056)",186,43,54,86,,2,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",441,27,279,39,,89,7
"Otra (058)",49,49,,,,,
"Ocupación no especificada (059)",59,20,6,26,,7,
"Mujeres (060)",988,411,51,344,3,83,96
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",300,270,,30,,,
"Técnicos de nivel medio y trab. asimilados (063)",31,25,,5,1,,
"Jefes y empleados de oficina (064)",52,52,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",217,16,1,152,1,47,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",46,1,,45,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",41,,10,24,1,6,
"Obreros construc.,conf., papel, fab., instr. (068)",12,1,3,8,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",224,23,31,48,,26,96
"Ocupación no especificada (071)",62,20,6,32,,4,
,,,,,,,
"RURAL (072)",11739,561,2037,6627,155,2183,176
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,14,,,,,
"Profes., científicos e intelectuales (074)",376,342,,31,,3,
"Técnicos de nivel medio y trab. asimilados (075)",61,40,,18,3,,
"Jefes y empleados de oficina (076)",42,42,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",161,30,2,111,4,14,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",6178,1,,6034,143,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",270,,35,196,1,38,
"Obreros construc.,conf., papel, fab., instr. (080)",164,28,64,57,1,14,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",4205,30,1922,57,1,2019,176
"Otra (082)",8,8,,,,,
"Ocupación no especificada (083)",260,26,14,123,2,95,
"Hombres (084)",10319,358,1896,6109,147,1801,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,10,,,,,
"Profes., científicos e intelectuales (086)",229,205,,21,,3,
"Técnicos de nivel medio y trab. asimilados (087)",44,25,,16,3,,
"Jefes y empleados de oficina (088)",31,31,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",91,18,,66,2,5,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",5917,1,,5777,139,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",127,,26,94,1,6,
"Obreros construc.,conf., papel, fab., instr. (092)",162,28,64,55,1,14,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",3610,24,1799,36,1,1742,8
"Otra (094)",8,8,,,,,
"Ocupación no especificada (095)",90,8,7,44,,31,
"Mujeres (096)",1420,203,141,518,8,382,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",147,137,,10,,,
"Técnicos de nivel medio y trab. asimilados (099)",17,15,,2,,,
"Jefes y empleados de oficina (100)",11,11,,,,,
