"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CHUMBIVILCAS (000)",75585,38166,37419,17505,8823,8682,58080,29343,28737
"Menores de 1 año (001)",1533,768,765,342,165,177,1191,603,588
"Menores de 1 mes (002)",116,53,63,36,14,22,80,39,41
"De 1 a 11 meses (003)",1417,715,702,306,151,155,1111,564,547
"De 1 a 4 años (004)",7884,4050,3834,1675,875,800,6209,3175,3034
"1 año (005)",1656,837,819,388,193,195,1268,644,624
"2 años (006)",2028,1070,958,416,218,198,1612,852,760
"3 años (007)",1958,981,977,428,222,206,1530,759,771
"4 años (008)",2242,1162,1080,443,242,201,1799,920,879
"De 5 a 9 años (009)",10778,5404,5374,2238,1122,1116,8540,4282,4258
"5 años (010)",1949,950,999,405,200,205,1544,750,794
"6 años (011)",1943,1043,900,395,213,182,1548,830,718
"7 años (012)",2285,1135,1150,492,245,247,1793,890,903
"8 años (013)",2363,1190,1173,484,242,242,1879,948,931
"9 años (014)",2238,1086,1152,462,222,240,1776,864,912
"De 10 a 14 años (015)",11688,6108,5580,2586,1339,1247,9102,4769,4333
"10 años (016)",2462,1265,1197,513,248,265,1949,1017,932
"11 años (017)",2266,1192,1074,480,240,240,1786,952,834
"12 años (018)",2673,1432,1241,590,316,274,2083,1116,967
"13 años (019)",2226,1130,1096,503,268,235,1723,862,861
"14 años (020)",2061,1089,972,500,267,233,1561,822,739
"De 15 a 19 años (021)",6690,3621,3069,1850,999,851,4840,2622,2218
"15 años (022)",1810,964,846,480,255,225,1330,709,621
"16 años (023)",1437,779,658,425,236,189,1012,543,469
"17 años (024)",1432,801,631,400,226,174,1032,575,457
"18 años (025)",1145,626,519,301,159,142,844,467,377
"19 años (026)",866,451,415,244,123,121,622,328,294
"De 20 a 24 años (027)",4167,1985,2182,1212,563,649,2955,1422,1533
"20 años (028)",924,478,446,257,121,136,667,357,310
"21 años (029)",716,328,388,193,84,109,523,244,279
"22 años (030)",815,394,421,226,109,117,589,285,304
"23 años (031)",801,356,445,257,108,149,544,248,296
"24 años (032)",911,429,482,279,141,138,632,288,344
"De 25 a 29 años (033)",4302,2057,2245,1214,576,638,3088,1481,1607
"25 años (034)",944,444,500,277,127,150,667,317,350
"26 años (035)",779,360,419,206,87,119,573,273,300
"27 años (036)",1024,508,516,276,136,140,748,372,376
"28 años (037)",826,409,417,241,130,111,585,279,306
"29 años (038)",729,336,393,214,96,118,515,240,275
"De 30 a 34 años (039)",4168,2065,2103,1179,563,616,2989,1502,1487
"30 años (040)",1049,511,538,315,153,162,734,358,376
"31 años (041)",703,351,352,193,86,107,510,265,245
"32 años (042)",826,409,417,240,123,117,586,286,300
"33 años (043)",852,440,412,244,127,117,608,313,295
