"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia YUNGUYO (000)",47400,47004,227,169
"Hombres (001)",23321,23158,91,72
"Mujeres (002)",24079,23846,136,97
"Menores de 1 año (003)",670,590,53,27
"Hombres (004)",360,325,25,10
"Mujeres (005)",310,265,28,17
"De 1 a 5 años (006)",4185,3996,56,133
"Hombres (007)",2023,1932,31,60
"Mujeres (008)",2162,2064,25,73
"De 6 a 14 años (009)",9432,9431,,1
"Hombres (010)",4769,4768,,1
"Mujeres (011)",4663,4663,,
"De 15 a 29 años (012)",11367,11361,5,1
"Hombres (013)",5696,5695,1,
"Mujeres (014)",5671,5666,4,1
"De 30 a 44 años (015)",8615,8611,4,
"Hombres (016)",4167,4165,2,
"Mujeres (017)",4448,4446,2,
"De 45 a 64 años (018)",8440,8418,20,2
"Hombres (019)",4060,4051,9,
"Mujeres (020)",4380,4367,11,2
"De 65 a más años (021)",4691,4597,89,5
"Hombres (022)",2246,2222,23,1
"Mujeres (023)",2445,2375,66,4
,,,,
"URBANA (024)",17343,17190,77,76
"Hombres (025)",8510,8442,39,29
"Mujeres (026)",8833,8748,38,47
"Menores de 1 año (027)",253,217,23,13
"Hombres (028)",133,118,11,4
"Mujeres (029)",120,99,12,9
"De 1 a 5 años (030)",1552,1470,22,60
"Hombres (031)",755,719,11,25
"Mujeres (032)",797,751,11,35
"De 6 a 14 años (033)",3461,3461,,
"Hombres (034)",1744,1744,,
"Mujeres (035)",1717,1717,,
"De 15 a 29 años (036)",4473,4471,1,1
"Hombres (037)",2178,2178,,
"Mujeres (038)",2295,2293,1,1
"De 30 a 44 años (039)",3637,3634,3,
"Hombres (040)",1760,1758,2,
"Mujeres (041)",1877,1876,1,
"De 45 a 64 años (042)",2820,2810,9,1
"Hombres (043)",1409,1403,6,
"Mujeres (044)",1411,1407,3,1
"De 65 a más años (045)",1147,1127,19,1
"Hombres (046)",531,522,9,
"Mujeres (047)",616,605,10,1
,,,,
"RURAL (048)",30057,29814,150,93
"Hombres (049)",14811,14716,52,43
"Mujeres (050)",15246,15098,98,50
"Menores de 1 año (051)",417,373,30,14
"Hombres (052)",227,207,14,6
"Mujeres (053)",190,166,16,8
"De 1 a 5 años (054)",2633,2526,34,73
"Hombres (055)",1268,1213,20,35
"Mujeres (056)",1365,1313,14,38
"De 6 a 14 años (057)",5971,5970,,1
"Hombres (058)",3025,3024,,1
"Mujeres (059)",2946,2946,,
"De 15 a 29 años (060)",6894,6890,4,
"Hombres (061)",3518,3517,1,
"Mujeres (062)",3376,3373,3,
"De 30 a 44 años (063)",4978,4977,1,
"Hombres (064)",2407,2407,,
"Mujeres (065)",2571,2570,1,
"De 45 a 64 años (066)",5620,5608,11,1
"Hombres (067)",2651,2648,3,
"Mujeres (068)",2969,2960,8,1
"De 65 a más años (069)",3544,3470,70,4
"Hombres (070)",1715,1700,14,1
"Mujeres (071)",1829,1770,56,3
