"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PALLASCA (000)",7379,7164,44,1201,1094,1019,1721,1239,644,202,215,29628
"De 12 a 14 años (001)",11,5,,5,,,,,,,6,5
"De 15 a 19 años (002)",231,221,3,190,23,4,1,,,,10,252
"De 20 a 24 años (003)",729,669,12,370,219,49,17,2,,,60,1037
"De 25 a 29 años (004)",753,715,5,196,236,162,108,8,,,38,1669
"De 30 a 34 años (005)",776,748,2,123,172,169,214,60,8,,28,2350
"De 35 a 39 años (006)",791,773,,73,108,170,276,114,28,4,18,3013
"De 40 a 44 años (007)",718,712,2,38,72,116,225,185,57,17,6,3372
"De 45 a 49 años (008)",590,584,,31,44,81,165,149,90,24,6,3072
"De 50 y más años (009)",2780,2737,20,175,220,268,715,721,461,157,43,14858
"Conviviente (010)",2568,2533,17,494,476,399,575,364,157,51,35,9390
"De 12 a 14 años (011)",6,2,,2,,,,,,,4,2
"De 15 a 19 años (012)",122,117,2,96,17,1,1,,,,5,137
"De 20 a 24 años (013)",416,410,8,206,149,37,9,1,,,6,659
"De 25 a 29 años (014)",438,429,3,92,148,112,71,3,,,9,1050
"De 30 a 34 años (015)",397,391,,43,79,97,124,44,4,,6,1342
"De 35 a 39 años (016)",339,338,,26,37,67,131,58,17,2,1,1406
"De 40 a 44 años (017)",264,264,,9,19,34,81,79,31,11,,1402
"De 45 a 49 años (018)",176,176,,7,7,19,37,62,33,11,,1036
"De 50 y más años (019)",410,406,4,13,20,32,121,117,72,27,4,2356
"Separado(a) (020)",204,201,,51,34,35,45,24,11,1,3,684
"De 15 a 19 años (022)",6,4,,4,,,,,,,2,4
"De 20 a 24 años (023)",23,23,,18,5,,,,,,,28
"De 25 a 29 años (024)",21,21,,12,6,3,,,,,,33
