"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAMANA (000)",22182,4559,6656,8755,943,811,458
"Sin nivel (001)",885,54,389,340,32,47,23
"Educación inicial (002)",27,3,11,7,,3,3
"Primaria (003)",4422,232,2001,1726,180,177,106
"Secundaria (004)",8528,1095,2872,3598,412,329,222
"Superior no univ. incompleta (005)",1941,476,505,755,87,76,42
"Superior no univ. completa (006)",2940,1202,486,1049,86,88,29
"Superior univ. incompleta (007)",1051,298,180,474,47,32,20
"Superior univ. completa (008)",2388,1199,212,806,99,59,13
"Hombres (010)",14895,2342,5110,6233,778,385,47
"Sin nivel (011)",345,7,169,136,20,9,4
"Educación inicial (012)",14,3,4,4,,2,1
"Primaria (013)",2828,119,1378,1096,145,77,13
"Secundaria (014)",6468,692,2408,2804,357,186,21
"Superior no univ. incompleta (015)",1369,270,432,556,71,36,4
"Superior no univ. completa (016)",1698,515,403,688,63,28,1
"Superior univ. incompleta (017)",771,195,144,365,44,20,3
"Superior univ. completa (018)",1402,541,172,584,78,27,
"Mujeres (020)",7287,2217,1546,2522,165,426,411
"Sin nivel (021)",540,47,220,204,12,38,19
"Educación inicial (022)",13,,7,3,,1,2
"Primaria (023)",1594,113,623,630,35,100,93
"Secundaria (024)",2060,403,464,794,55,143,201
"Superior no univ. incompleta (025)",572,206,73,199,16,40,38
"Superior no univ. completa (026)",1242,687,83,361,23,60,28
"Superior univ. incompleta (027)",280,103,36,109,3,12,17
"Superior univ. completa (028)",986,658,40,222,21,32,13
,,,,,,,
"URBANA (030)",17888,4297,5504,6361,555,738,433
"Sin nivel (031)",648,48,286,235,22,36,21
"Educación inicial (032)",21,3,8,6,,3,1
"Primaria (033)",3436,209,1620,1249,99,160,99
"Secundaria (034)",6403,991,2371,2363,171,296,211
"Superior no univ. incompleta (035)",1641,447,431,593,60,70,40
"Superior no univ. completa (036)",2605,1143,430,850,71,83,28
"Superior univ. incompleta (037)",899,288,162,355,43,31,20
"Superior univ. completa (038)",2235,1168,196,710,89,59,13
"Hombres (040)",11415,2211,4185,4194,441,342,42
"Sin nivel (041)",207,5,109,71,15,4,3
"Educación inicial (042)",13,3,3,4,,2,1
"Primaria (043)",2064,105,1084,717,80,67,11
"Secundaria (044)",4650,635,1974,1714,140,168,19
"Superior no univ. incompleta (045)",1120,257,371,410,48,30,4
"Superior no univ. completa (046)",1451,492,359,524,50,25,1
"Superior univ. incompleta (047)",632,188,128,254,40,19,3
"Superior univ. completa (048)",1278,526,157,500,68,27,
"Mujeres (050)",6473,2086,1319,2167,114,396,391
"Sin nivel (051)",441,43,177,164,7,32,18
"Educación inicial (052)",8,,5,2,,1,
"Primaria (053)",1372,104,536,532,19,93,88
"Secundaria (054)",1753,356,397,649,31,128,192
"Superior no univ. incompleta (055)",521,190,60,183,12,40,36
"Superior no univ. completa (056)",1154,651,71,326,21,58,27
"Superior univ. incompleta (057)",267,100,34,101,3,12,17
"Superior univ. completa (058)",957,642,39,210,21,32,13
,,,,,,,
"RURAL (060)",4294,262,1152,2394,388,73,25
"Sin nivel (061)",237,6,103,105,10,11,2
"Educación inicial (062)",6,,3,1,,,2
"Primaria (063)",986,23,381,477,81,17,7
"Secundaria (064)",2125,104,501,1235,241,33,11
"Superior no univ. incompleta (065)",300,29,74,162,27,6,2
"Superior no univ. completa (066)",335,59,56,199,15,5,1
"Superior univ. incompleta (067)",152,10,18,119,4,1,
"Superior univ. completa (068)",153,31,16,96,10,,
"Hombres (070)",3480,131,925,2039,337,43,5
"Sin nivel (071)",138,2,60,65,5,5,1
"Educación inicial (072)",1,,1,,,,
"Primaria (073)",764,14,294,379,65,10,2
"Secundaria (074)",1818,57,434,1090,217,18,2
"Superior no univ. incompleta (075)",249,13,61,146,23,6,
"Superior no univ. completa (076)",247,23,44,164,13,3,
"Superior univ. incompleta (077)",139,7,16,111,4,1,
"Superior univ. completa (078)",124,15,15,84,10,,
"Mujeres (080)",814,131,227,355,51,30,20
"Sin nivel (081)",99,4,43,40,5,6,1
"Educación inicial (082)",5,,2,1,,,2
"Primaria (083)",222,9,87,98,16,7,5
"Secundaria (084)",307,47,67,145,24,15,9
"Superior no univ. incompleta (085)",51,16,13,16,4,,2
"Superior no univ. completa (086)",88,36,12,35,2,2,1
"Superior univ. incompleta (087)",13,3,2,8,,,
"Superior univ. completa (088)",29,16,1,12,,,
