"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia HUAYTARA (000)",8156,33,613,143,133,460,2643,743,475,2674,25,214
"Agric., ganadería, caza y silvicultura (001)",4440,,3,9,2,,2642,1,4,1779,,
"Pesca (002)",1,,,,,,1,,,,,
"Explotación de minas y canteras (003)",1104,,42,22,11,,,619,50,360,,
"Industrias manufactureras (004)",98,,3,4,,,,77,13,1,,
"Suministro de electricidad, gas y agua (005)",15,,3,1,,,,3,2,6,,
"Construcción (006)",469,,14,8,1,,,11,264,171,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",440,,2,6,,323,,29,3,77,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,,1,1,,2,,26,2,,,
"Comercio al por mayor (009)",16,,,,,16,,,,,,
"Comercio al por menor (010)",392,,1,5,,305,,3,1,77,,
"Hoteles y restaurantes (011)",154,,2,4,,103,,,1,44,,
"Trans., almac. y comunicaciones (012)",154,,,3,10,,,1,127,13,,
"Intermediación financiera (013)",3,,1,,1,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",108,,36,12,18,25,,1,,16,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",271,31,10,10,71,4,,,9,111,25,
"Enseñanza (016)",459,2,443,2,11,,,,,1,,
"Servicios sociales y de salud (017)",105,,48,49,2,3,,,1,2,,
"Otras activ. serv.comun.soc y personales (018)",45,,4,11,2,2,,1,,25,,
"Hogares privados con servicio doméstico (019)",68,,,,,,,,,68,,
"Organiz. y organos extraterritoriales (020)",2,,2,,,,,,,,,
"Actividad economica no especificada (021)",220,,,2,4,,,,,,,214
"Hombres (022)",5868,27,325,104,86,206,2010,724,468,1768,25,125
"Agric., ganadería, caza y silvicultura (023)",3065,,2,9,2,,2009,1,4,1038,,
"Pesca (024)",1,,,,,,1,,,,,
"Explotación de minas y canteras (025)",1087,,34,22,10,,,613,50,358,,
"Industrias manufactureras (026)",84,,2,4,,,,65,13,,,
"Suministro de electricidad, gas y agua (027)",15,,3,1,,,,3,2,6,,
"Construcción (028)",458,,14,8,1,,,10,258,167,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",233,,2,5,,152,,29,3,42,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",32,,1,1,,2,,26,2,,,
"Comercio al por mayor (031)",10,,,,,10,,,,,,
"Comercio al por menor (032)",191,,1,4,,140,,3,1,42,,
"Hoteles y restaurantes (033)",38,,2,1,,25,,,1,9,,
"Trans., almac. y comunicaciones (034)",148,,,2,8,,,1,126,11,,
"Intermediación financiera (035)",2,,1,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (036)",90,,28,12,13,25,,1,,11,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",219,25,9,7,40,4,,,9,100,25,
"Enseñanza (038)",209,2,200,,6,,,,,1,,
"Servicios sociales y de salud (039)",50,,23,23,2,,,,1,1,,
"Otras activ. serv.comun.soc y personales (040)",30,,3,8,,,,1,,18,,
"Hogares privados con servicio doméstico (041)",6,,,,,,,,,6,,
"Organiz. y organos extraterritoriales (042)",2,,2,,,,,,,,,
"Actividad economica no especificada (043)",131,,,2,4,,,,,,,125
"Mujeres (044)",2288,6,288,39,47,254,633,19,7,906,,89
"Agric., ganadería, caza y silvicultura (045)",1375,,1,,,,633,,,741,,
"Explotación de minas y canteras (047)",17,,8,,1,,,6,,2,,
"Industrias manufactureras (048)",14,,1,,,,,12,,1,,
"Construcción (050)",11,,,,,,,1,6,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",207,,,1,,171,,,,35,,
"Comercio al por mayor (053)",6,,,,,6,,,,,,
"Comercio al por menor (054)",201,,,1,,165,,,,35,,
"Hoteles y restaurantes (055)",116,,,3,,78,,,,35,,
"Trans., almac. y comunicaciones (056)",6,,,1,2,,,,1,2,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",18,,8,,5,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",52,6,1,3,31,,,,,11,,
"Enseñanza (060)",250,,243,2,5,,,,,,,
"Servicios sociales y de salud (061)",55,,25,26,,3,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",15,,1,3,2,2,,,,7,,
"Hogares privados con servicio doméstico (063)",62,,,,,,,,,62,,
"Actividad economica no especificada (065)",89,,,,,,,,,,,89
,,,,,,,,,,,,
"URBANA (066)",2366,21,349,77,83,235,600,70,169,673,23,66
"Agric., ganadería, caza y silvicultura (067)",980,,2,8,2,,600,,1,367,,
"Explotación de minas y canteras (069)",77,,3,3,1,,,25,4,41,,
"Industrias manufactureras (070)",37,,2,2,,,,29,3,1,,
"Suministro de electricidad, gas y agua (071)",9,,2,1,,,,3,,3,,
"Construcción (072)",188,,7,2,,,,5,90,84,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",236,,1,6,,180,,5,2,42,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",6,,,1,,1,,3,1,,,
"Comercio al por mayor (075)",9,,,,,9,,,,,,
"Comercio al por menor (076)",221,,1,5,,170,,2,1,42,,
"Hoteles y restaurantes (077)",71,,,3,,44,,,1,23,,
"Trans., almac. y comunicaciones (078)",76,,,3,3,,,1,59,10,,
"Activid.inmobil., empres. y alquileres (080)",40,,13,2,10,6,,1,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",167,20,7,6,56,2,,,8,45,23,
"Enseñanza (082)",277,1,268,2,5,,,,,1,,
"Servicios sociales y de salud (083)",74,,40,29,2,1,,,1,1,,
"Otras activ. serv.comun.soc y personales (084)",21,,2,9,2,2,,1,,5,,
"Hogares privados con servicio doméstico (085)",42,,,,,,,,,42,,
"Organiz. y organos extraterritoriales (086)",2,,2,,,,,,,,,
"Actividad economica no especificada (087)",69,,,1,2,,,,,,,66
"Hombres (088)",1559,18,177,50,51,99,447,64,166,435,23,29
"Agric., ganadería, caza y silvicultura (089)",695,,2,8,2,,447,,1,235,,
"Explotación de minas y canteras (091)",76,,2,3,1,,,25,4,41,,
"Industrias manufactureras (092)",30,,1,2,,,,24,3,,,
"Suministro de electricidad, gas y agua (093)",9,,2,1,,,,3,,3,,
"Construcción (094)",181,,7,2,,,,4,88,80,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",113,,1,5,,81,,5,2,19,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",6,,,1,,1,,3,1,,,
"Comercio al por mayor (097)",5,,,,,5,,,,,,
"Comercio al por menor (098)",102,,1,4,,75,,2,1,19,,
"Hoteles y restaurantes (099)",11,,,,,10,,,1,,,
"Trans., almac. y comunicaciones (100)",73,,,2,2,,,1,58,10,,
"Activid.inmobil., empres. y alquileres (102)",31,,10,2,8,6,,1,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",128,17,6,4,31,2,,,8,37,23,
"Enseñanza (104)",126,1,121,,3,,,,,1,,
"Servicios sociales y de salud (105)",39,,21,14,2,,,,1,1,,
"Otras activ. serv.comun.soc y personales (106)",11,,2,6,,,,1,,2,,
"Hogares privados con servicio doméstico (107)",2,,,,,,,,,2,,
"Organiz. y organos extraterritoriales (108)",2,,2,,,,,,,,,
"Actividad economica no especificada (109)",32,,,1,2,,,,,,,29
"Mujeres (110)",807,3,172,27,32,136,153,6,3,238,,37
"Agric., ganadería, caza y silvicultura (111)",285,,,,,,153,,,132,,
"Explotación de minas y canteras (113)",1,,1,,,,,,,,,
"Industrias manufactureras (114)",7,,1,,,,,5,,1,,
"Construcción (116)",7,,,,,,,1,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",123,,,1,,99,,,,23,,
"Comercio al por mayor (119)",4,,,,,4,,,,,,
"Comercio al por menor (120)",119,,,1,,95,,,,23,,
"Hoteles y restaurantes (121)",60,,,3,,34,,,,23,,
"Trans., almac. y comunicaciones (122)",3,,,1,1,,,,1,,,
"Activid.inmobil., empres. y alquileres (124)",9,,3,,2,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",39,3,1,2,25,,,,,8,,
"Enseñanza (126)",151,,147,2,2,,,,,,,
"Servicios sociales y de salud (127)",35,,19,15,,1,,,,,,
"Otras activ. serv.comun.soc y personales (128)",10,,,3,2,2,,,,3,,
"Hogares privados con servicio doméstico (129)",40,,,,,,,,,40,,
"Actividad economica no especificada (131)",37,,,,,,,,,,,37
,,,,,,,,,,,,
"RURAL (132)",5790,12,264,66,50,225,2043,673,306,2001,2,148
"Agric., ganadería, caza y silvicultura (133)",3460,,1,1,,,2042,1,3,1412,,
"Pesca (134)",1,,,,,,1,,,,,
"Explotación de minas y canteras (135)",1027,,39,19,10,,,594,46,319,,
"Industrias manufactureras (136)",61,,1,2,,,,48,10,,,
"Suministro de electricidad, gas y agua (137)",6,,1,,,,,,2,3,,
"Construcción (138)",281,,7,6,1,,,6,174,87,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",204,,1,,,143,,24,1,35,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",26,,1,,,1,,23,1,,,
"Comercio al por mayor (141)",7,,,,,7,,,,,,
"Comercio al por menor (142)",171,,,,,135,,1,,35,,
"Hoteles y restaurantes (143)",83,,2,1,,59,,,,21,,
"Trans., almac. y comunicaciones (144)",78,,,,7,,,,68,3,,
"Intermediación financiera (145)",3,,1,,1,,,,1,,,
"Activid.inmobil., empres. y alquileres (146)",68,,23,10,8,19,,,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",104,11,3,4,15,2,,,1,66,2,
"Enseñanza (148)",182,1,175,,6,,,,,,,
"Servicios sociales y de salud (149)",31,,8,20,,2,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",24,,2,2,,,,,,20,,
"Hogares privados con servicio doméstico (151)",26,,,,,,,,,26,,
"Actividad economica no especificada (153)",151,,,1,2,,,,,,,148
"Hombres (154)",4309,9,148,54,35,107,1563,660,302,1333,2,96
"Agric., ganadería, caza y silvicultura (155)",2370,,,1,,,1562,1,3,803,,
"Pesca (156)",1,,,,,,1,,,,,
"Explotación de minas y canteras (157)",1011,,32,19,9,,,588,46,317,,
"Industrias manufactureras (158)",54,,1,2,,,,41,10,,,
"Suministro de electricidad, gas y agua (159)",6,,1,,,,,,2,3,,
"Construcción (160)",277,,7,6,1,,,6,170,87,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",120,,1,,,71,,24,1,23,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",26,,1,,,1,,23,1,,,
"Comercio al por mayor (163)",5,,,,,5,,,,,,
"Comercio al por menor (164)",89,,,,,65,,1,,23,,
"Hoteles y restaurantes (165)",27,,2,1,,15,,,,9,,
"Trans., almac. y comunicaciones (166)",75,,,,6,,,,68,1,,
"Intermediación financiera (167)",2,,1,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (168)",59,,18,10,5,19,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",91,8,3,3,9,2,,,1,63,2,
"Enseñanza (170)",83,1,79,,3,,,,,,,
"Servicios sociales y de salud (171)",11,,2,9,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",19,,1,2,,,,,,16,,
"Hogares privados con servicio doméstico (173)",4,,,,,,,,,4,,
"Actividad economica no especificada (175)",99,,,1,2,,,,,,,96
"Mujeres (176)",1481,3,116,12,15,118,480,13,4,668,,52
"Agric., ganadería, caza y silvicultura (177)",1090,,1,,,,480,,,609,,
"Explotación de minas y canteras (179)",16,,7,,1,,,6,,2,,
"Industrias manufactureras (180)",7,,,,,,,7,,,,
"Construcción (182)",4,,,,,,,,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",84,,,,,72,,,,12,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",82,,,,,70,,,,12,,
"Hoteles y restaurantes (187)",56,,,,,44,,,,12,,
"Trans., almac. y comunicaciones (188)",3,,,,1,,,,,2,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",9,,5,,3,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",13,3,,1,6,,,,,3,,
"Enseñanza (192)",99,,96,,3,,,,,,,
"Servicios sociales y de salud (193)",20,,6,11,,2,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",5,,1,,,,,,,4,,
"Hogares privados con servicio doméstico (195)",22,,,,,,,,,22,,
"Actividad economica no especificada (197)",52,,,,,,,,,,,52
