"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",35,1,3,4,13,14
"Primaria (033)",198,8,38,59,65,28
"Secundaria (034)",561,9,348,158,40,6
"Superior no univ. incompleta (035)",40,,24,15,1,
"Superior no univ. completa (036)",119,,68,45,6,
"Superior univ. incompleta (037)",15,,9,5,1,
"Superior univ. completa (038)",68,,43,19,6,
"No PEA (040)",37771,13659,9522,4302,4919,5369
"Sin nivel (041)",5801,225,100,315,1698,3463
"Educación inicial (042)",713,692,14,7,,
"Primaria (043)",17307,9726,1185,2118,2587,1691
"Secundaria (044)",11693,3016,6514,1491,523,149
"Superior no univ. incompleta (045)",862,,763,75,16,8
"Superior no univ. completa (046)",423,,213,147,41,22
"Superior univ. incompleta (047)",695,,621,54,14,6
"Superior univ. completa (048)",277,,112,95,40,30
,,,,,,
"URBANA (060)",12353,2665,3810,2761,2111,1006
"Sin nivel (061)",799,32,20,77,275,395
"Educación inicial (062)",112,108,3,1,,
"Primaria (063)",3988,1793,227,615,894,459
"Secundaria (064)",4629,732,2237,1049,509,102
"Superior no univ. incompleta (065)",640,,443,142,49,6
"Superior no univ. completa (066)",903,,298,452,131,22
"Superior univ. incompleta (067)",525,,365,102,54,4
"Superior univ. completa (068)",757,,217,323,199,18
"PEA (070)",5150,107,1460,1829,1354,400
"Sin nivel (071)",291,,4,35,130,122
"Educación inicial (072)",3,,2,1,,
"Primaria (073)",1162,58,94,306,493,211
"Secundaria (074)",1855,49,757,646,355,48
"Superior no univ. incompleta (075)",293,,141,107,44,1
"Superior no univ. completa (076)",698,,194,381,111,12
"Superior univ. incompleta (077)",235,,104,84,46,1
"Superior univ. completa (078)",613,,164,269,175,5
"Ocupada (080)",4735,98,1241,1708,1302,386
"Sin nivel (081)",276,,4,31,124,117
"Educación inicial (082)",3,,2,1,,
"Primaria (083)",1109,56,85,293,470,205
"Secundaria (084)",1642,42,628,586,341,45
"Superior no univ. incompleta (085)",265,,123,98,43,1
"Superior no univ. completa (086)",641,,163,358,108,12
"Superior univ. incompleta (087)",225,,98,81,45,1
"Superior univ. completa (088)",574,,138,260,171,5
"Desocupada (090)",415,9,219,121,52,14
"Sin nivel (091)",15,,,4,6,5
"Primaria (093)",53,2,9,13,23,6
"Secundaria (094)",213,7,129,60,14,3
"Superior no univ. incompleta (095)",28,,18,9,1,
"Superior no univ. completa (096)",57,,31,23,3,
"Superior univ. incompleta (097)",10,,6,3,1,
"Superior univ. completa (098)",39,,26,9,4,
"No PEA (100)",7203,2558,2350,932,757,606
"Sin nivel (101)",508,32,16,42,145,273
"Educación inicial (102)",109,108,1,,,
"Primaria (103)",2826,1735,133,309,401,248
"Secundaria (104)",2774,683,1480,403,154,54
"Superior no univ. incompleta (105)",347,,302,35,5,5
"Superior no univ. completa (106)",205,,104,71,20,10
"Superior univ. incompleta (107)",290,,261,18,8,3
"Superior univ. completa (108)",144,,53,54,24,13
,,,,,,
"RURAL (120)",49646,11405,11642,8537,10050,8012
"Sin nivel (121)",8311,203,156,471,2825,4656
"Educación inicial (122)",610,587,15,8,,
"Primaria (123)",23011,8202,2120,4067,5542,3080
"Secundaria (124)",15208,2413,7872,3304,1397,222
"Superior no univ. incompleta (125)",808,,623,136,44,5
"Superior no univ. completa (126)",661,,293,257,93,18
"Superior univ. incompleta (127)",567,,425,100,36,6
"Superior univ. completa (128)",470,,138,194,113,25
"PEA (130)",19078,304,4470,5167,5888,3249
"Sin nivel (131)",3018,10,72,198,1272,1466
"Educación inicial (132)",6,3,2,1,,
"Primaria (133)",8530,211,1068,2258,3356,1637
"Secundaria (134)",6289,80,2838,2216,1028,127
"Superior no univ. incompleta (135)",293,,162,96,33,2
"Superior no univ. completa (136)",443,,184,181,72,6
"Superior univ. incompleta (137)",162,,65,64,30,3
"Superior univ. completa (138)",337,,79,153,97,8
"Ocupada (140)",18457,295,4156,4983,5808,3215
"Sin nivel (141)",2998,9,69,198,1265,1457
"Educación inicial (142)",6,3,2,1,,
"Primaria (143)",8385,205,1039,2212,3314,1615
"Secundaria (144)",5941,78,2619,2118,1002,124
"Superior no univ. incompleta (145)",281,,156,90,33,2
"Superior no univ. completa (146)",381,,147,159,69,6
"Superior univ. incompleta (147)",157,,62,62,30,3
"Superior univ. completa (148)",308,,62,143,95,8
"Desocupada (150)",621,9,314,184,80,34
"Sin nivel (151)",20,1,3,,7,9
"Primaria (153)",145,6,29,46,42,22
"Secundaria (154)",348,2,219,98,26,3
"Superior no univ. incompleta (155)",12,,6,6,,
"Superior no univ. completa (156)",62,,37,22,3,
"Superior univ. incompleta (157)",5,,3,2,,
"Superior univ. completa (158)",29,,17,10,2,
"No PEA (160)",30568,11101,7172,3370,4162,4763
"Sin nivel (161)",5293,193,84,273,1553,3190
"Educación inicial (162)",604,584,13,7,,
"Primaria (163)",14481,7991,1052,1809,2186,1443
"Secundaria (164)",8919,2333,5034,1088,369,95
"Superior no univ. incompleta (165)",515,,461,40,11,3
"Superior no univ. completa (166)",218,,109,76,21,12
"Superior univ. incompleta (167)",405,,360,36,6,3
"Superior univ. completa (168)",133,,59,41,16,17
