"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (035)",267,,82,73,76,36
,,,,,,
"URBANA (036)",3608,76,978,1394,875,285
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",20,,5,11,4,
"Profes., científicos e intelectuales (038)",468,,71,282,112,3
"Técnicos de nivel medio y trab. asimilados (039)",98,,31,39,26,2
"Jefes y empleados de oficina (040)",123,,48,49,26,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",346,2,88,137,76,43
"Agricult. trabaj. calif.agrop. y pesqueros (042)",1280,16,286,453,361,164
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",91,1,34,28,21,7
"Obreros construc., conf., papel, fab., instr. (044)",134,,54,46,29,5
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",813,56,292,260,168,37
"Otra (046)",29,,13,14,2,
"Ocupación no especificada (047)",206,1,56,75,50,24
"Hombres (048)",2319,55,630,884,569,181
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",15,,4,7,4,
"Profes., científicos e intelectuales (050)",261,,31,162,65,3
"Técnicos de nivel medio y trab. asimilados (051)",54,,17,19,16,2
"Jefes y empleados de oficina (052)",91,,37,34,20,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",112,1,31,38,26,16
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1065,11,233,395,297,129
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",80,1,28,25,19,7
"Obreros construc., conf., papel, fab., instr. (056)",127,,51,44,27,5
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",395,41,165,103,75,11
"Otra (058)",28,,13,13,2,
"Ocupación no especificada (059)",91,1,20,44,18,8
"Mujeres (060)",1289,21,348,510,306,104
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",5,,1,4,,
"Profes., científicos e intelectuales (062)",207,,40,120,47,
"Técnicos de nivel medio y trab. asimilados (063)",44,,14,20,10,
"Jefes y empleados de oficina (064)",32,,11,15,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",234,1,57,99,50,27
"Agricult. trabaj. calif.agrop. y pesqueros (066)",215,5,53,58,64,35
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",11,,6,3,2,
"Obreros construc., conf., papel, fab., instr. (068)",7,,3,2,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",418,15,127,157,93,26
"Otra (070)",1,,,1,,
"Ocupación no especificada (071)",115,,36,31,32,16
,,,,,,
"RURAL (072)",5901,162,1817,1841,1493,588
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",5,,1,2,2,
"Profes., científicos e intelectuales (074)",138,,40,62,35,1
"Técnicos de nivel medio y trab. asimilados (075)",38,,18,15,5,
"Jefes y empleados de oficina (076)",17,,7,9,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",171,,64,65,39,3
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2886,6,654,945,863,418
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",113,,43,40,24,6
"Obreros construc., conf., papel, fab., instr. (080)",110,,42,44,21,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2158,152,877,575,428,126
"Otra (082)",1,,,,1,
"Ocupación no especificada (083)",264,4,71,84,74,31
"Hombres (084)",3808,82,1127,1223,979,397
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",3,,,2,1,
"Profes., científicos e intelectuales (086)",98,,21,44,32,1
"Técnicos de nivel medio y trab. asimilados (087)",24,,13,8,3,
"Jefes y empleados de oficina (088)",12,,5,6,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",67,,26,27,12,2
"Agricult. trabaj. calif.agrop. y pesqueros (090)",2204,5,468,733,680,318
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",102,,39,37,22,4
"Obreros construc., conf., papel, fab., instr. (092)",110,,42,44,21,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1075,73,488,280,176,58
"Otra (094)",1,,,,1,
"Ocupación no especificada (095)",112,4,25,42,30,11
"Mujeres (096)",2093,80,690,618,514,191
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,1,,1,
"Profes., científicos e intelectuales (098)",40,,19,18,3,
"Técnicos de nivel medio y trab. asimilados (099)",14,,5,7,2,
"Jefes y empleados de oficina (100)",5,,2,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",104,,38,38,27,1
"Agricult. trabaj. calif.agrop. y pesqueros (102)",682,1,186,212,183,100
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",11,,4,3,2,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",1083,79,389,295,252,68
"Ocupación no especificada (107)",152,,46,42,44,20
