"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHEPEN (000)",26640,461,8257,9706,6926,1290
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",51,,4,15,29,3
"Profes., científicos e intelectuales (002)",1832,,301,1024,482,25
"Técnicos de nivel medio y trab. asimilados (003)",891,4,292,356,218,21
"Jefes y empleados de oficina (004)",757,,287,300,165,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3770,43,968,1437,1102,220
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2366,12,375,738,929,312
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1316,11,432,438,361,74
"Obreros construc., conf., papel, fab., instr. (008)",2851,1,951,1174,641,84
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",12329,390,4493,4073,2862,511
"Otra (010)",73,,6,38,29,
"Ocupación no especificada (011)",404,,148,113,108,35
"Hombres (012)",18992,334,6030,6613,4976,1039
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",34,,3,10,18,3
"Profes., científicos e intelectuales (014)",802,,113,396,274,19
"Técnicos de nivel medio y trab. asimilados (015)",578,1,182,239,139,17
"Jefes y empleados de oficina (016)",355,,103,140,108,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1868,29,519,657,528,135
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2228,9,347,704,874,294
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1129,11,386,377,287,68
"Obreros construc., conf., papel, fab., instr. (020)",2802,1,930,1160,629,82
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",8991,283,3388,2866,2051,403
"Otra (022)",71,,6,37,28,
"Ocupación no especificada (023)",134,,53,27,40,14
"Mujeres (024)",7648,127,2227,3093,1950,251
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",17,,1,5,11,
"Profes., científicos e intelectuales (026)",1030,,188,628,208,6
"Técnicos de nivel medio y trab. asimilados (027)",313,3,110,117,79,4
"Jefes y empleados de oficina (028)",402,,184,160,57,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1902,14,449,780,574,85
"Agricult. trabaj. calif.agrop. y pesqueros (030)",138,3,28,34,55,18
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",187,,46,61,74,6
"Obreros construc., conf., papel, fab., instr. (032)",49,,21,14,12,2
