"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",4,1,1,2,,
"Primaria (033)",238,10,97,92,32,7
"Secundaria (034)",190,2,128,49,11,
"Superior no univ. incompleta (035)",4,,2,2,,
"Superior no univ. completa (036)",17,,14,3,,
"Superior univ. completa (038)",3,,3,,,
"No PEA (040)",21999,11381,4915,2634,1878,1191
"Sin nivel (041)",4263,476,583,1078,1199,927
"Educación inicial (042)",884,811,40,33,,
"Primaria (043)",13039,9075,1894,1260,581,229
"Secundaria (044)",3518,1019,2188,209,78,24
"Superior no univ. incompleta (045)",144,,122,15,4,3
"Superior no univ. completa (046)",57,,34,13,5,5
"Superior univ. incompleta (047)",53,,39,6,7,1
"Superior univ. completa (048)",41,,15,20,4,2
,,,,,,
"URBANA (060)",7271,2012,2083,1735,1042,399
"Sin nivel (061)",726,31,60,189,266,180
"Educación inicial (062)",180,154,12,14,,
"Primaria (063)",3207,1460,439,687,442,179
"Secundaria (064)",2318,367,1188,510,227,26
"Superior no univ. incompleta (065)",236,,144,66,22,4
"Superior no univ. completa (066)",313,,139,132,36,6
"Superior univ. incompleta (067)",94,,41,34,16,3
"Superior univ. completa (068)",197,,60,103,33,1
"PEA (070)",3144,86,1006,1208,680,164
"Sin nivel (071)",268,3,26,80,109,50
"Educación inicial (072)",14,1,6,7,,
"Primaria (073)",1115,52,224,441,301,97
"Secundaria (074)",1136,30,527,388,178,13
"Superior no univ. incompleta (075)",127,,52,55,19,1
"Superior no univ. completa (076)",269,,114,121,33,1
"Superior univ. incompleta (077)",50,,8,29,11,2
"Superior univ. completa (078)",165,,49,87,29,
"Ocupada (080)",2938,82,913,1128,656,159
"Sin nivel (081)",256,3,25,76,103,49
"Educación inicial (082)",14,1,6,7,,
"Primaria (083)",1041,50,205,401,292,93
"Secundaria (084)",1034,28,468,356,169,13
"Superior no univ. incompleta (085)",123,,50,53,19,1
"Superior no univ. completa (086)",258,,105,119,33,1
"Superior univ. incompleta (087)",50,,8,29,11,2
"Superior univ. completa (088)",162,,46,87,29,
"Desocupada (090)",206,4,93,80,24,5
"Sin nivel (091)",12,,1,4,6,1
"Primaria (093)",74,2,19,40,9,4
"Secundaria (094)",102,2,59,32,9,
"Superior no univ. incompleta (095)",4,,2,2,,
"Superior no univ. completa (096)",11,,9,2,,
"Superior univ. completa (098)",3,,3,,,
"No PEA (100)",4127,1926,1077,527,362,235
"Sin nivel (101)",458,28,34,109,157,130
"Educación inicial (102)",166,153,6,7,,
"Primaria (103)",2092,1408,215,246,141,82
"Secundaria (104)",1182,337,661,122,49,13
"Superior no univ. incompleta (105)",109,,92,11,3,3
"Superior no univ. completa (106)",44,,25,11,3,5
"Superior univ. incompleta (107)",44,,33,5,5,1
"Superior univ. completa (108)",32,,11,16,4,1
,,,,,,
"RURAL (120)",30714,9837,8332,6383,4409,1753
"Sin nivel (121)",7054,510,998,1966,2256,1324
"Educación inicial (122)",787,661,60,66,,
"Primaria (123)",18374,7945,4338,3752,1942,397
"Secundaria (124)",4236,721,2807,502,177,29
"Superior no univ. incompleta (125)",83,,56,24,3,
"Superior no univ. completa (126)",86,,45,33,8,
"Superior univ. incompleta (127)",30,,12,7,11,
"Superior univ. completa (128)",64,,16,33,12,3
"PEA (130)",12842,382,4494,4276,2893,797
"Sin nivel (131)",3249,62,449,997,1214,527
"Educación inicial (132)",69,3,26,40,,
"Primaria (133)",7427,278,2659,2738,1502,250
"Secundaria (134)",1900,39,1280,415,148,18
"Superior no univ. incompleta (135)",48,,26,20,2,
"Superior no univ. completa (136)",73,,36,31,6,
"Superior univ. incompleta (137)",21,,6,6,9,
"Superior univ. completa (138)",55,,12,29,12,2
"Ocupada (140)",12553,373,4335,4192,2861,792
"Sin nivel (141)",3222,62,443,985,1207,525
"Educación inicial (142)",65,2,25,38,,
"Primaria (143)",7263,270,2581,2686,1479,247
"Secundaria (144)",1812,39,1211,398,146,18
"Superior no univ. incompleta (145)",48,,26,20,2,
"Superior no univ. completa (146)",67,,31,30,6,
"Superior univ. incompleta (147)",21,,6,6,9,
"Superior univ. completa (148)",55,,12,29,12,2
"Desocupada (150)",289,9,159,84,32,5
"Sin nivel (151)",27,,6,12,7,2
"Educación inicial (152)",4,1,1,2,,
"Primaria (153)",164,8,78,52,23,3
"Secundaria (154)",88,,69,17,2,
"Superior no univ. completa (156)",6,,5,1,,
"No PEA (160)",17872,9455,3838,2107,1516,956
"Sin nivel (161)",3805,448,549,969,1042,797
"Educación inicial (162)",718,658,34,26,,
"Primaria (163)",10947,7667,1679,1014,440,147
"Secundaria (164)",2336,682,1527,87,29,11
"Superior no univ. incompleta (165)",35,,30,4,1,
"Superior no univ. completa (166)",13,,9,2,2,
"Superior univ. incompleta (167)",9,,6,1,2,
"Superior univ. completa (168)",9,,4,4,,1
