"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUALLAGA (000)",24448,12916,11532,13281,6791,6490,11167,6125,5042
"Menores de 1 año (001)",485,237,248,208,95,113,277,142,135
"Menores de 1 mes (002)",26,13,13,15,4,11,11,9,2
"De 1 a 11 meses (003)",459,224,235,193,91,102,266,133,133
"De 1 a 4 años (004)",2365,1189,1176,993,499,494,1372,690,682
"1 año (005)",527,256,271,214,101,113,313,155,158
"2 años (006)",629,309,320,255,134,121,374,175,199
"3 años (007)",619,300,319,257,122,135,362,178,184
"4 años (008)",590,324,266,267,142,125,323,182,141
"De 5 a 9 años (009)",2624,1391,1233,1153,626,527,1471,765,706
"5 años (010)",503,276,227,227,131,96,276,145,131
"6 años (011)",482,235,247,194,91,103,288,144,144
"7 años (012)",547,300,247,247,140,107,300,160,140
"8 años (013)",555,300,255,242,138,104,313,162,151
"9 años (014)",537,280,257,243,126,117,294,154,140
"De 10 a 14 años (015)",2924,1501,1423,1601,785,816,1323,716,607
"10 años (016)",529,268,261,249,119,130,280,149,131
"11 años (017)",578,278,300,283,122,161,295,156,139
"12 años (018)",602,322,280,332,174,158,270,148,122
"13 años (019)",643,326,317,382,185,197,261,141,120
"14 años (020)",572,307,265,355,185,170,217,122,95
"De 15 a 19 años (021)",2365,1230,1135,1317,675,642,1048,555,493
"15 años (022)",605,331,274,367,200,167,238,131,107
"16 años (023)",575,312,263,341,170,171,234,142,92
"17 años (024)",476,229,247,255,118,137,221,111,110
"18 años (025)",352,182,170,189,102,87,163,80,83
"19 años (026)",357,176,181,165,85,80,192,91,101
"De 20 a 24 años (027)",1976,999,977,872,431,441,1104,568,536
"20 años (028)",434,214,220,203,102,101,231,112,119
"21 años (029)",324,156,168,146,66,80,178,90,88
"22 años (030)",421,227,194,169,84,85,252,143,109
"23 años (031)",400,193,207,184,95,89,216,98,118
"24 años (032)",397,209,188,170,84,86,227,125,102
"De 25 a 29 años (033)",1909,1046,863,880,449,431,1029,597,432
"25 años (034)",410,224,186,181,89,92,229,135,94
"26 años (035)",378,205,173,164,87,77,214,118,96
"27 años (036)",408,233,175,189,99,90,219,134,85
"28 años (037)",417,224,193,204,106,98,213,118,95
"29 años (038)",296,160,136,142,68,74,154,92,62
"De 30 a 34 años (039)",1714,894,820,940,446,494,774,448,326
"30 años (040)",416,220,196,200,106,94,216,114,102
"31 años (041)",310,146,164,171,70,101,139,76,63
"32 años (042)",342,191,151,194,93,101,148,98,50
"33 años (043)",333,171,162,180,81,99,153,90,63
"34 años (044)",313,166,147,195,96,99,118,70,48
"De 35 a 39 años (045)",1668,884,784,998,499,499,670,385,285
"35 años (046)",322,165,157,169,80,89,153,85,68
