"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (036)",2428,1660,399,188,181
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",34,,4,4,26
"Profes., científicos e intelectuales (038)",437,112,167,130,28
"Técnicos de nivel medio y trab. asimilados (039)",45,13,5,5,22
"Jefes y empleados de oficina (040)",86,7,9,9,61
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",197,191,5,1,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",579,545,34,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",65,54,8,2,1
"Obreros construc.,conf.,papel, fab., instr. (044)",63,47,9,1,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",805,624,128,24,29
"Otra (046)",6,,,,6
"Ocupación no especificada (047)",111,67,30,12,2
"Hombres (048)",1574,1034,273,136,131
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",26,,3,4,19
"Profes., científicos e intelectuales (050)",255,49,101,87,18
"Técnicos de nivel medio y trab. asimilados (051)",29,8,4,5,12
"Jefes y empleados de oficina (052)",64,5,7,5,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",47,44,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",459,434,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",52,44,6,1,1
"Obreros construc.,conf.,papel, fab., instr. (056)",62,46,9,1,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",498,362,95,20,21
"Otra (058)",6,,,,6
"Ocupación no especificada (059)",76,42,21,12,1
"Mujeres (060)",854,626,126,52,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,,1,,7
"Profes., científicos e intelectuales (062)",182,63,66,43,10
"Técnicos de nivel medio y trab. asimilados (063)",16,5,1,,10
"Jefes y empleados de oficina (064)",22,2,2,4,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",150,147,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",120,111,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",13,10,2,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",307,262,33,4,8
"Ocupación no especificada (071)",35,25,9,,1
,,,,,
"RURAL (072)",1286,1141,83,34,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,,,6
"Profes., científicos e intelectuales (074)",79,52,18,9,
"Técnicos de nivel medio y trab. asimilados (075)",15,9,2,,4
"Jefes y empleados de oficina (076)",9,1,,1,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",32,31,,,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",563,551,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",40,26,7,7,
"Obreros construc.,conf.,papel, fab., instr. (080)",23,18,4,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",444,386,33,16,9
"Ocupación no especificada (083)",75,67,7,1,
"Hombres (084)",1007,880,75,32,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,,,5
"Profes., científicos e intelectuales (086)",49,28,13,8,
"Técnicos de nivel medio y trab. asimilados (087)",14,9,2,,3
"Jefes y empleados de oficina (088)",6,1,,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",13,13,,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",476,464,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",40,26,7,7,
"Obreros construc.,conf.,papel, fab., instr. (092)",23,18,4,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",328,275,31,15,7
"Ocupación no especificada (095)",53,46,6,1,
"Mujeres (096)",279,261,8,2,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",30,24,5,1,
"Técnicos de nivel medio y trab. asimilados (099)",1,,,,1
"Jefes y empleados de oficina (100)",3,,,,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",19,18,,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",87,87,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",116,111,2,1,2
"Ocupación no especificada (107)",22,21,1,,
