"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Servicios sociales y de salud (039)",753,194,41,44,474
"Otras activ. serv.comun.soc y personales (040)",1125,585,284,177,79
"Hogares privados con servicio doméstico (041)",72,72,,,
"Organiz. y organos extraterritoriales (042)",1,,,1,
"Actividad economica no especificada (043)",1459,997,184,150,128
"Mujeres (044)",27904,19990,2573,2387,2954
"Agric., ganadería, caza y silvicultura (045)",3646,3293,229,101,23
"Pesca (046)",2,1,,1,
"Explotación de minas y canteras (047)",9,3,2,,4
"Industrias manufactureras (048)",1304,1062,148,73,21
"Suministro de electricidad, gas y agua (049)",25,3,5,8,9
"Construcción (050)",197,62,25,91,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",8693,8157,406,119,11
"Venta, mant.y rep. veh.autom y motoc. (052)",145,124,17,4,
"Comercio al por mayor (053)",340,255,43,31,11
"Comercio al por menor (054)",8208,7778,346,84,
"Hoteles y restaurantes (055)",2647,2373,219,46,9
"Trans., almac. y comunicaciones (056)",405,286,55,43,21
"Intermediación financiera (057)",169,31,32,68,38
"Activid.inmobil., empres. y alquileres (058)",929,418,153,219,139
"Admin.pub. y defensa; p. segur soc.afil (059)",1024,,,,1024
"Enseñanza (060)",3624,786,925,1328,585
"Servicios sociales y de salud (061)",1416,304,92,83,937
"Otras activ. serv.comun.soc y personales (062)",1080,796,149,92,43
"Hogares privados con servicio doméstico (063)",1468,1468,,,
"Organiz. y organos extraterritoriales (064)",1,,1,,
"Actividad economica no especificada (065)",1265,947,132,115,71
,,,,,
"URBANA (066)",57995,38251,6353,5601,7790
"Agric., ganadería, caza y silvicultura (067)",4975,4175,560,168,72
"Pesca (068)",8,3,1,2,2
"Explotación de minas y canteras (069)",180,33,27,26,94
"Industrias manufactureras (070)",4848,3937,532,201,178
"Suministro de electricidad, gas y agua (071)",141,24,16,64,37
"Construcción (072)",4266,2732,623,523,388
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",14050,12880,855,282,33
"Venta, mant.y rep. veh.autom y motoc. (074)",1325,1108,186,23,8
"Comercio al por mayor (075)",733,526,102,80,25
"Comercio al por menor (076)",11992,11246,567,179,
"Hoteles y restaurantes (077)",3600,3099,380,103,18
"Trans., almac. y comunicaciones (078)",4929,4055,362,361,151
"Intermediación financiera (079)",397,69,64,163,101
"Activid.inmobil., empres. y alquileres (080)",3141,1580,466,640,455
"Admin.pub. y defensa; p. segur soc.afil (081)",3201,,,,3201
"Enseñanza (082)",6549,1130,1637,2434,1348
"Servicios sociales y de salud (083)",2110,460,127,127,1396
"Otras activ. serv.comun.soc y personales (084)",2134,1320,426,266,122
"Hogares privados con servicio doméstico (085)",1464,1464,,,
"Organiz. y organos extraterritoriales (086)",2,,1,1,
"Actividad economica no especificada (087)",2000,1290,276,240,194
"Hombres (088)",33456,21364,3939,3284,4869
"Agric., ganadería, caza y silvicultura (089)",3525,2972,405,98,50
"Pesca (090)",6,2,1,1,2
"Explotación de minas y canteras (091)",171,30,25,26,90
"Industrias manufactureras (092)",3591,2910,391,131,159
"Suministro de electricidad, gas y agua (093)",117,22,11,56,28
"Construcción (094)",4095,2677,603,446,369
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",5692,5044,463,163,22
"Venta, mant.y rep. veh.autom y motoc. (096)",1188,992,169,19,8
"Comercio al por mayor (097)",405,281,61,49,14
"Comercio al por menor (098)",4099,3771,233,95,
"Hoteles y restaurantes (099)",1078,840,170,58,10
"Trans., almac. y comunicaciones (100)",4528,3770,309,319,130
"Intermediación financiera (101)",228,38,32,95,63
"Activid.inmobil., empres. y alquileres (102)",2216,1164,313,422,317
"Admin.pub. y defensa; p. segur soc.afil (103)",2197,,,,2197
"Enseñanza (104)",3009,398,736,1112,763
"Servicios sociales y de salud (105)",728,177,41,44,466
"Otras activ. serv.comun.soc y personales (106)",1090,560,277,174,79
"Hogares privados con servicio doméstico (107)",69,69,,,
"Organiz. y organos extraterritoriales (108)",1,,,1,
"Actividad economica no especificada (109)",1115,691,162,138,124
"Mujeres (110)",24539,16887,2414,2317,2921
"Agric., ganadería, caza y silvicultura (111)",1450,1203,155,70,22
"Pesca (112)",2,1,,1,
"Explotación de minas y canteras (113)",9,3,2,,4
"Industrias manufactureras (114)",1257,1027,141,70,19
"Suministro de electricidad, gas y agua (115)",24,2,5,8,9
"Construcción (116)",171,55,20,77,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",8358,7836,392,119,11
"Venta, mant.y rep. veh.autom y motoc. (118)",137,116,17,4,
"Comercio al por mayor (119)",328,245,41,31,11
"Comercio al por menor (120)",7893,7475,334,84,
"Hoteles y restaurantes (121)",2522,2259,210,45,8
"Trans., almac. y comunicaciones (122)",401,285,53,42,21
"Intermediación financiera (123)",169,31,32,68,38
"Activid.inmobil., empres. y alquileres (124)",925,416,153,218,138
"Admin.pub. y defensa; p. segur soc.afil (125)",1004,,,,1004
"Enseñanza (126)",3540,732,901,1322,585
"Servicios sociales y de salud (127)",1382,283,86,83,930
"Otras activ. serv.comun.soc y personales (128)",1044,760,149,92,43
"Hogares privados con servicio doméstico (129)",1395,1395,,,
"Organiz. y organos extraterritoriales (130)",1,,1,,
"Actividad economica no especificada (131)",885,599,114,102,70
,,,,,
"RURAL (132)",13288,12070,800,262,156
"Agric., ganadería, caza y silvicultura (133)",10242,9663,459,112,8
"Pesca (134)",5,3,1,,1
"Explotación de minas y canteras (135)",27,22,2,3,
"Industrias manufactureras (136)",276,215,53,5,3
"Suministro de electricidad, gas y agua (137)",5,2,2,,1
"Construcción (138)",523,354,91,68,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",532,511,20,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",33,31,2,,
"Comercio al por mayor (141)",23,20,3,,
"Comercio al por menor (142)",476,460,15,1,
"Hoteles y restaurantes (143)",149,136,9,3,1
"Trans., almac. y comunicaciones (144)",253,211,30,9,3
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",41,21,8,8,4
"Admin.pub. y defensa; p. segur soc.afil (147)",104,,,,104
"Enseñanza (148)",200,102,72,25,1
"Servicios sociales y de salud (149)",59,38,6,,15
"Otras activ. serv.comun.soc y personales (150)",71,61,7,3,
"Hogares privados con servicio doméstico (151)",76,76,,,
"Actividad economica no especificada (153)",724,654,40,25,5
"Hombres (154)",9923,8967,641,192,123
"Agric., ganadería, caza y silvicultura (155)",8046,7573,385,81,7
"Pesca (156)",5,3,1,,1
"Explotación de minas y canteras (157)",27,22,2,3,
"Industrias manufactureras (158)",229,180,46,2,1
"Suministro de electricidad, gas y agua (159)",4,1,2,,1
"Construcción (160)",497,347,86,54,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",197,190,6,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",25,23,2,,
"Comercio al por mayor (163)",11,10,1,,
"Comercio al por menor (164)",161,157,3,1,
"Hoteles y restaurantes (165)",24,22,,2,
"Trans., almac. y comunicaciones (166)",249,210,28,8,3
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",37,19,8,7,3
"Admin.pub. y defensa; p. segur soc.afil (169)",84,,,,84
"Enseñanza (170)",116,48,48,19,1
"Servicios sociales y de salud (171)",25,17,,,8
"Otras activ. serv.comun.soc y personales (172)",35,25,7,3,
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",344,306,22,12,4
"Mujeres (176)",3365,3103,159,70,33
"Agric., ganadería, caza y silvicultura (177)",2196,2090,74,31,1
"Industrias manufactureras (180)",47,35,7,3,2
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Construcción (182)",26,7,5,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",335,321,14,,
"Venta, mant.y rep. veh.autom y motoc. (184)",8,8,,,
"Comercio al por mayor (185)",12,10,2,,
"Comercio al por menor (186)",315,303,12,,
"Hoteles y restaurantes (187)",125,114,9,1,1
"Trans., almac. y comunicaciones (188)",4,1,2,1,
"Activid.inmobil., empres. y alquileres (190)",4,2,,1,1
"Admin.pub. y defensa; p. segur soc.afil (191)",20,,,,20
"Enseñanza (192)",84,54,24,6,
"Servicios sociales y de salud (193)",34,21,6,,7
"Otras activ. serv.comun.soc y personales (194)",36,36,,,
"Hogares privados con servicio doméstico (195)",73,73,,,
"Actividad economica no especificada (197)",380,348,18,13,1
