"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUARAL (000)",68443,14691,20299,23788,1813,3433,1834,2585
"Agric., ganadería, caza y silvicultura (001)",20852,368,11729,5930,1091,1734,,
"Pesca (002)",700,35,334,312,7,12,,
"Explotación de minas y canteras (003)",261,46,204,6,3,2,,
"Industrias manufactureras (004)",4311,410,2215,1471,73,142,,
"Suministro de electricidad, gas y agua (005)",259,105,151,3,,,,
"Construcción (006)",3028,69,1988,897,59,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",12664,2569,637,8005,320,1133,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1206,195,289,652,46,24,,
"Comercio al por mayor (009)",956,389,128,344,28,67,,
"Comercio al por menor (010)",10502,1985,220,7009,246,1042,,
"Hoteles y restaurantes (011)",3055,989,267,1549,89,161,,
"Trans., almac. y comunicaciones (012)",6203,1294,1284,3525,68,32,,
"Intermediación financiera (013)",234,219,1,5,1,8,,
"Activid.inmobil., empres. y alquileres (014)",2756,1983,308,416,35,14,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1647,1431,216,,,,,
"Enseñanza (016)",3241,3013,,211,12,5,,
"Servicios sociales y de salud (017)",924,746,14,149,11,4,,
"Otras activ. serv.comun.soc y personales (018)",2443,932,509,911,28,63,,
"Hogares privados con servicio doméstico (019)",1834,,,,,,1834,
"Organiz. y organos extraterritoriales (020)",5,5,,,,,,
"Actividad economica no especificada (021)",1441,477,442,398,16,108,,
"Desocupado (022)",2585,,,,,,,2585
"Hombres (023)",45130,8084,16082,16175,1423,1578,69,1719
"Agric., ganadería, caza y silvicultura (024)",15710,281,8551,4947,943,988,,
"Pesca (025)",686,30,329,308,7,12,,
"Explotación de minas y canteras (026)",251,40,202,5,2,2,,
"Industrias manufactureras (027)",3221,284,1740,1029,53,115,,
"Suministro de electricidad, gas y agua (028)",240,87,150,3,,,,
"Construcción (029)",2983,59,1962,888,59,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",6412,1374,603,3961,193,281,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1119,147,282,629,43,18,,
"Comercio al por mayor (032)",597,250,117,199,16,15,,
"Comercio al por menor (033)",4696,977,204,3133,134,248,,
"Hoteles y restaurantes (034)",997,412,125,378,43,39,,
"Trans., almac. y comunicaciones (035)",5834,1066,1238,3441,65,24,,
"Intermediación financiera (036)",125,114,1,3,1,6,,
"Activid.inmobil., empres. y alquileres (037)",2027,1404,266,323,25,9,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1084,893,191,,,,,
"Enseñanza (039)",1196,1095,,93,6,2,,
"Servicios sociales y de salud (040)",293,206,9,70,6,2,,
"Otras activ. serv.comun.soc y personales (041)",1518,526,414,525,12,41,,
"Hogares privados con servicio doméstico (042)",69,,,,,,69,
"Organiz. y organos extraterritoriales (043)",4,4,,,,,,
"Actividad economica no especificada (044)",761,209,301,201,8,42,,
"Desocupado (045)",1719,,,,,,,1719
"Mujeres (046)",23313,6607,4217,7613,390,1855,1765,866
"Agric., ganadería, caza y silvicultura (047)",5142,87,3178,983,148,746,,
"Pesca (048)",14,5,5,4,,,,
"Explotación de minas y canteras (049)",10,6,2,1,1,,,
"Industrias manufactureras (050)",1090,126,475,442,20,27,,
"Suministro de electricidad, gas y agua (051)",19,18,1,,,,,
"Construcción (052)",45,10,26,9,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",6252,1195,34,4044,127,852,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",87,48,7,23,3,6,,
"Comercio al por mayor (055)",359,139,11,145,12,52,,
"Comercio al por menor (056)",5806,1008,16,3876,112,794,,
"Hoteles y restaurantes (057)",2058,577,142,1171,46,122,,
"Trans., almac. y comunicaciones (058)",369,228,46,84,3,8,,
"Intermediación financiera (059)",109,105,,2,,2,,
"Activid.inmobil., empres. y alquileres (060)",729,579,42,93,10,5,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",563,538,25,,,,,
"Enseñanza (062)",2045,1918,,118,6,3,,
"Servicios sociales y de salud (063)",631,540,5,79,5,2,,
"Otras activ. serv.comun.soc y personales (064)",925,406,95,386,16,22,,
"Hogares privados con servicio doméstico (065)",1765,,,,,,1765,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",680,268,141,197,8,66,,
"Desocupado (068)",866,,,,,,,866
,,,,,,,,
"URBANA (069)",56584,13600,14409,20860,1222,2585,1598,2310
"Agric., ganadería, caza y silvicultura (070)",12771,297,6726,4159,548,1041,,
"Pesca (071)",672,34,318,301,7,12,,
"Explotación de minas y canteras (072)",245,43,193,6,3,,,
"Industrias manufactureras (073)",3861,378,1998,1354,62,69,,
"Suministro de electricidad, gas y agua (074)",241,97,141,3,,,,
"Construcción (075)",2798,67,1809,852,55,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",11880,2403,569,7512,299,1097,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1128,178,270,616,40,24,,
"Comercio al por mayor (078)",868,360,100,317,26,65,,
"Comercio al por menor (079)",9884,1865,199,6579,233,1008,,
"Hoteles y restaurantes (080)",2824,922,227,1444,86,145,,
"Trans., almac. y comunicaciones (081)",5676,1180,1134,3269,61,32,,
"Intermediación financiera (082)",221,206,1,5,1,8,,
"Activid.inmobil., empres. y alquileres (083)",2576,1838,285,405,35,13,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1423,1293,130,,,,,
"Enseñanza (085)",3038,2841,,180,12,5,,
"Servicios sociales y de salud (086)",863,688,14,146,11,4,,
"Otras activ. serv.comun.soc y personales (087)",2275,875,476,844,28,52,,
"Hogares privados con servicio doméstico (088)",1598,,,,,,1598,
"Organiz. y organos extraterritoriales (089)",5,5,,,,,,
"Actividad economica no especificada (090)",1307,433,388,380,14,92,,
"Desocupado (091)",2310,,,,,,,2310
"Hombres (092)",36501,7424,11610,13899,897,1069,56,1546
"Agric., ganadería, caza y silvicultura (093)",9519,223,4872,3385,450,589,,
"Pesca (094)",658,29,313,297,7,12,,
"Explotación de minas y canteras (095)",236,38,191,5,2,,,
"Industrias manufactureras (096)",2854,264,1563,939,43,45,,
"Suministro de electricidad, gas y agua (097)",224,81,140,3,,,,
"Construcción (098)",2754,57,1783,844,55,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",6032,1284,537,3759,183,269,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1048,136,263,594,37,18,,
"Comercio al por mayor (101)",537,233,89,185,16,14,,
"Comercio al por menor (102)",4447,915,185,2980,130,237,,
"Hoteles y restaurantes (103)",916,381,108,351,42,34,,
"Trans., almac. y comunicaciones (104)",5333,966,1095,3190,58,24,,
"Intermediación financiera (105)",118,107,1,3,1,6,,
