"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AMBO (000)",15878,1183,2276,9273,265,2698,183
"Sin nivel (001)",1875,18,241,1167,51,364,34
"Educación inicial (002)",23,,5,7,1,10,
"Primaria (003)",8376,89,1178,5450,128,1463,68
"Secundaria (004)",4093,269,728,2165,56,806,69
"Superior no univ. incompleta (005)",304,83,42,146,9,18,6
"Superior no univ. completa (006)",477,253,47,153,4,16,4
"Superior univ. incompleta (007)",188,81,18,71,6,12,
"Superior univ. completa (008)",542,390,17,114,10,9,2
"Hombres (010)",12941,709,2095,8072,234,1807,24
"Sin nivel (011)",1304,4,204,916,46,129,5
"Educación inicial (012)",17,,5,7,,5,
"Primaria (013)",7234,55,1085,4968,115,1004,7
"Secundaria (014)",3410,184,687,1837,49,642,11
"Superior no univ. incompleta (015)",211,49,39,106,7,10,
"Superior no univ. completa (016)",294,138,43,97,4,11,1
"Superior univ. incompleta (017)",131,52,17,54,4,4,
"Superior univ. completa (018)",340,227,15,87,9,2,
"Mujeres (020)",2937,474,181,1201,31,891,159
"Sin nivel (021)",571,14,37,251,5,235,29
"Educación inicial (022)",6,,,,1,5,
"Primaria (023)",1142,34,93,482,13,459,61
"Secundaria (024)",683,85,41,328,7,164,58
"Superior no univ. incompleta (025)",93,34,3,40,2,8,6
"Superior no univ. completa (026)",183,115,4,56,,5,3
"Superior univ. incompleta (027)",57,29,1,17,2,8,
"Superior univ. completa (028)",202,163,2,27,1,7,2
,,,,,,,
"URBANA (030)",5083,928,800,2689,95,477,94
"Sin nivel (031)",341,10,57,203,4,53,14
"Educación inicial (032)",6,,1,3,,2,
"Primaria (033)",1688,58,320,1058,35,181,36
"Secundaria (034)",1884,209,348,1053,36,204,34
"Superior no univ. incompleta (035)",221,67,28,102,7,13,4
"Superior no univ. completa (036)",349,195,23,119,1,7,4
"Superior univ. incompleta (037)",151,71,10,57,4,9,
"Superior univ. completa (038)",443,318,13,94,8,8,2
"Hombres (040)",3683,556,746,2004,77,288,12
"Sin nivel (041)",197,3,48,113,4,26,3
"Educación inicial (042)",6,,1,3,,2,
"Primaria (043)",1291,37,294,820,27,110,3
"Secundaria (044)",1461,143,333,812,30,138,5
"Superior no univ. incompleta (045)",150,40,27,71,5,7,
"Superior no univ. completa (046)",206,109,22,70,1,3,1
"Superior univ. incompleta (047)",102,46,10,42,3,1,
"Superior univ. completa (048)",270,178,11,73,7,1,
"Mujeres (050)",1400,372,54,685,18,189,82
"Sin nivel (051)",144,7,9,90,,27,11
"Primaria (053)",397,21,26,238,8,71,33
"Secundaria (054)",423,66,15,241,6,66,29
"Superior no univ. incompleta (055)",71,27,1,31,2,6,4
"Superior no univ. completa (056)",143,86,1,49,,4,3
"Superior univ. incompleta (057)",49,25,,15,1,8,
"Superior univ. completa (058)",173,140,2,21,1,7,2
,,,,,,,
"RURAL (060)",10795,255,1476,6584,170,2221,89
"Sin nivel (061)",1534,8,184,964,47,311,20
"Educación inicial (062)",17,,4,4,1,8,
"Primaria (063)",6688,31,858,4392,93,1282,32
"Secundaria (064)",2209,60,380,1112,20,602,35
"Superior no univ. incompleta (065)",83,16,14,44,2,5,2
"Superior no univ. completa (066)",128,58,24,34,3,9,
"Superior univ. incompleta (067)",37,10,8,14,2,3,
"Superior univ. completa (068)",99,72,4,20,2,1,
"Hombres (070)",9258,153,1349,6068,157,1519,12
"Sin nivel (071)",1107,1,156,803,42,103,2
"Educación inicial (072)",11,,4,4,,3,
"Primaria (073)",5943,18,791,4148,88,894,4
"Secundaria (074)",1949,41,354,1025,19,504,6
"Superior no univ. incompleta (075)",61,9,12,35,2,3,
"Superior no univ. completa (076)",88,29,21,27,3,8,
"Superior univ. incompleta (077)",29,6,7,12,1,3,
"Superior univ. completa (078)",70,49,4,14,2,1,
"Mujeres (080)",1537,102,127,516,13,702,77
"Sin nivel (081)",427,7,28,161,5,208,18
"Educación inicial (082)",6,,,,1,5,
"Primaria (083)",745,13,67,244,5,388,28
"Secundaria (084)",260,19,26,87,1,98,29
"Superior no univ. incompleta (085)",22,7,2,9,,2,2
"Superior no univ. completa (086)",40,29,3,7,,1,
"Superior univ. incompleta (087)",8,4,1,2,1,,
"Superior univ. completa (088)",29,23,,6,,,
