"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARAÑON (000)",6142,5938,31,1022,978,885,1547,978,409,88,204,23175
"De 12 a 14 años (001)",11,5,,3,2,,,,,,6,7
"De 15 a 19 años (002)",274,253,3,219,29,2,,,,,21,283
"De 20 a 24 años (003)",802,732,7,379,267,62,12,5,,,70,1178
"De 25 a 29 años (004)",782,735,6,157,235,203,120,12,2,,47,1836
"De 30 a 34 años (005)",772,754,5,89,154,161,276,67,2,,18,2532
"De 35 a 39 años (006)",770,762,2,33,89,149,293,154,40,2,8,3303
"De 40 a 44 años (007)",565,562,,21,35,68,184,175,64,15,3,2939
"De 45 a 49 años (008)",515,512,,21,35,49,167,143,79,18,3,2764
"De 50 y más años (009)",1651,1623,8,100,132,191,495,422,222,53,28,8333
"Conviviente (010)",3143,3076,16,636,608,505,717,399,155,40,67,10810
"De 12 a 14 años (011)",8,3,,2,1,,,,,,5,4
"De 15 a 19 años (012)",207,186,1,159,24,2,,,,,21,213
"De 20 a 24 años (013)",588,567,4,284,212,54,8,5,,,21,933
"De 25 a 29 años (014)",511,504,4,89,166,158,79,7,1,,7,1281
"De 30 a 34 años (015)",461,459,4,44,89,104,181,36,1,,2,1562
"De 35 a 39 años (016)",412,409,1,18,46,70,164,87,22,1,3,1796
"De 40 a 44 años (017)",279,278,,6,18,30,91,93,30,10,1,1492
"De 45 a 49 años (018)",224,224,,7,16,24,67,61,41,8,,1229
"De 50 y más años (019)",453,446,2,27,36,63,127,110,60,21,7,2300
"Separado(a) (020)",339,336,3,123,72,39,67,23,8,1,3,912
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",26,26,,25,1,,,,,,,27
"De 20 a 24 años (023)",46,46,,31,14,,1,,,,,63
