"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MARTIN (000)",124269,18254,26868,25323,22231,15211,16382
"Conviviente (001)",34980,593,6919,12120,8787,4180,2381
"Separado(a) (002)",3165,34,250,674,869,676,662
"Casado(a) (003)",33970,55,970,5425,9531,8503,9486
"Viudo(a) (004)",3676,5,24,86,248,489,2824
"Divorciado(a) (005)",584,,14,52,154,178,186
"Soltero(a) (006)",47894,17567,18691,6966,2642,1185,843
"Hombres (008)",63258,9189,13635,12798,11300,8133,8203
"Conviviente (009)",17138,179,2270,5989,4845,2466,1389
"Separado(a) (010)",1190,11,56,247,316,289,271
"Casado(a) (011)",16792,27,239,2139,4473,4495,5419
"Viudo(a) (012)",870,3,6,17,67,128,649
"Divorciado(a) (013)",224,,7,13,54,73,77
"Soltero(a) (014)",27044,8969,11057,4393,1545,682,398
"Mujeres (016)",61011,9065,13233,12525,10931,7078,8179
"Conviviente (017)",17842,414,4649,6131,3942,1714,992
"Separado(a) (018)",1975,23,194,427,553,387,391
"Casado(a) (019)",17178,28,731,3286,5058,4008,4067
"Viudo(a) (020)",2806,2,18,69,181,361,2175
"Divorciado(a) (021)",360,,7,39,100,105,109
"Soltero(a) (022)",20850,8598,7634,2573,1097,503,445
,,,,,,,
"URBANA (024)",113959,16595,24658,23128,20565,14058,14955
"Conviviente (025)",30933,477,5924,10776,7933,3762,2061
"Separado(a) (026)",2978,33,239,644,831,634,597
"Casado(a) (027)",31537,50,831,5005,8965,7951,8735
"Viudo(a) (028)",3382,5,19,75,224,447,2612
"Divorciado(a) (029)",558,,13,49,150,171,175
"Soltero(a) (030)",44571,16030,17632,6579,2462,1093,775
"Hombres (032)",57264,8254,12391,11518,10309,7411,7381
"Conviviente (033)",15069,160,1927,5242,4333,2200,1207
"Separado(a) (034)",1049,11,53,225,285,252,223
"Casado(a) (035)",15525,26,200,1947,4196,4190,4966
"Viudo(a) (036)",756,3,5,13,54,107,574
"Divorciado(a) (037)",206,,6,12,51,67,70
"Soltero(a) (038)",24659,8054,10200,4079,1390,595,341
"Mujeres (040)",56695,8341,12267,11610,10256,6647,7574
"Conviviente (041)",15864,317,3997,5534,3600,1562,854
"Separado(a) (042)",1929,22,186,419,546,382,374
"Casado(a) (043)",16012,24,631,3058,4769,3761,3769
"Viudo(a) (044)",2626,2,14,62,170,340,2038
"Divorciado(a) (045)",352,,7,37,99,104,105
"Soltero(a) (046)",19912,7976,7432,2500,1072,498,434
,,,,,,,
"RURAL (048)",10310,1659,2210,2195,1666,1153,1427
"Conviviente (049)",4047,116,995,1344,854,418,320
"Separado(a) (050)",187,1,11,30,38,42,65
"Casado(a) (051)",2433,5,139,420,566,552,751
"Viudo(a) (052)",294,,5,11,24,42,212
"Divorciado(a) (053)",26,,1,3,4,7,11
"Soltero(a) (054)",3323,1537,1059,387,180,92,68
"Hombres (056)",5994,935,1244,1280,991,722,822
"Conviviente (057)",2069,19,343,747,512,266,182
"Separado(a) (058)",141,,3,22,31,37,48
"Casado(a) (059)",1267,1,39,192,277,305,453
"Viudo(a) (060)",114,,1,4,13,21,75
"Divorciado(a) (061)",18,,1,1,3,6,7
"Soltero(a) (062)",2385,915,857,314,155,87,57
"Mujeres (064)",4316,724,966,915,675,431,605
"Conviviente (065)",1978,97,652,597,342,152,138
"Separado(a) (066)",46,1,8,8,7,5,17
"Casado(a) (067)",1166,4,100,228,289,247,298
"Viudo(a) (068)",180,,4,7,11,21,137
"Divorciado(a) (069)",8,,,2,1,1,4
"Soltero(a) (070)",938,622,202,73,25,5,11
