"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAMBOPATA (000)",33610,9683,7103,13621,1086,1453,664
"Sin nivel (001)",983,78,181,567,32,97,28
"Educación inicial (002)",40,5,8,20,,4,3
"Primaria (003)",5372,512,1285,2912,186,346,131
"Secundaria (004)",13559,2643,3785,5723,436,647,325
"Superior no univ. incompleta (005)",2983,1027,554,1131,87,99,85
"Superior no univ. completa (006)",3409,1758,434,1012,111,66,28
"Superior univ. incompleta (007)",3051,1168,485,1135,93,127,43
"Superior univ. completa (008)",4213,2492,371,1121,141,67,21
"Hombres (010)",22253,5173,6328,9251,791,633,77
"Sin nivel (011)",428,19,118,253,14,18,6
"Educación inicial (012)",17,3,6,8,,,
"Primaria (013)",3326,194,1061,1827,122,113,9
"Secundaria (014)",9655,1389,3454,4081,348,342,41
"Superior no univ. incompleta (015)",1955,551,502,782,64,46,10
"Superior no univ. completa (016)",2081,908,395,676,75,25,2
"Superior univ. incompleta (017)",2071,668,449,837,56,58,3
"Superior univ. completa (018)",2720,1441,343,787,112,31,6
"Mujeres (020)",11357,4510,775,4370,295,820,587
"Sin nivel (021)",555,59,63,314,18,79,22
"Educación inicial (022)",23,2,2,12,,4,3
"Primaria (023)",2046,318,224,1085,64,233,122
"Secundaria (024)",3904,1254,331,1642,88,305,284
"Superior no univ. incompleta (025)",1028,476,52,349,23,53,75
"Superior no univ. completa (026)",1328,850,39,336,36,41,26
"Superior univ. incompleta (027)",980,500,36,298,37,69,40
"Superior univ. completa (028)",1493,1051,28,334,29,36,15
,,,,,,,
"URBANA (030)",27287,8972,5042,10925,846,953,549
"Sin nivel (031)",553,63,105,317,26,32,10
"Educación inicial (032)",30,3,5,17,,3,2
"Primaria (033)",3703,434,853,2023,120,179,94
"Secundaria (034)",10846,2428,2676,4685,324,450,283
"Superior no univ. incompleta (035)",2591,954,442,967,76,79,73
"Superior no univ. completa (036)",2967,1619,301,887,88,46,26
"Superior univ. incompleta (037)",2753,1113,390,1018,86,106,40
"Superior univ. completa (038)",3844,2358,270,1011,126,58,21
"Hombres (040)",17268,4776,4424,7066,579,369,54
"Sin nivel (041)",186,15,67,90,9,5,
"Educación inicial (042)",13,3,4,6,,,
"Primaria (043)",2050,166,673,1091,71,43,6
"Secundaria (044)",7412,1297,2415,3218,242,208,32
"Superior no univ. incompleta (045)",1643,501,393,652,56,36,5
"Superior no univ. completa (046)",1727,814,267,578,54,12,2
"Superior univ. incompleta (047)",1820,629,360,735,50,43,3
"Superior univ. completa (048)",2417,1351,245,696,97,22,6
"Mujeres (050)",10019,4196,618,3859,267,584,495
"Sin nivel (051)",367,48,38,227,17,27,10
"Educación inicial (052)",17,,1,11,,3,2
"Primaria (053)",1653,268,180,932,49,136,88
"Secundaria (054)",3434,1131,261,1467,82,242,251
"Superior no univ. incompleta (055)",948,453,49,315,20,43,68
"Superior no univ. completa (056)",1240,805,34,309,34,34,24
"Superior univ. incompleta (057)",933,484,30,283,36,63,37
"Superior univ. completa (058)",1427,1007,25,315,29,36,15
,,,,,,,
"RURAL (060)",6323,711,2061,2696,240,500,115
"Sin nivel (061)",430,15,76,250,6,65,18
"Educación inicial (062)",10,2,3,3,,1,1
"Primaria (063)",1669,78,432,889,66,167,37
"Secundaria (064)",2713,215,1109,1038,112,197,42
"Superior no univ. incompleta (065)",392,73,112,164,11,20,12
"Superior no univ. completa (066)",442,139,133,125,23,20,2
"Superior univ. incompleta (067)",298,55,95,117,7,21,3
"Superior univ. completa (068)",369,134,101,110,15,9,
"Hombres (070)",4985,397,1904,2185,212,264,23
"Sin nivel (071)",242,4,51,163,5,13,6
"Educación inicial (072)",4,,2,2,,,
"Primaria (073)",1276,28,388,736,51,70,3
"Secundaria (074)",2243,92,1039,863,106,134,9
"Superior no univ. incompleta (075)",312,50,109,130,8,10,5
"Superior no univ. completa (076)",354,94,128,98,21,13,
"Superior univ. incompleta (077)",251,39,89,102,6,15,
"Superior univ. completa (078)",303,90,98,91,15,9,
"Mujeres (080)",1338,314,157,511,28,236,92
"Sin nivel (081)",188,11,25,87,1,52,12
"Educación inicial (082)",6,2,1,1,,1,1
"Primaria (083)",393,50,44,153,15,97,34
"Secundaria (084)",470,123,70,175,6,63,33
"Superior no univ. incompleta (085)",80,23,3,34,3,10,7
"Superior no univ. completa (086)",88,45,5,27,2,7,2
"Superior univ. incompleta (087)",47,16,6,15,1,6,3
"Superior univ. completa (088)",66,44,3,19,,,
