"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LIMA (000)",122029,1888,63950,32635,20421,3135
"Conviviente (001)",24907,42,10476,9850,4115,424
"Separado(a) (002)",5030,5,1314,1969,1584,158
"Casado(a) (003)",22789,7,2648,8290,10083,1761
"Viudo(a) (004)",1401,1,73,246,690,391
"Divorciado(a) (005)",922,,77,322,464,59
"Soltero(a) (006)",66980,1833,49362,11958,3485,342
"Hombres (008)",70601,1001,35208,18070,13837,2485
"Conviviente (009)",14171,26,4858,5910,3017,360
"Separado(a) (010)",1984,3,375,693,798,115
"Casado(a) (011)",13987,3,1079,4126,7259,1520
"Viudo(a) (012)",598,,25,62,296,215
"Divorciado(a) (013)",464,,37,130,252,45
"Soltero(a) (014)",39397,969,28834,7149,2215,230
"Mujeres (016)",51428,887,28742,14565,6584,650
"Conviviente (017)",10736,16,5618,3940,1098,64
"Separado(a) (018)",3046,2,939,1276,786,43
"Casado(a) (019)",8802,4,1569,4164,2824,241
"Viudo(a) (020)",803,1,48,184,394,176
"Divorciado(a) (021)",458,,40,192,212,14
"Soltero(a) (022)",27583,864,20528,4809,1270,112
,,,,,,
"AREA URBANA (024)",121922,1887,63893,32607,20403,3132
"Conviviente (025)",24869,42,10454,9839,4110,424
"Separado(a) (026)",5028,5,1314,1969,1583,157
"Casado(a) (027)",22767,7,2645,8283,10072,1760
"Viudo(a) (028)",1400,1,73,246,690,390
"Divorciado(a) (029)",920,,77,321,463,59
"Soltero(a) (030)",66938,1832,49330,11949,3485,342
"Hombres (032)",70522,1000,35167,18048,13824,2483
"Conviviente (033)",14143,26,4843,5901,3013,360
"Separado(a) (034)",1983,3,375,693,798,114
"Casado(a) (035)",13971,3,1077,4121,7251,1519
"Viudo(a) (036)",598,,25,62,296,215
"Divorciado(a) (037)",462,,37,129,251,45
"Soltero(a) (038)",39365,968,28810,7142,2215,230
"Mujeres (040)",51400,887,28726,14559,6579,649
"Conviviente (041)",10726,16,5611,3938,1097,64
"Separado(a) (042)",3045,2,939,1276,785,43
"Casado(a) (043)",8796,4,1568,4162,2821,241
"Viudo(a) (044)",802,1,48,184,394,175
"Divorciado(a) (045)",458,,40,192,212,14
"Soltero(a) (046)",27573,864,20520,4807,1270,112
,,,,,,
"AREA RURAL (048)",107,1,57,28,18,3
"Conviviente (049)",38,,22,11,5,
"Separado(a) (050)",2,,,,1,1
"Casado(a) (051)",22,,3,7,11,1
"Viudo(a) (052)",1,,,,,1
"Divorciado(a) (053)",2,,,1,1,
"Soltero(a) (054)",42,1,32,9,,
"Hombres (056)",79,1,41,22,13,2
"Conviviente (057)",28,,15,9,4,
"Separado(a) (058)",1,,,,,1
"Casado(a) (059)",16,,2,5,8,1
"Divorciado(a) (061)",2,,,1,1,
"Soltero(a) (062)",32,1,24,7,,
"Mujeres (064)",28,,16,6,5,1
"Conviviente (065)",10,,7,2,1,
"Separado(a) (066)",1,,,,1,
"Casado(a) (067)",6,,1,2,3,
"Viudo(a) (068)",1,,,,,1
"Soltero(a) (070)",10,,8,2,,
