"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia JORGE BASADRE (000)",9872,5920,3952,6202,3835,2367,3670,2085,1585
"Menores de 1 año (001)",130,65,65,88,44,44,42,21,21
"Menores de 1 mes (002)",11,3,8,9,2,7,2,1,1
"De 1 a 11 meses (003)",119,62,57,79,42,37,40,20,20
"De 1 a 4 años (004)",622,319,303,355,189,166,267,130,137
"1 año (005)",150,68,82,90,43,47,60,25,35
"2 años (006)",162,88,74,89,54,35,73,34,39
"3 años (007)",163,79,84,91,44,47,72,35,37
"4 años (008)",147,84,63,85,48,37,62,36,26
"De 5 a 9 años (009)",718,370,348,426,222,204,292,148,144
"5 años (010)",158,79,79,90,45,45,68,34,34
"6 años (011)",150,69,81,97,45,52,53,24,29
"7 años (012)",129,65,64,72,37,35,57,28,29
"8 años (013)",147,76,71,75,42,33,72,34,38
"9 años (014)",134,81,53,92,53,39,42,28,14
"De 10 a 14 años (015)",658,329,329,405,198,207,253,131,122
"10 años (016)",124,72,52,64,35,29,60,37,23
"11 años (017)",123,54,69,83,37,46,40,17,23
"12 años (018)",150,77,73,91,51,40,59,26,33
"13 años (019)",127,60,67,79,37,42,48,23,25
"14 años (020)",134,66,68,88,38,50,46,28,18
"De 15 a 19 años (021)",804,526,278,565,388,177,239,138,101
"15 años (022)",140,68,72,94,41,53,46,27,19
"16 años (023)",112,61,51,74,40,34,38,21,17
"17 años (024)",103,56,47,58,29,29,45,27,18
"18 años (025)",219,175,44,168,140,28,51,35,16
"19 años (026)",230,166,64,171,138,33,59,28,31
"De 20 a 24 años (027)",992,616,376,646,421,225,346,195,151
"20 años (028)",224,157,67,160,120,40,64,37,27
"21 años (029)",185,115,70,117,80,37,68,35,33
"22 años (030)",188,121,67,120,78,42,68,43,25
"23 años (031)",181,107,74,109,70,39,72,37,35
"24 años (032)",214,116,98,140,73,67,74,43,31
"De 25 a 29 años (033)",1031,616,415,680,411,269,351,205,146
"25 años (034)",206,120,86,130,76,54,76,44,32
"26 años (035)",197,121,76,128,80,48,69,41,28
"27 años (036)",230,138,92,150,93,57,80,45,35
"28 años (037)",210,123,87,132,74,58,78,49,29
"29 años (038)",188,114,74,140,88,52,48,26,22
"De 30 a 34 años (039)",967,587,380,638,395,243,329,192,137
"30 años (040)",245,148,97,150,88,62,95,60,35
"31 años (041)",175,114,61,119,82,37,56,32,24
"32 años (042)",195,118,77,132,80,52,63,38,25
"33 años (043)",177,108,69,132,83,49,45,25,20
"34 años (044)",175,99,76,105,62,43,70,37,33
"De 35 a 39 años (045)",839,510,329,526,329,197,313,181,132
"35 años (046)",189,116,73,122,81,41,67,35,32
"36 años (047)",157,91,66,100,61,39,57,30,27
