"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUANCABAMBA (000)",29857,192,607,1716,3191,6277,11904,5970
"De 12 a 14 años (001)",67,,,,,,6,61
"De 15 a 19 años (002)",853,,,,,,554,299
"De 20 a 24 años (003)",3118,,,,,3,2058,1057
"De 25 a 29 años (004)",3452,,,,,95,2501,856
"De 30 a 34 años (005)",3411,,,,1,426,2372,612
"De 35 a 39 años (006)",3370,,,,20,901,2007,442
"De 40 a 44 años (007)",3048,,,,109,1115,1439,385
"De 45 a 49 años (008)",2742,,,3,243,1383,809,304
"De 50 y más años (009)",9796,192,607,1713,2818,2354,158,1954
"Conviviente (010)",13915,32,96,340,930,2743,7554,2220
"De 12 a 14 años (011)",54,,,,,,4,50
"De 15 a 19 años (012)",567,,,,,,368,199
"De 20 a 24 años (013)",1964,,,,,2,1472,490
"De 25 a 29 años (014)",2096,,,,,46,1686,364
"De 30 a 34 años (015)",1980,,,,,204,1543,233
"De 35 a 39 años (016)",1829,,,,5,457,1202,165
"De 40 a 44 años (017)",1482,,,,42,480,814,146
"De 45 a 49 años (018)",1162,,,,81,587,400,94
"De 50 y más años (019)",2781,32,96,340,802,967,65,479
"Separado(a) (020)",2254,9,32,100,206,457,877,573
"De 12 a 14 años (021)",2,,,,,,1,1
"De 15 a 19 años (022)",130,,,,,,86,44
"De 20 a 24 años (023)",309,,,,,,209,100
"De 25 a 29 años (024)",310,,,,,11,206,93
"De 30 a 34 años (025)",300,,,,,51,164,85
"De 35 a 39 años (026)",240,,,,3,83,99,55
"De 40 a 44 años (027)",219,,,,14,89,72,44
"De 45 a 49 años (028)",187,,,,23,107,32,25
"De 50 y más años (029)",557,9,32,100,166,116,8,126
"Casado(a) (030)",7969,25,138,593,1312,2356,2516,1029
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",30,,,,,,14,16
"De 20 a 24 años (033)",211,,,,,,150,61
"De 25 a 29 años (034)",472,,,,,16,396,60
"De 30 a 34 años (035)",683,,,,,106,491,86
"De 35 a 39 años (036)",945,,,,7,255,595,88
"De 40 a 44 años (037)",999,,,,28,422,470,79
"De 45 a 49 años (038)",1062,,,1,90,554,331,86
"De 50 y más años (039)",3564,25,138,592,1187,1003,69,550
"Viudo(a) (040)",2910,115,312,614,607,392,203,667
"De 15 a 19 años (042)",4,,,,,,2,2
"De 20 a 24 años (043)",9,,,,,,8,1
"De 25 a 29 años (044)",26,,,,,1,18,7
"De 30 a 34 años (045)",50,,,,,7,33,10
"De 35 a 39 años (046)",72,,,,1,20,41,10
"De 40 a 44 años (047)",130,,,,9,47,53,21
"De 45 a 49 años (048)",162,,,1,17,85,36,23
