"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TOCACHE (000)",22848,22303,6521,3333,3188,2562,3504,1801,912,482,545,57522
"De 12 a 14 años (001)",2507,2491,2470,19,2,,,,,,16,23
"De 15 a 19 años (002)",3493,3411,2660,646,91,12,2,,,,82,872
"De 20 a 24 años (003)",2937,2737,819,1116,600,158,40,4,,,200,2981
"De 25 a 29 años (004)",2416,2303,235,698,731,397,226,13,3,,113,4408
"De 30 a 34 años (005)",2217,2168,120,332,618,500,474,102,17,5,49,5966
"De 35 a 39 años (006)",2325,2302,56,202,467,547,724,235,63,8,23,8075
"De 40 a 44 años (007)",2108,2093,57,133,328,391,694,347,123,20,15,8524
"De 45 a 49 años (008)",1495,1485,21,55,169,247,498,307,140,48,10,6996
"De 50 y más años (009)",3350,3313,83,132,182,310,846,793,566,401,37,19677
"Conviviente (010)",9795,9621,732,2249,2080,1538,1749,776,344,153,174,28304
"De 12 a 14 años (011)",32,20,13,7,,,,,,,12,7
"De 15 a 19 años (012)",861,791,240,468,75,7,1,,,,70,643
"De 20 a 24 años (013)",1790,1734,229,835,499,132,36,3,,,56,2398
"De 25 a 29 años (014)",1638,1624,99,493,546,298,175,12,1,,14,3299
"De 30 a 34 años (015)",1411,1403,51,207,413,356,303,60,10,3,8,3903
"De 35 a 39 años (016)",1345,1341,28,107,256,334,432,136,43,5,4,4807
"De 40 a 44 años (017)",1119,1116,29,61,157,210,375,198,73,13,3,4704
"De 45 a 49 años (018)",698,696,12,30,82,117,213,150,72,20,2,3284
"De 50 y más años (019)",901,896,31,41,52,84,214,217,145,112,5,5259
"Separado(a) (020)",960,940,14,219,191,122,217,101,48,28,20,3307
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",51,47,,41,5,1,,,,,4,54
