"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",84,84,,,
"Actividad economica no especificada (043)",878,617,115,78,68
"Mujeres (044)",17485,14558,949,808,1170
"Agric., ganadería, caza y silvicultura (045)",4140,3933,143,40,24
"Pesca (046)",3,3,,,
"Explotación de minas y canteras (047)",18,5,1,6,6
"Industrias manufactureras (048)",495,378,66,35,16
"Suministro de electricidad, gas y agua (049)",11,,5,3,3
"Construcción (050)",84,33,11,29,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",4296,4139,123,29,5
"Venta, mant.y rep. veh.autom y motoc. (052)",118,109,7,2,
"Comercio al por mayor (053)",133,105,15,8,5
"Comercio al por menor (054)",4045,3925,101,19,
"Hoteles y restaurantes (055)",2284,2121,119,34,10
"Trans., almac. y comunicaciones (056)",291,233,24,24,10
"Intermediación financiera (057)",58,14,11,23,10
"Activid.inmobil., empres. y alquileres (058)",463,274,64,75,50
"Admin.pub. y defensa; p. segur soc.afil (059)",389,,,,389
"Enseñanza (060)",1407,421,248,441,297
"Servicios sociales y de salud (061)",457,128,23,8,298
"Otras activ. serv.comun.soc y personales (062)",603,522,50,20,11
"Hogares privados con servicio doméstico (063)",1146,1146,,,
"Actividad economica no especificada (065)",1340,1208,61,41,30
,,,,,
"URBANA (066)",35801,27858,2896,2078,2969
"Agric., ganadería, caza y silvicultura (067)",8768,7984,608,126,50
"Pesca (068)",25,22,,3,
"Explotación de minas y canteras (069)",496,83,67,118,228
"Industrias manufactureras (070)",1978,1526,242,155,55
"Suministro de electricidad, gas y agua (071)",87,15,12,40,20
"Construcción (072)",1750,1204,301,181,64
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",7671,7150,370,123,28
"Venta, mant.y rep. veh.autom y motoc. (074)",1045,907,97,29,12
"Comercio al por mayor (075)",325,227,44,38,16
"Comercio al por menor (076)",6301,6016,229,56,
"Hoteles y restaurantes (077)",2664,2413,191,45,15
"Trans., almac. y comunicaciones (078)",3670,3173,220,158,119
"Intermediación financiera (079)",125,27,25,49,24
"Activid.inmobil., empres. y alquileres (080)",1308,802,164,190,152
"Admin.pub. y defensa; p. segur soc.afil (081)",1189,,,,1189
"Enseñanza (082)",2084,484,369,719,512
"Servicios sociales y de salud (083)",636,182,36,11,407
"Otras activ. serv.comun.soc y personales (084)",1008,795,139,50,24
"Hogares privados con servicio doméstico (085)",918,918,,,
"Actividad economica no especificada (087)",1424,1080,152,110,82
"Hombres (088)",23424,18100,2108,1320,1896
"Agric., ganadería, caza y silvicultura (089)",7523,6864,522,98,39
"Pesca (090)",24,21,,3,
"Explotación de minas y canteras (091)",487,80,67,115,225
"Industrias manufactureras (092)",1576,1219,197,120,40
"Suministro de electricidad, gas y agua (093)",76,15,7,37,17
"Construcción (094)",1675,1175,292,154,54
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3912,3542,252,95,23
"Venta, mant.y rep. veh.autom y motoc. (096)",936,807,90,27,12
"Comercio al por mayor (097)",203,131,31,30,11
"Comercio al por menor (098)",2773,2604,131,38,
"Hoteles y restaurantes (099)",699,594,85,13,7
"Trans., almac. y comunicaciones (100)",3399,2958,198,134,109
"Intermediación financiera (101)",69,13,14,28,14
"Activid.inmobil., empres. y alquileres (102)",891,553,112,120,106
"Admin.pub. y defensa; p. segur soc.afil (103)",832,,,,832
"Enseñanza (104)",851,173,160,299,219
"Servicios sociales y de salud (105)",235,78,13,3,141
"Otras activ. serv.comun.soc y personales (106)",447,313,90,30,14
"Hogares privados con servicio doméstico (107)",45,45,,,
"Actividad economica no especificada (109)",683,457,99,71,56
"Mujeres (110)",12377,9758,788,758,1073
"Agric., ganadería, caza y silvicultura (111)",1245,1120,86,28,11
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",9,3,,3,3
"Industrias manufactureras (114)",402,307,45,35,15
"Suministro de electricidad, gas y agua (115)",11,,5,3,3
"Construcción (116)",75,29,9,27,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3759,3608,118,28,5
"Venta, mant.y rep. veh.autom y motoc. (118)",109,100,7,2,
"Comercio al por mayor (119)",122,96,13,8,5
"Comercio al por menor (120)",3528,3412,98,18,
"Hoteles y restaurantes (121)",1965,1819,106,32,8
"Trans., almac. y comunicaciones (122)",271,215,22,24,10
"Intermediación financiera (123)",56,14,11,21,10
"Activid.inmobil., empres. y alquileres (124)",417,249,52,70,46
"Admin.pub. y defensa; p. segur soc.afil (125)",357,,,,357
"Enseñanza (126)",1233,311,209,420,293
"Servicios sociales y de salud (127)",401,104,23,8,266
"Otras activ. serv.comun.soc y personales (128)",561,482,49,20,10
"Hogares privados con servicio doméstico (129)",873,873,,,
"Actividad economica no especificada (131)",741,623,53,39,26
,,,,,
"RURAL (132)",28432,26531,921,462,518
"Agric., ganadería, caza y silvicultura (133)",23721,22976,579,117,49
"Pesca (134)",4,3,,1,
"Explotación de minas y canteras (135)",418,33,37,101,247
"Industrias manufactureras (136)",274,213,47,11,3
"Suministro de electricidad, gas y agua (137)",28,4,1,19,4
"Construcción (138)",235,152,38,34,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",865,829,19,13,4
"Venta, mant.y rep. veh.autom y motoc. (140)",76,60,5,8,3
"Comercio al por mayor (141)",25,21,3,,1
"Comercio al por menor (142)",764,748,11,5,
"Hoteles y restaurantes (143)",393,361,16,12,4
"Trans., almac. y comunicaciones (144)",602,529,30,34,9
"Intermediación financiera (145)",4,1,,3,
"Activid.inmobil., empres. y alquileres (146)",198,90,46,49,13
"Admin.pub. y defensa; p. segur soc.afil (147)",100,,,,100
"Enseñanza (148)",326,185,79,55,7
"Servicios sociales y de salud (149)",83,33,1,,49
"Otras activ. serv.comun.soc y personales (150)",75,65,4,4,2
"Hogares privados con servicio doméstico (151)",312,312,,,
"Actividad economica no especificada (153)",794,745,24,9,16
"Hombres (154)",23324,21731,760,412,421
"Agric., ganadería, caza y silvicultura (155)",20826,20163,522,105,36
"Pesca (156)",2,1,,1,
"Explotación de minas y canteras (157)",409,31,36,98,244
"Industrias manufactureras (158)",181,142,26,11,2
"Suministro de electricidad, gas y agua (159)",28,4,1,19,4
"Construcción (160)",226,148,36,32,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",328,298,14,12,4
"Venta, mant.y rep. veh.autom y motoc. (162)",67,51,5,8,3
"Comercio al por mayor (163)",14,12,1,,1
"Comercio al por menor (164)",247,235,8,4,
"Hoteles y restaurantes (165)",74,59,3,10,2
"Trans., almac. y comunicaciones (166)",582,511,28,34,9
"Intermediación financiera (167)",2,1,,1,
"Activid.inmobil., empres. y alquileres (168)",152,65,34,44,9
"Admin.pub. y defensa; p. segur soc.afil (169)",68,,,,68
"Enseñanza (170)",152,75,40,34,3
"Servicios sociales y de salud (171)",27,9,1,,17
"Otras activ. serv.comun.soc y personales (172)",33,25,3,4,1
"Hogares privados con servicio doméstico (173)",39,39,,,
"Actividad economica no especificada (175)",195,160,16,7,12
"Mujeres (176)",5108,4800,161,50,97
"Agric., ganadería, caza y silvicultura (177)",2895,2813,57,12,13
"Pesca (178)",2,2,,,
"Explotación de minas y canteras (179)",9,2,1,3,3
"Industrias manufactureras (180)",93,71,21,,1
"Construcción (182)",9,4,2,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",537,531,5,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",9,9,,,
"Comercio al por mayor (185)",11,9,2,,
"Comercio al por menor (186)",517,513,3,1,
"Hoteles y restaurantes (187)",319,302,13,2,2
"Trans., almac. y comunicaciones (188)",20,18,2,,
"Intermediación financiera (189)",2,,,2,
"Activid.inmobil., empres. y alquileres (190)",46,25,12,5,4
"Admin.pub. y defensa; p. segur soc.afil (191)",32,,,,32
"Enseñanza (192)",174,110,39,21,4
"Servicios sociales y de salud (193)",56,24,,,32
"Otras activ. serv.comun.soc y personales (194)",42,40,1,,1
"Hogares privados con servicio doméstico (195)",273,273,,,
"Actividad economica no especificada (197)",599,585,8,2,4
