"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",5941,5503,191,104,143
"Otra (034)",17,,,,17
"Ocupación no especificada (035)",521,462,31,26,2
,,,,,
"URBANA (036)",41493,26522,4392,4756,5823
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",132,7,26,22,77
"Profes., científicos e intelectuales (038)",8398,2150,1332,2454,2462
"Técnicos de nivel medio y trab. asimilados (039)",2762,1328,385,386,663
"Jefes y empleados de oficina (040)",2630,580,343,486,1221
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",7256,6309,543,274,130
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1848,1754,93,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3190,2454,353,209,174
"Obreros construc.,conf.,papel, fab., instr. (044)",4480,3351,477,356,296
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",9779,8026,782,518,453
"Otra (046)",326,,,,326
"Ocupación no especificada (047)",692,563,58,50,21
"Hombres (048)",25203,15728,2970,3049,3456
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",98,5,17,15,61
"Profes., científicos e intelectuales (050)",4635,1227,722,1353,1333
"Técnicos de nivel medio y trab. asimilados (051)",1753,878,264,264,347
"Jefes y empleados de oficina (052)",1149,228,149,238,534
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",3204,2612,315,191,86
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1558,1480,77,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2767,2095,317,192,163
"Obreros construc.,conf.,papel, fab., instr. (056)",4367,3266,469,343,289
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",5091,3741,609,426,315
"Otra (058)",309,,,,309
"Ocupación no especificada (059)",272,196,31,26,19
"Mujeres (060)",16290,10794,1422,1707,2367
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",34,2,9,7,16
"Profes., científicos e intelectuales (062)",3763,923,610,1101,1129
"Técnicos de nivel medio y trab. asimilados (063)",1009,450,121,122,316
"Jefes y empleados de oficina (064)",1481,352,194,248,687
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",4052,3697,228,83,44
"Agricult.trabaj.calif.agrop.y pesqueros (066)",290,274,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",423,359,36,17,11
"Obreros construc.,conf.,papel, fab., instr. (068)",113,85,8,13,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",4688,4285,173,92,138
"Otra (070)",17,,,,17
"Ocupación no especificada (071)",420,367,27,24,2
,,,,,
"RURAL (072)",11012,9737,649,374,252
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,,,9
"Profes., científicos e intelectuales (074)",227,76,62,60,29
"Técnicos de nivel medio y trab. asimilados (075)",95,39,21,18,17
"Jefes y empleados de oficina (076)",130,35,20,19,56
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",460,388,30,32,10
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4842,4778,61,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",513,341,85,64,23
"Obreros construc.,conf.,papel, fab., instr. (080)",729,544,115,42,28
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3855,3399,250,132,74
"Otra (082)",4,,,,4
"Ocupación no especificada (083)",148,137,5,4,2
"Hombres (084)",8781,7660,580,331,210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,,,8
"Profes., científicos e intelectuales (086)",139,40,44,38,17
"Técnicos de nivel medio y trab. asimilados (087)",71,30,16,16,9
"Jefes y empleados de oficina (088)",102,26,17,16,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",241,184,19,31,7
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4373,4315,55,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",472,305,81,63,23
"Obreros construc.,conf.,papel, fab., instr. (092)",722,537,115,42,28
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2602,2181,232,120,69
"Otra (094)",4,,,,4
"Ocupación no especificada (095)",47,42,1,2,2
"Mujeres (096)",2231,2077,69,43,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",88,36,18,22,12
"Técnicos de nivel medio y trab. asimilados (099)",24,9,5,2,8
"Jefes y empleados de oficina (100)",28,9,3,3,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",219,204,11,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",469,463,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",41,36,4,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",7,7,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1253,1218,18,12,5
"Ocupación no especificada (107)",101,95,4,2,
