"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia AYABACA (000)",45560,156893,136798,,3165,87.2,2
"De 12 a 14 años (001)",5745,23,23,,5,100,21.7
"De 15 a 19 años (002)",6299,1245,1209,390,97.1,31.3,
"De 20 a 24 años (003)",4552,5563,5363,775,96.4,13.9,
"De 25 a 29 años (004)",4207,9613,9223,724,95.9,7.5,
"De 30 a 34 años (005)",3923,13072,12478,557,95.5,4.3,
"De 35 a 39 años (006)",3824,16712,15686,453,93.9,2.7,
"De 40 a 44 años (007)",3317,17732,16181,216,91.3,1.2,
"De 45 a 49 años (008)",2876,17251,15411,45,89.3,0.3,
"De 50 y más años (009)",10817,75682,61224,,80.9,,
"Conviviente (010)",9143,32850,29689,1375,90.4,4.2,
"De 12 a 14 años (011)",64,9,9,1,100,11.1,
"De 15 a 19 años (012)",950,757,731,226,96.6,29.9,
"De 20 a 24 años (013)",1649,2786,2691,418,96.6,15,
"De 25 a 29 años (014)",1551,3998,3845,316,96.2,7.9,
"De 30 a 34 años (015)",1237,4247,4073,226,95.9,5.3,
"De 35 a 39 años (016)",1032,4595,4331,129,94.3,2.8,
"De 40 a 44 años (017)",748,4049,3677,48,90.8,1.2,
"De 45 a 49 años (018)",570,3433,3028,11,88.2,0.3,
"De 50 y más años (019)",1342,8976,7304,,81.4,,
"Separado(a) (020)",1075,4246,3759,61,88.5,1.4,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",45,40,39,13,97.5,32.5,
"De 20 a 24 años (023)",100,152,149,17,98,11.2,
"De 25 a 29 años (024)",112,237,225,12,94.9,5.1,
"De 30 a 34 años (025)",114,269,263,5,97.8,1.9,
"De 35 a 39 años (026)",146,484,456,9,94.2,1.9,
"De 40 a 44 años (027)",113,507,459,5,90.5,1,
"De 45 a 49 años (028)",103,505,450,,89.1,,
"De 50 y más años (029)",339,2052,1718,,83.7,,
"Casado(a) (030)",16653,93700,82448,1461,88,1.6,
"De 12 a 14 años (031)",5,1,1,1,100,100,
"De 15 a 19 años (032)",270,238,231,83,97.1,34.9,
"De 20 a 24 años (033)",1055,1979,1897,254,95.9,12.8,
"De 25 a 29 años (034)",1599,4684,4471,341,95.5,7.3,
"De 30 a 34 años (035)",1958,7772,7391,301,95.1,3.9,
