"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia EL COLLAO (000)",31072,79258,69734,,1053,88,1.3
"De 12 a 14 años (001)",2634,14,13,,1,92.9,7.1
"De 15 a 19 años (002)",3753,436,421,136,96.6,31.2,
"De 20 a 24 años (003)",3407,2402,2339,306,97.4,12.7,
"De 25 a 29 años (004)",3185,4712,4551,243,96.6,5.2,
"De 30 a 34 años (005)",2660,5870,5591,180,95.2,3.1,
"De 35 a 39 años (006)",2623,7637,7188,127,94.1,1.7,
"De 40 a 44 años (007)",2240,8007,7341,48,91.7,0.6,
"De 45 a 49 años (008)",2045,8731,7779,12,89.1,0.1,
"De 50 y más años (009)",8525,41449,34511,,83.3,,
"Conviviente (010)",5387,11173,10437,577,93.4,5.2,
"De 12 a 14 años (011)",37,7,6,,85.7,,
"De 15 a 19 años (012)",502,290,280,107,96.6,36.9,
"De 20 a 24 años (013)",1206,1298,1265,189,97.5,14.6,
"De 25 a 29 años (014)",1135,1956,1895,130,96.9,6.6,
"De 30 a 34 años (015)",849,1938,1835,89,94.7,4.6,
"De 35 a 39 años (016)",643,1774,1700,48,95.8,2.7,
"De 40 a 44 años (017)",335,1184,1092,10,92.2,0.8,
"De 45 a 49 años (018)",241,929,831,4,89.5,0.4,
"De 50 y más años (019)",439,1797,1533,,85.3,,
"Separado(a) (020)",713,1725,1579,21,91.5,1.2,
"De 12 a 14 años (021)",1,1,1,,100,,
"De 15 a 19 años (022)",16,12,12,1,100,8.3,
"De 20 a 24 años (023)",55,67,66,4,98.5,6,
"De 25 a 29 años (024)",93,125,118,7,94.4,5.6,
"De 30 a 34 años (025)",103,190,185,5,97.4,2.6,
"De 35 a 39 años (026)",104,242,221,2,91.3,0.8,
"De 40 a 44 años (027)",90,252,227,2,90.1,0.8,
"De 45 a 49 años (028)",73,226,210,,92.9,,
"De 50 y más años (029)",178,610,539,,88.4,,
"Casado(a) (030)",13416,52899,46664,424,88.2,0.8,
"De 12 a 14 años (031)",3,2,2,,100,,
"De 15 a 19 años (032)",113,84,82,18,97.6,21.4,
"De 20 a 24 años (033)",707,916,888,104,96.9,11.4,
"De 25 a 29 años (034)",1297,2502,2414,102,96.5,4.1,
"De 30 a 34 años (035)",1354,3508,3350,83,95.5,2.4,
"De 35 a 39 años (036)",1609,5352,5009,74,93.6,1.4,
