"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAMALIES (000)",15749,15276,57,2633,2523,2124,3639,2566,1321,413,473,62199
"De 12 a 14 años (001)",36,12,1,9,2,,,,,,24,13
"De 15 a 19 años (002)",598,547,9,466,61,8,3,,,,51,624
"De 20 a 24 años (003)",1822,1656,11,933,553,133,20,6,,,166,2565
"De 25 a 29 años (004)",1930,1840,7,483,643,448,239,17,3,,90,4257
"De 30 a 34 años (005)",1802,1760,4,212,420,405,565,142,11,1,42,5721
"De 35 a 39 años (006)",1902,1878,5,115,290,370,656,364,70,8,24,7697
"De 40 a 44 años (007)",1709,1690,1,75,157,207,570,437,202,41,19,8507
"De 45 a 49 años (008)",1327,1319,2,53,79,129,347,387,244,78,8,7529
"De 50 y más años (009)",4623,4574,17,287,318,424,1239,1213,791,285,49,25286
"Conviviente (010)",6250,6134,22,1503,1406,1047,1282,611,215,48,116,19338
"De 12 a 14 años (011)",27,6,1,4,1,,,,,,21,6
"De 15 a 19 años (012)",407,365,5,310,43,6,1,,,,42,418
"De 20 a 24 años (013)",1232,1204,7,651,427,102,14,3,,,28,1890
"De 25 a 29 años (014)",1235,1221,2,298,444,322,146,7,2,,14,2837
"De 30 a 34 años (015)",964,960,2,110,227,229,307,76,9,,4,3144
"De 35 a 39 años (016)",857,854,2,42,130,187,304,164,22,3,3,3472
"De 40 a 44 años (017)",619,619,,25,64,92,224,145,59,10,,2962
"De 45 a 49 años (018)",352,352,,13,26,50,113,90,42,18,,1844
"De 50 y más años (019)",557,553,3,50,44,59,173,126,81,17,4,2765
"Separado(a) (020)",966,953,5,251,221,145,186,87,50,8,13,3013
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",46,44,,42,2,,,,,,2,46
