"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",6,,,3,3,,,,
"Industrias manufactureras (048)",201,20,,134,33,3,7,1,3
"Suministro de electricidad, gas y agua (049)",2,,,1,,,,,1
"Construcción (050)",11,,,6,2,1,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",367,14,,141,122,12,61,4,13
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,,,3,1,2,,,
"Comercio al por mayor (053)",15,,,2,6,,5,,2
"Comercio al por menor (054)",346,14,,136,115,10,56,4,11
"Hoteles y restaurantes (055)",208,11,,83,87,9,16,1,1
"Trans., almac. y comunicaciones (056)",19,,,,6,3,6,1,3
"Intermediación financiera (057)",3,,,,,,1,,2
"Activid.inmobil., empres. y de alquiler (058)",29,,,4,10,2,7,2,4
"Admin.pub. y defensa; p. segur.soc.afil (059)",69,2,,4,10,8,26,4,15
"Enseñanza (060)",445,,,,30,17,269,22,107
"Servicios sociales y de salud (061)",69,,,1,2,3,25,2,36
"Otras activ. serv.comun.soc y personales (062)",58,7,,28,14,3,3,1,2
"Hogares privados con servicio doméstico (063)",165,12,1,96,47,4,5,,
"Actividad economica no especificada (065)",92,7,,51,14,6,10,2,2
,,,,,,,,,
"URBANA (066)",4464,110,5,1295,1364,187,918,131,454
"Agric., ganadería, caza y silvicultura (067)",1143,53,3,593,393,21,42,12,26
"Pesca (068)",2,,,,2,,,,
"Explotación de minas y canteras (069)",46,,,10,22,3,3,1,7
"Industrias manufactureras (070)",237,5,,97,87,10,26,4,8
"Suministro de electricidad, gas y agua (071)",16,,,,3,5,5,1,2
"Construcción (072)",305,7,,94,126,7,41,9,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",631,14,1,195,243,23,104,19,32
"Venta, mant.y rep. veh.autom.y motoc. (074)",52,,1,12,21,3,13,1,1
"Comercio al por mayor (075)",27,,,7,11,1,6,,2
"Comercio al por menor (076)",552,14,,176,211,19,85,18,29
"Hoteles y restaurantes (077)",211,5,,75,94,11,20,4,2
"Trans., almac. y comunicaciones (078)",293,1,,43,161,25,40,7,16
"Intermediación financiera (079)",4,,,,,,1,,3
"Activid.inmobil., empres. y de alquiler (080)",106,,,8,34,10,24,7,23
"Admin.pub. y defensa; p. segur.soc.afil (081)",272,4,,33,61,25,90,13,46
"Enseñanza (082)",728,,,1,29,23,442,42,191
"Servicios sociales y de salud (083)",119,1,,3,5,6,44,6,54
"Otras activ. serv.comun.soc y personales (084)",101,7,,34,29,5,15,4,7
"Hogares privados con servicio doméstico (085)",127,9,1,73,37,4,3,,
"Actividad economica no especificada (087)",123,4,,36,38,9,18,2,16
"Hombres (088)",2983,55,3,898,1026,121,514,95,271
"Agric., ganadería, caza y silvicultura (089)",1043,34,2,543,372,20,37,11,24
"Pesca (090)",2,,,,2,,,,
"Explotación de minas y canteras (091)",41,,,8,19,3,3,1,7
"Industrias manufactureras (092)",160,2,,57,66,7,20,3,5
"Suministro de electricidad, gas y agua (093)",15,,,,3,5,5,1,1
"Construcción (094)",294,7,,88,124,6,40,9,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",329,6,1,88,140,13,47,15,19
"Venta, mant.y rep. veh.autom.y motoc. (096)",47,,1,10,20,1,13,1,1
"Comercio al por mayor (097)",15,,,5,7,1,2,,
"Comercio al por menor (098)",267,6,,73,113,11,32,14,18
"Hoteles y restaurantes (099)",34,,,11,12,2,4,4,1
"Trans., almac. y comunicaciones (100)",274,1,,43,155,22,34,6,13
"Intermediación financiera (101)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (102)",78,,,4,24,8,17,5,20
"Admin.pub. y defensa; p. segur.soc.afil (103)",205,2,,29,51,17,66,9,31
"Enseñanza (104)",336,,,1,10,10,201,24,90
"Servicios sociales y de salud (105)",53,1,,2,3,3,20,4,20
"Otras activ. serv.comun.soc y personales (106)",52,1,,10,19,2,12,3,5
"Hogares privados con servicio doméstico (107)",1,,,1,,,,,
"Actividad economica no especificada (109)",65,1,,13,26,3,8,,14
"Mujeres (110)",1481,55,2,397,338,66,404,36,183
"Agric., ganadería, caza y silvicultura (111)",100,19,1,50,21,1,5,1,2
"Explotación de minas y canteras (113)",5,,,2,3,,,,
"Industrias manufactureras (114)",77,3,,40,21,3,6,1,3
"Suministro de electricidad, gas y agua (115)",1,,,,,,,,1
"Construcción (116)",11,,,6,2,1,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",302,8,,107,103,10,57,4,13
"Venta, mant.y rep. veh.autom.y motoc. (118)",5,,,2,1,2,,,
"Comercio al por mayor (119)",12,,,2,4,,4,,2
"Comercio al por menor (120)",285,8,,103,98,8,53,4,11
"Hoteles y restaurantes (121)",177,5,,64,82,9,16,,1
"Trans., almac. y comunicaciones (122)",19,,,,6,3,6,1,3
"Intermediación financiera (123)",3,,,,,,1,,2
"Activid.inmobil., empres. y de alquiler (124)",28,,,4,10,2,7,2,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",67,2,,4,10,8,24,4,15
"Enseñanza (126)",392,,,,19,13,241,18,101
"Servicios sociales y de salud (127)",66,,,1,2,3,24,2,34
"Otras activ. serv.comun.soc y personales (128)",49,6,,24,10,3,3,1,2
"Hogares privados con servicio doméstico (129)",126,9,1,72,37,4,3,,
"Actividad economica no especificada (131)",58,3,,23,12,6,10,2,2
,,,,,,,,,
"RURAL (132)",4766,342,2,3256,914,61,142,13,36
"Agric., ganadería, caza y silvicultura (133)",3887,293,1,2797,696,35,49,5,11
"Pesca (134)",3,,,1,2,,,,
"Explotación de minas y canteras (135)",7,,,3,2,,1,,1
"Industrias manufactureras (136)",191,19,,140,27,2,3,,
"Suministro de electricidad, gas y agua (137)",14,,,11,2,,1,,
"Construcción (138)",99,5,1,53,29,5,3,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",160,7,,82,54,5,11,1,
"Venta, mant.y rep. veh.autom.y motoc. (140)",17,1,,4,7,,5,,
"Comercio al por mayor (141)",7,,,3,3,,1,,
"Comercio al por menor (142)",136,6,,75,44,5,5,1,
"Hoteles y restaurantes (143)",38,6,,22,9,,,1,
"Trans., almac. y comunicaciones (144)",44,,,16,24,,2,1,1
"Activid.inmobil., empres. y de alquiler (146)",24,,,2,14,2,5,,1
"Admin.pub. y defensa; p. segur.soc.afil (147)",66,1,,49,10,1,4,,1
"Enseñanza (148)",94,,,2,14,7,52,5,14
"Servicios sociales y de salud (149)",9,,,,,,6,,3
"Otras activ. serv.comun.soc y personales (150)",19,1,,6,9,1,1,,1
"Hogares privados con servicio doméstico (151)",40,3,,25,10,,2,,
"Actividad economica no especificada (153)",71,7,,47,12,3,2,,
"Hombres (154)",4252,270,2,2949,839,55,103,8,26
"Agric., ganadería, caza y silvicultura (155)",3736,258,1,2695,684,35,48,5,10
"Pesca (156)",3,,,1,2,,,,
"Explotación de minas y canteras (157)",6,,,2,2,,1,,1
"Industrias manufactureras (158)",67,2,,46,15,2,2,,
"Suministro de electricidad, gas y agua (159)",13,,,10,2,,1,,
"Construcción (160)",99,5,1,53,29,5,3,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",95,1,,48,35,3,7,1,
"Venta, mant.y rep. veh.autom.y motoc. (162)",16,1,,3,7,,5,,
"Comercio al por mayor (163)",4,,,3,1,,,,
"Comercio al por menor (164)",75,,,42,27,3,2,1,
"Hoteles y restaurantes (165)",7,,,3,4,,,,
"Trans., almac. y comunicaciones (166)",44,,,16,24,,2,1,1
"Activid.inmobil., empres. y de alquiler (168)",23,,,2,14,2,5,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",64,1,,49,10,1,2,,1
"Enseñanza (170)",41,,,2,3,3,24,1,8
"Servicios sociales y de salud (171)",6,,,,,,5,,1
"Otras activ. serv.comun.soc y personales (172)",10,,,2,5,1,1,,1
"Hogares privados con servicio doméstico (173)",1,,,1,,,,,
"Actividad economica no especificada (175)",37,3,,19,10,3,2,,
"Mujeres (176)",514,72,,307,75,6,39,5,10
"Agric., ganadería, caza y silvicultura (177)",151,35,,102,12,,1,,1
"Explotación de minas y canteras (179)",1,,,1,,,,,
"Industrias manufactureras (180)",124,17,,94,12,,1,,
"Suministro de electricidad, gas y agua (181)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",65,6,,34,19,2,4,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,
"Comercio al por mayor (185)",3,,,,2,,1,,
"Comercio al por menor (186)",61,6,,33,17,2,3,,
"Hoteles y restaurantes (187)",31,6,,19,5,,,1,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",2,,,,,,2,,
"Enseñanza (192)",53,,,,11,4,28,4,6
"Servicios sociales y de salud (193)",3,,,,,,1,,2
"Otras activ. serv.comun.soc y personales (194)",9,1,,4,4,,,,
"Hogares privados con servicio doméstico (195)",39,3,,24,10,,2,,
"Actividad economica no especificada (197)",34,4,,28,2,,,,
